# event_ticker=KXATPMATCH-25SEP23WATBOR
# final_score=2-6 6-4 6-1
# match_winner=Nuno Borges
# fav_player=Nuno Borges
# dog_player=Yosuke Watanuki
# kalshi_date=2025-09-23
timestamp,Nuno Borges,Yosuke Watanuki
2025-09-24T04:24:00Z,46.67,55.90
2025-09-24T04:25:00Z,42.72,64.32
2025-09-24T04:26:00Z,32.05,67.49
2025-09-24T04:27:00Z,32.00,70.19
2025-09-24T04:28:00Z,31.38,69.69
2025-09-24T04:29:00Z,29.63,70.71
2025-09-24T04:30:00Z,29.20,70.74
2025-09-24T04:31:00Z,28.00,72.00
2025-09-24T04:32:00Z,27.86,72.06
2025-09-24T04:33:00Z,29.02,71.73
2025-09-24T04:34:00Z,29.02,71.00
2025-09-24T04:35:00Z,35.00,69.89
2025-09-24T04:36:00Z,27.00,71.00
2025-09-24T04:37:00Z,27.00,74.79
2025-09-24T04:38:00Z,25.00,73.05
2025-09-24T04:39:00Z,29.10,73.01
2025-09-24T04:40:00Z,29.67,73.00
2025-09-24T04:41:00Z,30.10,73.00
2025-09-24T04:42:00Z,29.00,71.50
2025-09-24T04:43:00Z,30.00,71.00
2025-09-24T04:44:00Z,31.00,72.00
2025-09-24T04:45:00Z,28.38,72.60
2025-09-24T04:46:00Z,30.98,70.10
2025-09-24T04:47:00Z,29.77,70.76
2025-09-24T04:48:00Z,29.77,71.15
2025-09-24T04:49:00Z,32.00,66.36
2025-09-24T04:50:00Z,34.98,68.54
2025-09-24T04:51:00Z,34.00,69.24
2025-09-24T04:52:00Z,32.65,70.25
2025-09-24T04:53:00Z,35.85,64.67
2025-09-24T04:54:00Z,36.38,61.31
2025-09-24T04:55:00Z,38.65,65.53
2025-09-24T04:56:00Z,30.00,72.36
2025-09-24T04:57:00Z,32.92,66.78
2025-09-24T04:58:00Z,33.64,66.79
2025-09-24T04:59:00Z,31.41,70.53
2025-09-24T05:00:00Z,38.00,66.44
2025-09-24T05:01:00Z,42.93,69.36
2025-09-24T05:02:00Z,37.11,66.83
2025-09-24T05:03:00Z,35.66,66.96
2025-09-24T05:04:00Z,32.72,69.55
2025-09-24T05:05:00Z,34.24,70.98
2025-09-24T05:06:00Z,36.06,66.10
2025-09-24T05:07:00Z,35.37,67.43
2025-09-24T05:08:00Z,33.51,67.84
2025-09-24T05:09:00Z,41.00,64.58
2025-09-24T05:10:00Z,43.49,61.89
2025-09-24T05:11:00Z,43.00,56.02
2025-09-24T05:12:00Z,46.44,64.12
2025-09-24T05:13:00Z,54.16,57.62
2025-09-24T05:14:00Z,50.00,56.01
2025-09-24T05:15:00Z,48.72,50.52
2025-09-24T05:16:00Z,56.21,57.95
2025-09-24T05:17:00Z,49.08,56.91
2025-09-24T05:18:00Z,47.11,63.00
2025-09-24T05:19:00Z,47.61,55.37
2025-09-24T05:20:00Z,39.88,61.39
2025-09-24T05:21:00Z,31.93,78.19
2025-09-24T05:22:00Z,17.78,81.68
2025-09-24T05:23:00Z,11.66,88.01
2025-09-24T05:24:00Z,10.85,88.15
2025-09-24T05:25:00Z,9.43,90.42
2025-09-24T05:26:00Z,15.30,90.10
2025-09-24T05:27:00Z,25.40,82.46
2025-09-24T05:28:00Z,29.55,80.17
2025-09-24T05:29:00Z,34.83,65.47
2025-09-24T05:30:00Z,36.78,61.03
2025-09-24T05:31:00Z,49.45,55.09
2025-09-24T05:32:00Z,42.01,50.91
2025-09-24T05:33:00Z,48.76,63.32
2025-09-24T05:34:00Z,52.58,61.32
2025-09-24T05:35:00Z,54.00,55.00
2025-09-24T05:36:00Z,53.00,55.00
2025-09-24T05:37:00Z,51.00,58.09
2025-09-24T05:38:00Z,49.96,48.33
2025-09-24T05:39:00Z,59.15,35.66
2025-09-24T05:40:00Z,71.25,33.53
2025-09-24T05:41:00Z,71.12,32.65
2025-09-24T05:42:00Z,68.71,33.77
2025-09-24T05:43:00Z,70.54,30.03
2025-09-24T05:44:00Z,77.38,24.61
2025-09-24T05:45:00Z,74.29,21.53
2025-09-24T05:46:00Z,79.11,24.88
2025-09-24T05:47:00Z,89.13,11.14
2025-09-24T05:48:00Z,91.66,9.08
2025-09-24T05:49:00Z,85.29,14.32
2025-09-24T05:50:00Z,89.44,12.30
2025-09-24T05:51:00Z,93.26,6.49
2025-09-24T05:52:00Z,93.57,5.90
2025-09-24T05:53:00Z,94.00,4.81
2025-09-24T05:54:00Z,94.01,7.19
2025-09-24T05:55:00Z,93.38,4.72
2025-09-24T05:56:00Z,90.51,8.13
2025-09-24T05:57:00Z,93.00,7.49
2025-09-24T05:58:00Z,95.93,4.97
2025-09-24T05:59:00Z,94.05,4.62
2025-09-24T06:00:00Z,94.48,4.51
2025-09-24T06:01:00Z,98.89,1.14
2025-09-24T06:02:00Z,99.00,1.82
2025-09-24T06:03:00Z,99.00,1.00
2025-09-24T06:04:00Z,99.00,1.00
2025-09-24T06:05:00Z,99.00,1.00
2025-09-24T06:06:00Z,99.00,1.00
2025-09-24T06:08:00Z,99.00,1.00
2025-09-24T06:09:00Z,99.00,1.00
2025-09-24T06:11:00Z,99.00,1.00
