# event_ticker=KXATPCHALLENGERMATCH-26FEB11MARBRA
# final_score=7-6(2) 6-3
# score_resolution=7-6 6-3
# match_winner=Pol Martin Tiffon
# fav_player=Pol Martin Tiffon
# dog_player=Raul Brancaccio
# kalshi_date=2026-02-11
timestamp,Pol Martin Tiffon,Raul Brancaccio
2026-02-11T09:29:00Z,62.00,50.00
2026-02-11T09:32:00Z,56.60,50.33
2026-02-11T09:33:00Z,63.00,50.33
2026-02-11T09:34:00Z,63.00,50.00
2026-02-11T09:36:00Z,63.10,50.00
2026-02-11T09:40:00Z,63.00,42.56
2026-02-11T09:46:00Z,64.95,40.00
2026-02-11T09:49:00Z,63.70,41.00
2026-02-11T09:53:00Z,68.86,41.00
2026-02-11T09:54:00Z,63.00,45.00
2026-02-11T09:57:00Z,63.25,43.00
2026-02-11T09:58:00Z,62.50,44.00
2026-02-11T10:00:00Z,64.00,43.00
2026-02-11T10:01:00Z,68.64,35.00
2026-02-11T10:06:00Z,74.85,34.50
2026-02-11T10:08:00Z,74.98,33.51
2026-02-11T10:09:00Z,74.98,35.00
2026-02-11T10:10:00Z,68.00,38.00
2026-02-11T10:11:00Z,71.38,30.16
2026-02-11T10:13:00Z,70.88,31.83
2026-02-11T10:14:00Z,70.88,29.80
2026-02-11T10:15:00Z,71.80,33.21
2026-02-11T10:16:00Z,74.00,32.53
2026-02-11T10:17:00Z,69.00,32.68
2026-02-11T10:18:00Z,69.00,31.97
2026-02-11T10:19:00Z,72.19,30.07
2026-02-11T10:20:00Z,72.00,30.00
2026-02-11T10:21:00Z,72.98,30.00
2026-02-11T10:22:00Z,74.00,32.60
2026-02-11T10:23:00Z,73.00,30.98
2026-02-11T10:24:00Z,67.19,33.40
2026-02-11T10:25:00Z,70.22,33.63
2026-02-11T10:26:00Z,65.47,40.57
2026-02-11T10:27:00Z,67.16,35.08
2026-02-11T10:28:00Z,68.06,38.48
2026-02-11T10:29:00Z,68.50,32.75
2026-02-11T10:30:00Z,69.36,34.70
2026-02-11T10:31:00Z,72.56,27.87
2026-02-11T10:32:00Z,66.00,40.93
2026-02-11T10:33:00Z,61.98,39.84
2026-02-11T10:34:00Z,64.32,34.06
2026-02-11T10:35:00Z,70.00,31.95
2026-02-11T10:36:00Z,70.00,31.68
2026-02-11T10:37:00Z,72.04,29.06
2026-02-11T10:38:00Z,75.00,26.29
2026-02-11T10:39:00Z,72.17,26.98
2026-02-11T10:40:00Z,72.23,28.44
2026-02-11T10:41:00Z,68.95,32.93
2026-02-11T10:42:00Z,70.96,34.33
2026-02-11T10:43:00Z,62.41,36.60
2026-02-11T10:44:00Z,62.36,36.06
2026-02-11T10:45:00Z,70.49,36.06
2026-02-11T10:46:00Z,71.00,29.36
2026-02-11T10:47:00Z,73.79,26.16
2026-02-11T10:48:00Z,77.16,22.00
2026-02-11T10:49:00Z,79.70,22.65
2026-02-11T10:50:00Z,71.86,31.44
2026-02-11T10:51:00Z,63.53,37.38
2026-02-11T10:52:00Z,63.53,26.00
2026-02-11T10:53:00Z,73.00,28.00
2026-02-11T10:54:00Z,69.00,33.50
2026-02-11T10:55:00Z,67.00,33.91
2026-02-11T10:56:00Z,73.46,42.81
2026-02-11T10:57:00Z,68.69,36.83
2026-02-11T10:58:00Z,66.49,32.34
2026-02-11T10:59:00Z,75.21,31.00
2026-02-11T11:00:00Z,80.06,21.80
2026-02-11T11:01:00Z,83.75,15.18
2026-02-11T11:02:00Z,80.00,23.00
2026-02-11T11:03:00Z,84.76,18.00
2026-02-11T11:04:00Z,88.48,13.01
2026-02-11T11:05:00Z,87.00,13.15
2026-02-11T11:06:00Z,86.43,16.00
2026-02-11T11:07:00Z,88.71,13.89
2026-02-11T11:08:00Z,87.09,13.46
2026-02-11T11:09:00Z,85.54,16.40
2026-02-11T11:10:00Z,82.21,17.81
2026-02-11T11:11:00Z,87.63,16.30
2026-02-11T11:12:00Z,89.00,13.02
2026-02-11T11:13:00Z,81.51,18.27
2026-02-11T11:15:00Z,84.09,15.83
2026-02-11T11:16:00Z,87.00,13.37
2026-02-11T11:17:00Z,87.26,15.00
2026-02-11T11:18:00Z,90.00,10.21
2026-02-11T11:19:00Z,89.32,15.53
2026-02-11T11:20:00Z,88.88,10.43
2026-02-11T11:21:00Z,94.58,5.65
2026-02-11T11:22:00Z,96.00,4.62
2026-02-11T11:23:00Z,94.08,6.01
2026-02-11T11:24:00Z,92.12,6.99
2026-02-11T11:25:00Z,95.47,4.47
2026-02-11T11:26:00Z,96.53,3.86
2026-02-11T11:27:00Z,95.00,5.17
2026-02-11T11:28:00Z,95.00,4.96
2026-02-11T11:29:00Z,98.00,4.10
2026-02-11T11:30:00Z,97.98,3.20
2026-02-11T11:31:00Z,97.98,2.99
2026-02-11T11:32:00Z,97.60,4.75
2026-02-11T11:33:00Z,98.30,1.38
2026-02-11T11:34:00Z,98.64,4.00
2026-02-11T11:35:00Z,99.00,4.00
