# event_ticker=KXATPCHALLENGERMATCH-26MAR06ROCPRA
# final_score=6-3 6-3
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Juan Carlos Prado Angelo
# kalshi_date=2026-03-06
timestamp,Henrique Rocha,Juan Carlos Prado Angelo
2026-03-06T11:20:00Z,69.00,31.00
2026-03-06T11:31:00Z,69.00,31.00
2026-03-06T12:08:00Z,69.00,31.00
2026-03-06T12:27:00Z,69.00,31.00
2026-03-06T12:40:00Z,69.00,31.00
2026-03-06T12:49:00Z,69.00,31.00
2026-03-06T12:51:00Z,69.00,31.00
2026-03-06T12:55:00Z,69.00,31.00
2026-03-06T12:57:00Z,69.00,31.00
2026-03-06T13:02:00Z,69.00,31.00
2026-03-06T13:05:00Z,69.00,31.00
2026-03-06T13:06:00Z,69.00,32.99
2026-03-06T13:13:00Z,69.00,33.00
2026-03-06T13:14:00Z,69.00,33.00
2026-03-06T13:18:00Z,69.00,33.00
2026-03-06T13:20:00Z,69.00,33.00
2026-03-06T13:22:00Z,69.00,32.10
2026-03-06T13:24:00Z,69.00,32.00
2026-03-06T13:25:00Z,69.00,32.00
2026-03-06T13:27:00Z,69.00,32.00
2026-03-06T13:30:00Z,69.00,32.00
2026-03-06T13:31:00Z,69.00,32.00
2026-03-06T13:32:00Z,69.00,33.00
2026-03-06T13:33:00Z,69.00,33.00
2026-03-06T13:34:00Z,69.00,33.00
2026-03-06T13:35:00Z,69.15,33.00
2026-03-06T13:36:00Z,69.15,33.00
2026-03-06T13:37:00Z,68.95,33.00
2026-03-06T13:38:00Z,68.68,33.52
2026-03-06T13:39:00Z,68.18,35.00
2026-03-06T13:40:00Z,67.09,35.00
2026-03-06T13:41:00Z,68.38,34.60
2026-03-06T13:42:00Z,68.94,33.29
2026-03-06T13:43:00Z,70.77,30.44
2026-03-06T13:44:00Z,71.60,28.64
2026-03-06T13:45:00Z,70.24,29.28
2026-03-06T13:46:00Z,70.78,31.39
2026-03-06T13:47:00Z,67.20,34.32
2026-03-06T13:48:00Z,66.21,35.83
2026-03-06T13:49:00Z,67.37,35.75
2026-03-06T13:50:00Z,69.08,32.45
2026-03-06T13:51:00Z,68.06,33.46
2026-03-06T13:52:00Z,68.18,33.23
2026-03-06T13:53:00Z,66.06,35.00
2026-03-06T13:54:00Z,69.12,32.11
2026-03-06T13:55:00Z,67.90,34.64
2026-03-06T13:56:00Z,63.58,38.67
2026-03-06T13:57:00Z,62.78,39.96
2026-03-06T13:58:00Z,61.78,39.76
2026-03-06T13:59:00Z,63.39,39.21
2026-03-06T14:00:00Z,65.65,36.03
2026-03-06T14:01:00Z,64.99,35.99
2026-03-06T14:02:00Z,72.98,30.84
2026-03-06T14:03:00Z,78.87,21.37
2026-03-06T14:04:00Z,81.22,20.07
2026-03-06T14:05:00Z,84.08,16.57
2026-03-06T14:06:00Z,84.74,16.56
2026-03-06T14:07:00Z,85.70,16.43
2026-03-06T14:08:00Z,84.30,16.37
2026-03-06T14:09:00Z,84.21,16.63
2026-03-06T14:10:00Z,85.10,16.46
2026-03-06T14:11:00Z,82.12,22.67
2026-03-06T14:12:00Z,77.44,23.31
2026-03-06T14:13:00Z,82.09,19.54
2026-03-06T14:14:00Z,86.62,14.41
2026-03-06T14:15:00Z,86.44,14.35
2026-03-06T14:16:00Z,86.83,14.26
2026-03-06T14:17:00Z,87.09,14.19
2026-03-06T14:18:00Z,87.99,12.95
2026-03-06T14:19:00Z,91.89,8.44
2026-03-06T14:20:00Z,93.45,6.55
2026-03-06T14:21:00Z,92.61,8.11
2026-03-06T14:22:00Z,93.14,8.29
2026-03-06T14:23:00Z,88.97,11.78
2026-03-06T14:24:00Z,85.40,15.54
2026-03-06T14:25:00Z,83.50,18.01
2026-03-06T14:26:00Z,82.00,19.31
2026-03-06T14:27:00Z,80.99,19.20
2026-03-06T14:28:00Z,82.68,18.20
2026-03-06T14:29:00Z,83.99,17.58
2026-03-06T14:30:00Z,84.16,16.60
2026-03-06T14:31:00Z,85.16,16.04
2026-03-06T14:32:00Z,81.67,19.35
2026-03-06T14:33:00Z,80.88,20.30
2026-03-06T14:34:00Z,79.99,20.16
2026-03-06T14:35:00Z,82.93,18.32
2026-03-06T14:36:00Z,82.54,18.85
2026-03-06T14:37:00Z,83.44,17.00
2026-03-06T14:38:00Z,85.96,14.69
2026-03-06T14:39:00Z,90.50,10.86
2026-03-06T14:40:00Z,93.72,6.84
2026-03-06T14:41:00Z,93.35,7.97
2026-03-06T14:42:00Z,94.88,5.90
2026-03-06T14:43:00Z,93.59,5.10
2026-03-06T14:44:00Z,95.37,4.64
2026-03-06T14:45:00Z,95.47,5.86
2026-03-06T14:46:00Z,96.58,4.75
2026-03-06T14:47:00Z,94.41,6.43
2026-03-06T14:48:00Z,97.49,2.99
2026-03-06T14:49:00Z,98.89,1.42
2026-03-06T14:50:00Z,98.97,1.00
2026-03-06T14:51:00Z,99.00,1.00
2026-03-06T14:52:00Z,99.00,1.00
2026-03-06T14:53:00Z,99.00,1.00
