# event_ticker=KXATPCHALLENGERMATCH-26MAR31JASHSU
# final_score=6-4 5-7 6-3
# match_winner=Yu Hsiou Hsu
# fav_player=Yu Hsiou Hsu
# dog_player=Omar Jasika
# kalshi_date=2026-03-31
timestamp,Yu Hsiou Hsu,Omar Jasika
2026-04-02T02:29:00Z,73.84,28.44
2026-04-02T02:31:00Z,82.00,18.06
2026-04-02T02:32:00Z,82.00,18.00
2026-04-02T02:33:00Z,85.91,16.07
2026-04-02T02:34:00Z,87.89,13.25
2026-04-02T02:35:00Z,87.00,14.00
2026-04-02T02:36:00Z,87.00,15.09
2026-04-02T02:37:00Z,84.00,18.00
2026-04-02T02:38:00Z,80.38,18.90
2026-04-02T02:39:00Z,82.42,18.24
2026-04-02T02:40:00Z,82.42,17.01
2026-04-02T02:41:00Z,79.60,21.74
2026-04-02T02:42:00Z,82.33,17.58
2026-04-02T02:43:00Z,86.71,14.97
2026-04-02T02:44:00Z,85.90,14.43
2026-04-02T02:45:00Z,86.00,15.79
2026-04-02T02:46:00Z,84.99,17.00
2026-04-02T02:47:00Z,85.00,18.61
2026-04-02T02:48:00Z,81.76,19.07
2026-04-02T02:49:00Z,82.16,20.46
2026-04-02T02:50:00Z,84.47,15.47
2026-04-02T02:51:00Z,84.89,15.99
2026-04-02T02:52:00Z,87.03,12.39
2026-04-02T02:53:00Z,88.00,13.00
2026-04-02T02:54:00Z,88.37,11.85
2026-04-02T02:55:00Z,90.92,9.15
2026-04-02T02:56:00Z,89.61,10.03
2026-04-02T02:57:00Z,90.99,9.04
2026-04-02T02:58:00Z,90.96,10.53
2026-04-02T02:59:00Z,92.20,6.52
2026-04-02T03:00:00Z,95.62,5.66
2026-04-02T03:01:00Z,95.89,4.21
2026-04-02T03:02:00Z,95.15,4.84
2026-04-02T03:03:00Z,95.51,4.55
2026-04-02T03:04:00Z,95.00,5.90
2026-04-02T03:05:00Z,95.00,5.98
2026-04-02T03:06:00Z,95.09,6.00
2026-04-02T03:07:00Z,96.29,4.56
2026-04-02T03:08:00Z,96.02,5.37
2026-04-02T03:09:00Z,95.00,5.39
2026-04-02T03:10:00Z,92.53,8.41
2026-04-02T03:11:00Z,91.12,11.19
2026-04-02T03:12:00Z,89.00,12.38
2026-04-02T03:13:00Z,89.38,10.39
2026-04-02T03:14:00Z,88.48,12.59
2026-04-02T03:15:00Z,88.00,13.07
2026-04-02T03:16:00Z,87.05,13.28
2026-04-02T03:17:00Z,85.43,15.08
2026-04-02T03:18:00Z,85.00,15.97
2026-04-02T03:19:00Z,84.45,16.67
2026-04-02T03:20:00Z,82.65,15.79
2026-04-02T03:21:00Z,82.24,20.43
2026-04-02T03:22:00Z,72.43,26.41
2026-04-02T03:23:00Z,73.89,26.55
2026-04-02T03:24:00Z,81.81,18.44
2026-04-02T03:25:00Z,80.27,21.06
2026-04-02T03:26:00Z,83.28,17.06
2026-04-02T03:27:00Z,80.56,16.48
2026-04-02T03:28:00Z,83.26,17.45
2026-04-02T03:29:00Z,78.37,22.23
2026-04-02T03:30:00Z,74.66,27.26
2026-04-02T03:31:00Z,76.68,28.62
2026-04-02T03:32:00Z,83.11,17.23
2026-04-02T03:33:00Z,85.52,14.42
2026-04-02T03:34:00Z,86.83,17.15
2026-04-02T03:35:00Z,81.52,20.98
2026-04-02T03:36:00Z,79.00,21.92
2026-04-02T03:37:00Z,78.99,20.42
2026-04-02T03:38:00Z,81.76,18.53
2026-04-02T03:39:00Z,84.43,15.26
2026-04-02T03:40:00Z,85.00,15.54
2026-04-02T03:41:00Z,85.48,15.66
2026-04-02T03:42:00Z,84.89,17.14
2026-04-02T03:43:00Z,81.00,20.24
2026-04-02T03:44:00Z,80.00,21.31
2026-04-02T03:45:00Z,79.93,21.17
2026-04-02T03:46:00Z,78.98,25.06
2026-04-02T03:47:00Z,69.56,28.43
2026-04-02T03:48:00Z,70.83,29.43
2026-04-02T03:49:00Z,64.92,34.81
2026-04-02T03:50:00Z,61.01,38.23
2026-04-02T03:51:00Z,61.00,39.45
2026-04-02T03:52:00Z,63.05,39.15
2026-04-02T03:53:00Z,59.63,41.47
2026-04-02T03:54:00Z,58.42,43.68
2026-04-02T03:55:00Z,54.93,47.26
2026-04-02T03:56:00Z,50.60,50.00
2026-04-02T03:57:00Z,54.75,44.93
2026-04-02T03:58:00Z,61.80,37.92
2026-04-02T03:59:00Z,67.11,37.28
2026-04-02T04:00:00Z,59.55,42.49
2026-04-02T04:01:00Z,55.17,46.04
2026-04-02T04:02:00Z,54.19,47.43
2026-04-02T04:03:00Z,32.94,59.96
2026-04-02T04:04:00Z,40.41,60.45
2026-04-02T04:05:00Z,49.88,49.37
2026-04-02T04:06:00Z,52.65,47.59
2026-04-02T04:07:00Z,52.60,46.98
2026-04-02T04:08:00Z,52.99,46.88
2026-04-02T04:09:00Z,58.22,44.24
2026-04-02T04:10:00Z,67.23,36.62
2026-04-02T04:11:00Z,77.58,21.27
2026-04-02T04:12:00Z,78.34,25.23
2026-04-02T04:13:00Z,66.03,31.70
2026-04-02T04:14:00Z,81.50,21.25
2026-04-02T04:15:00Z,82.81,18.24
2026-04-02T04:16:00Z,76.19,23.47
2026-04-02T04:17:00Z,72.22,28.93
2026-04-02T04:18:00Z,78.93,22.60
2026-04-02T04:19:00Z,75.51,27.95
2026-04-02T04:20:00Z,82.12,18.14
2026-04-02T04:21:00Z,88.05,11.70
2026-04-02T04:22:00Z,85.51,16.29
2026-04-02T04:23:00Z,83.02,18.58
2026-04-02T04:24:00Z,84.48,17.86
2026-04-02T04:25:00Z,91.47,7.21
2026-04-02T04:26:00Z,93.34,6.51
2026-04-02T04:27:00Z,93.12,7.79
2026-04-02T04:28:00Z,95.45,5.48
2026-04-02T04:29:00Z,98.56,2.38
2026-04-02T04:30:00Z,99.00,1.00
2026-04-02T04:31:00Z,99.00,1.00
2026-04-02T04:32:00Z,99.00,1.00
