# event_ticker=KXATPCHALLENGERMATCH-26MAR26MEDSAK
# final_score=6-4 3-6 7-5
# score_resolution=4-6 6-3 5-7
# match_winner=Hamad Medjedovic
# fav_player=Stefanos Sakellaridis
# dog_player=Hamad Medjedovic
# kalshi_date=2026-03-26
timestamp,Stefanos Sakellaridis,Hamad Medjedovic
2026-03-26T09:32:00Z,16.96,83.76
2026-03-26T09:33:00Z,17.32,82.69
2026-03-26T09:34:00Z,14.00,86.70
2026-03-26T09:35:00Z,12.30,87.33
2026-03-26T09:36:00Z,13.82,88.00
2026-03-26T09:37:00Z,12.96,87.53
2026-03-26T09:38:00Z,9.16,90.44
2026-03-26T09:39:00Z,8.93,92.00
2026-03-26T09:40:00Z,8.68,91.96
2026-03-26T09:41:00Z,10.02,91.61
2026-03-26T09:42:00Z,13.84,88.18
2026-03-26T09:43:00Z,16.55,88.18
2026-03-26T09:44:00Z,17.72,85.86
2026-03-26T09:45:00Z,16.34,82.46
2026-03-26T09:46:00Z,16.99,84.00
2026-03-26T09:47:00Z,14.74,88.00
2026-03-26T09:48:00Z,12.08,88.00
2026-03-26T09:49:00Z,13.11,89.00
2026-03-26T09:50:00Z,14.74,89.00
2026-03-26T09:51:00Z,14.36,86.83
2026-03-26T09:52:00Z,14.90,86.00
2026-03-26T09:53:00Z,13.76,88.24
2026-03-26T09:54:00Z,13.10,90.00
2026-03-26T09:55:00Z,11.97,89.73
2026-03-26T09:56:00Z,12.00,89.68
2026-03-26T09:57:00Z,12.00,90.00
2026-03-26T09:58:00Z,11.93,89.48
2026-03-26T09:59:00Z,12.00,88.91
2026-03-26T10:00:00Z,12.02,89.00
2026-03-26T10:01:00Z,13.06,87.66
2026-03-26T10:02:00Z,11.31,89.35
2026-03-26T10:03:00Z,11.83,88.74
2026-03-26T10:04:00Z,12.17,88.06
2026-03-26T10:05:00Z,14.00,87.14
2026-03-26T10:06:00Z,14.99,86.19
2026-03-26T10:07:00Z,14.65,86.12
2026-03-26T10:08:00Z,13.40,87.04
2026-03-26T10:09:00Z,12.68,87.00
2026-03-26T10:10:00Z,12.73,89.00
2026-03-26T10:11:00Z,11.02,90.45
2026-03-26T10:12:00Z,14.74,87.52
2026-03-26T10:13:00Z,15.00,85.31
2026-03-26T10:14:00Z,15.00,85.00
2026-03-26T10:15:00Z,15.45,85.99
2026-03-26T10:16:00Z,22.00,83.43
2026-03-26T10:17:00Z,20.37,81.57
2026-03-26T10:18:00Z,15.17,85.98
2026-03-26T10:19:00Z,16.94,80.80
2026-03-26T10:20:00Z,16.00,84.00
2026-03-26T10:21:00Z,17.64,83.00
2026-03-26T10:22:00Z,14.65,87.00
2026-03-26T10:23:00Z,16.44,85.56
2026-03-26T10:24:00Z,16.23,85.32
2026-03-26T10:25:00Z,15.06,86.43
2026-03-26T10:26:00Z,17.90,84.61
2026-03-26T10:27:00Z,12.48,88.00
2026-03-26T10:28:00Z,15.00,85.07
2026-03-26T10:29:00Z,16.37,84.00
2026-03-26T10:30:00Z,15.91,83.16
2026-03-26T10:31:00Z,15.80,85.75
2026-03-26T10:32:00Z,21.41,81.42
2026-03-26T10:33:00Z,29.90,70.00
2026-03-26T10:34:00Z,32.51,65.19
2026-03-26T10:35:00Z,38.06,61.80
2026-03-26T10:36:00Z,38.56,63.06
2026-03-26T10:37:00Z,34.61,65.51
2026-03-26T10:38:00Z,34.35,65.90
2026-03-26T10:39:00Z,37.46,64.46
2026-03-26T10:40:00Z,39.20,63.50
2026-03-26T10:41:00Z,36.86,61.80
2026-03-26T10:42:00Z,39.14,62.00
2026-03-26T10:43:00Z,36.77,61.03
2026-03-26T10:44:00Z,37.87,62.00
2026-03-26T10:45:00Z,39.21,62.00
2026-03-26T10:46:00Z,47.41,55.81
2026-03-26T10:47:00Z,57.17,40.99
2026-03-26T10:48:00Z,66.14,42.84
2026-03-26T10:49:00Z,70.76,24.47
2026-03-26T10:50:00Z,74.78,22.38
2026-03-26T10:51:00Z,80.71,23.29
2026-03-26T10:52:00Z,83.38,19.56
2026-03-26T10:53:00Z,77.18,21.31
2026-03-26T10:54:00Z,72.38,27.68
2026-03-26T10:55:00Z,73.00,28.97
2026-03-26T10:56:00Z,64.94,34.72
2026-03-26T10:57:00Z,56.10,44.16
2026-03-26T10:58:00Z,49.91,52.13
2026-03-26T10:59:00Z,38.55,58.60
2026-03-26T11:00:00Z,44.09,59.35
2026-03-26T11:01:00Z,42.55,60.76
2026-03-26T11:02:00Z,37.54,63.65
2026-03-26T11:03:00Z,34.50,66.62
2026-03-26T11:04:00Z,33.35,66.36
2026-03-26T11:05:00Z,35.35,66.46
2026-03-26T11:06:00Z,36.50,68.53
2026-03-26T11:07:00Z,42.65,57.16
2026-03-26T11:08:00Z,44.66,55.92
2026-03-26T11:09:00Z,44.83,62.13
2026-03-26T11:10:00Z,38.17,64.20
2026-03-26T11:11:00Z,38.23,62.33
2026-03-26T11:12:00Z,38.88,60.86
2026-03-26T11:13:00Z,43.65,65.41
2026-03-26T11:14:00Z,36.55,63.49
2026-03-26T11:15:00Z,37.71,64.81
2026-03-26T11:16:00Z,32.96,71.55
2026-03-26T11:17:00Z,29.80,73.20
2026-03-26T11:18:00Z,37.96,64.76
2026-03-26T11:19:00Z,39.97,63.74
2026-03-26T11:20:00Z,45.53,55.07
2026-03-26T11:21:00Z,47.62,54.73
2026-03-26T11:22:00Z,36.73,61.31
2026-03-26T11:23:00Z,52.30,50.63
2026-03-26T11:24:00Z,84.74,15.25
2026-03-26T11:25:00Z,85.86,13.72
2026-03-26T11:26:00Z,90.12,10.63
2026-03-26T11:27:00Z,62.81,31.84
2026-03-26T11:28:00Z,63.16,39.38
2026-03-26T11:29:00Z,50.90,48.75
2026-03-26T11:30:00Z,45.56,57.95
2026-03-26T11:31:00Z,56.55,41.46
2026-03-26T11:32:00Z,51.72,49.93
2026-03-26T11:33:00Z,40.58,60.20
2026-03-26T11:34:00Z,61.04,43.38
2026-03-26T11:35:00Z,60.16,47.49
2026-03-26T11:36:00Z,41.74,61.81
2026-03-26T11:37:00Z,37.14,62.64
2026-03-26T11:38:00Z,34.27,66.07
2026-03-26T11:39:00Z,14.94,85.84
2026-03-26T11:40:00Z,7.81,92.71
2026-03-26T11:41:00Z,7.43,89.83
2026-03-26T11:42:00Z,19.47,87.90
2026-03-26T11:43:00Z,1.00,99.00
2026-03-26T11:44:00Z,1.00,99.00
2026-03-26T11:45:00Z,1.00,99.00
2026-03-26T11:46:00Z,1.00,99.00
2026-03-26T11:47:00Z,1.00,99.00
2026-03-26T11:48:00Z,1.00,99.00
2026-03-26T11:49:00Z,1.00,99.00
2026-03-26T11:50:00Z,1.00,99.00
2026-03-26T11:51:00Z,1.00,99.00
2026-03-26T11:52:00Z,1.00,99.00
