# event_ticker=KXATPCHALLENGERMATCH-26MAR21CADMID
# final_score=4-6 6-1 6-0
# score_resolution=6-4 1-6 0-6
# match_winner=Gianluca Cadenasso
# fav_player=Lautaro Midon
# dog_player=Gianluca Cadenasso
# kalshi_date=2026-03-21
timestamp,Lautaro Midon,Gianluca Cadenasso
2026-03-21T22:15:00Z,58.46,50.00
2026-03-21T22:16:00Z,59.08,40.47
2026-03-21T22:17:00Z,59.00,40.01
2026-03-21T22:18:00Z,54.75,40.01
2026-03-21T22:20:00Z,54.00,40.01
2026-03-21T22:21:00Z,55.70,40.01
2026-03-21T22:22:00Z,53.38,47.80
2026-03-21T22:23:00Z,56.86,42.67
2026-03-21T22:24:00Z,44.71,61.18
2026-03-21T22:25:00Z,52.96,49.86
2026-03-21T22:26:00Z,59.74,39.39
2026-03-21T22:27:00Z,61.89,38.56
2026-03-21T22:28:00Z,61.97,39.00
2026-03-21T22:29:00Z,62.00,39.00
2026-03-21T22:30:00Z,62.00,38.00
2026-03-21T22:31:00Z,63.00,39.00
2026-03-21T22:32:00Z,63.00,38.13
2026-03-21T22:33:00Z,63.00,38.13
2026-03-21T22:34:00Z,61.00,38.00
2026-03-21T22:35:00Z,61.99,38.00
2026-03-21T22:36:00Z,61.99,42.34
2026-03-21T22:37:00Z,60.98,40.64
2026-03-21T22:38:00Z,68.62,31.95
2026-03-21T22:39:00Z,62.24,41.28
2026-03-21T22:40:00Z,57.68,42.00
2026-03-21T22:41:00Z,57.65,42.81
2026-03-21T22:42:00Z,61.28,39.57
2026-03-21T22:43:00Z,64.00,38.00
2026-03-21T22:44:00Z,57.05,43.52
2026-03-21T22:45:00Z,46.72,50.21
2026-03-21T22:46:00Z,47.85,54.57
2026-03-21T22:47:00Z,50.28,46.08
2026-03-21T22:48:00Z,49.63,51.65
2026-03-21T22:49:00Z,43.89,58.34
2026-03-21T22:50:00Z,39.06,61.00
2026-03-21T22:51:00Z,41.66,61.06
2026-03-21T22:52:00Z,42.27,58.16
2026-03-21T22:53:00Z,42.00,59.00
2026-03-21T22:54:00Z,44.10,58.04
2026-03-21T22:55:00Z,47.73,48.45
2026-03-21T22:56:00Z,49.89,51.84
2026-03-21T22:57:00Z,42.97,57.20
2026-03-21T22:58:00Z,40.03,59.93
2026-03-21T22:59:00Z,40.03,61.97
2026-03-21T23:00:00Z,40.81,61.75
2026-03-21T23:01:00Z,42.91,57.90
2026-03-21T23:02:00Z,40.49,60.00
2026-03-21T23:03:00Z,40.93,58.58
2026-03-21T23:04:00Z,37.82,60.34
2026-03-21T23:05:00Z,35.77,61.17
2026-03-21T23:06:00Z,36.12,61.17
2026-03-21T23:07:00Z,36.82,65.17
2026-03-21T23:08:00Z,31.31,67.00
2026-03-21T23:09:00Z,32.59,68.93
2026-03-21T23:10:00Z,31.01,70.56
2026-03-21T23:11:00Z,30.99,69.23
2026-03-21T23:12:00Z,31.03,69.85
2026-03-21T23:13:00Z,30.55,69.68
2026-03-21T23:14:00Z,31.00,69.05
2026-03-21T23:15:00Z,31.00,69.00
2026-03-21T23:16:00Z,32.00,67.86
2026-03-21T23:17:00Z,31.63,67.62
2026-03-21T23:18:00Z,31.63,67.98
2026-03-21T23:19:00Z,31.43,69.00
2026-03-21T23:20:00Z,34.00,69.00
2026-03-21T23:21:00Z,35.84,61.12
2026-03-21T23:22:00Z,26.98,70.48
2026-03-21T23:23:00Z,18.37,77.71
2026-03-21T23:24:00Z,16.29,83.38
2026-03-21T23:25:00Z,15.19,87.41
2026-03-21T23:26:00Z,10.34,90.05
2026-03-21T23:27:00Z,11.87,86.13
2026-03-21T23:28:00Z,17.60,85.55
2026-03-21T23:29:00Z,11.38,88.27
2026-03-21T23:30:00Z,6.93,92.72
2026-03-21T23:31:00Z,4.42,93.19
2026-03-21T23:32:00Z,5.16,94.84
2026-03-21T23:33:00Z,3.24,95.48
2026-03-21T23:34:00Z,3.00,96.82
2026-03-21T23:35:00Z,3.52,96.97
2026-03-21T23:36:00Z,2.96,97.98
2026-03-21T23:37:00Z,2.00,98.32
2026-03-21T23:38:00Z,1.00,98.81
2026-03-21T23:39:00Z,1.98,98.23
2026-03-21T23:40:00Z,1.00,99.00
2026-03-21T23:41:00Z,1.00,99.00
2026-03-21T23:42:00Z,1.00,99.00
2026-03-21T23:43:00Z,1.00,99.00
2026-03-21T23:44:00Z,1.00,99.00
2026-03-21T23:45:00Z,1.00,99.00
2026-03-21T23:46:00Z,1.00,99.00
2026-03-21T23:47:00Z,1.00,99.00
