# event_ticker=KXATPCHALLENGERMATCH-26MAR11DONHOU
# final_score=7-6(8) 7-6(1)
# score_resolution=7-6 7-6
# match_winner=Max Houkes
# fav_player=Max Houkes
# dog_player=Alexander Donski
# kalshi_date=2026-03-11
timestamp,Max Houkes,Alexander Donski
2026-03-11T08:35:00Z,83.00,23.26
2026-03-11T08:36:00Z,68.55,32.96
2026-03-11T08:37:00Z,65.31,36.19
2026-03-11T08:38:00Z,67.00,35.15
2026-03-11T08:39:00Z,60.18,41.00
2026-03-11T08:40:00Z,60.18,41.00
2026-03-11T08:41:00Z,62.00,37.98
2026-03-11T08:42:00Z,63.56,37.59
2026-03-11T08:43:00Z,62.00,37.60
2026-03-11T08:44:00Z,68.93,38.69
2026-03-11T08:45:00Z,68.93,29.99
2026-03-11T08:46:00Z,77.00,27.05
2026-03-11T08:47:00Z,70.00,29.45
2026-03-11T08:48:00Z,75.00,27.73
2026-03-11T08:49:00Z,67.27,33.26
2026-03-11T08:50:00Z,62.86,40.36
2026-03-11T08:51:00Z,62.86,42.00
2026-03-11T08:52:00Z,56.00,42.00
2026-03-11T08:53:00Z,50.20,50.62
2026-03-11T08:54:00Z,54.00,44.00
2026-03-11T08:55:00Z,62.98,39.00
2026-03-11T08:56:00Z,63.51,38.89
2026-03-11T08:57:00Z,62.00,34.23
2026-03-11T08:58:00Z,63.48,33.03
2026-03-11T08:59:00Z,57.10,45.72
2026-03-11T09:00:00Z,64.00,37.85
2026-03-11T09:01:00Z,53.28,43.26
2026-03-11T09:02:00Z,47.96,54.38
2026-03-11T09:03:00Z,60.06,42.10
2026-03-11T09:04:00Z,67.72,31.71
2026-03-11T09:05:00Z,63.00,39.00
2026-03-11T09:06:00Z,57.01,46.50
2026-03-11T09:07:00Z,63.26,32.27
2026-03-11T09:08:00Z,68.59,24.44
2026-03-11T09:09:00Z,83.02,17.64
2026-03-11T09:10:00Z,83.02,16.00
2026-03-11T09:11:00Z,84.07,16.00
2026-03-11T09:12:00Z,74.09,31.31
2026-03-11T09:15:00Z,84.82,31.31
2026-03-11T09:16:00Z,72.31,36.00
2026-03-11T09:17:00Z,81.00,36.00
2026-03-11T09:18:00Z,84.00,21.37
2026-03-11T09:19:00Z,78.00,22.06
2026-03-11T09:20:00Z,82.50,19.19
2026-03-11T09:21:00Z,84.59,19.01
2026-03-11T09:22:00Z,84.10,18.34
2026-03-11T09:23:00Z,80.00,19.09
2026-03-11T09:24:00Z,80.00,20.50
2026-03-11T09:25:00Z,81.00,18.17
2026-03-11T09:26:00Z,84.08,17.89
2026-03-11T09:27:00Z,84.08,19.63
2026-03-11T09:28:00Z,85.00,17.00
2026-03-11T09:29:00Z,85.00,23.00
2026-03-11T09:30:00Z,83.80,19.04
2026-03-11T09:31:00Z,84.19,15.00
2026-03-11T09:32:00Z,84.41,14.63
2026-03-11T09:33:00Z,86.00,14.45
2026-03-11T09:34:00Z,86.03,16.06
2026-03-11T09:35:00Z,85.04,15.05
2026-03-11T09:36:00Z,83.06,15.05
2026-03-11T09:37:00Z,85.56,13.40
2026-03-11T09:38:00Z,81.33,17.13
2026-03-11T09:39:00Z,83.98,17.13
2026-03-11T09:40:00Z,83.08,20.00
2026-03-11T09:41:00Z,73.85,25.29
2026-03-11T09:42:00Z,67.91,35.02
2026-03-11T09:43:00Z,62.00,38.33
2026-03-11T09:44:00Z,70.71,38.33
2026-03-11T09:45:00Z,72.05,26.67
2026-03-11T09:46:00Z,67.00,33.32
2026-03-11T09:47:00Z,78.28,28.00
2026-03-11T09:48:00Z,82.82,20.12
2026-03-11T09:49:00Z,82.47,17.06
2026-03-11T09:50:00Z,83.28,16.10
2026-03-11T09:51:00Z,86.00,16.39
2026-03-11T09:52:00Z,86.00,14.02
2026-03-11T09:53:00Z,82.18,19.00
2026-03-11T09:54:00Z,83.00,21.90
2026-03-11T09:55:00Z,84.87,18.00
2026-03-11T09:56:00Z,83.15,18.96
2026-03-11T09:57:00Z,85.00,18.00
2026-03-11T09:58:00Z,86.88,13.31
2026-03-11T09:59:00Z,87.00,14.60
2026-03-11T10:00:00Z,86.07,17.00
2026-03-11T10:01:00Z,86.00,16.44
2026-03-11T10:02:00Z,84.25,17.07
2026-03-11T10:03:00Z,87.18,16.00
2026-03-11T10:04:00Z,84.02,16.98
2026-03-11T10:05:00Z,86.62,15.00
2026-03-11T10:06:00Z,92.06,10.41
2026-03-11T10:07:00Z,94.00,8.62
2026-03-11T10:08:00Z,96.47,4.59
2026-03-11T10:09:00Z,97.68,2.06
2026-03-11T10:10:00Z,99.00,1.12
2026-03-11T10:11:00Z,99.00,1.12
2026-03-11T10:12:00Z,99.00,1.00
