# event_ticker=KXATPMATCH-25SEP19ZEPTIE
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Learner Tien
# fav_player=Giulio Zeppieri
# dog_player=Learner Tien
# kalshi_date=2025-09-19
timestamp,Giulio Zeppieri,Learner Tien
2025-09-20T03:03:00Z,40.00,62.00
2025-09-20T03:08:00Z,40.00,62.00
2025-09-20T03:12:00Z,40.00,62.00
2025-09-20T03:14:00Z,40.00,62.00
2025-09-20T03:16:00Z,40.00,62.00
2025-09-20T03:20:00Z,40.00,62.00
2025-09-20T03:22:00Z,40.00,60.66
2025-09-20T03:23:00Z,40.00,62.00
2025-09-20T03:24:00Z,39.00,62.00
2025-09-20T03:26:00Z,39.00,62.00
2025-09-20T03:28:00Z,39.00,62.00
2025-09-20T03:29:00Z,39.00,62.00
2025-09-20T03:30:00Z,39.00,62.00
2025-09-20T03:32:00Z,40.00,62.00
2025-09-20T03:34:00Z,40.00,63.00
2025-09-20T03:35:00Z,40.00,63.09
2025-09-20T03:36:00Z,40.00,64.49
2025-09-20T03:37:00Z,41.00,64.00
2025-09-20T03:38:00Z,40.33,64.00
2025-09-20T03:39:00Z,40.33,64.81
2025-09-20T03:40:00Z,35.01,64.96
2025-09-20T03:41:00Z,35.01,68.16
2025-09-20T03:42:00Z,31.63,69.38
2025-09-20T03:43:00Z,32.80,67.16
2025-09-20T03:44:00Z,33.00,66.95
2025-09-20T03:45:00Z,33.00,65.99
2025-09-20T03:46:00Z,35.42,66.48
2025-09-20T03:47:00Z,33.00,68.16
2025-09-20T03:48:00Z,33.00,69.22
2025-09-20T03:49:00Z,31.86,69.00
2025-09-20T03:50:00Z,34.43,67.00
2025-09-20T03:51:00Z,33.00,67.00
2025-09-20T03:52:00Z,27.83,70.43
2025-09-20T03:53:00Z,33.75,66.67
2025-09-20T03:54:00Z,33.75,70.00
2025-09-20T03:55:00Z,33.75,63.19
2025-09-20T03:56:00Z,39.00,68.19
2025-09-20T03:57:00Z,39.00,68.96
2025-09-20T03:58:00Z,33.00,66.99
2025-09-20T03:59:00Z,33.20,72.86
2025-09-20T04:00:00Z,36.00,68.57
2025-09-20T04:01:00Z,38.00,70.60
2025-09-20T04:02:00Z,38.00,72.00
2025-09-20T04:03:00Z,31.00,69.26
2025-09-20T04:04:00Z,32.80,66.73
2025-09-20T04:05:00Z,36.00,64.26
2025-09-20T04:06:00Z,35.00,66.00
2025-09-20T04:07:00Z,34.68,66.00
2025-09-20T04:08:00Z,33.84,69.11
2025-09-20T04:09:00Z,40.40,61.66
2025-09-20T04:10:00Z,42.54,61.30
2025-09-20T04:11:00Z,32.99,61.30
2025-09-20T04:12:00Z,33.78,67.09
2025-09-20T04:13:00Z,30.85,70.46
2025-09-20T04:14:00Z,26.60,76.48
2025-09-20T04:15:00Z,27.79,71.83
2025-09-20T04:16:00Z,18.74,79.75
2025-09-20T04:17:00Z,15.19,83.38
2025-09-20T04:18:00Z,15.07,84.00
2025-09-20T04:19:00Z,16.00,83.49
2025-09-20T04:20:00Z,17.97,82.54
2025-09-20T04:21:00Z,20.98,78.66
2025-09-20T04:22:00Z,15.62,84.82
2025-09-20T04:23:00Z,13.87,87.95
2025-09-20T04:24:00Z,14.10,85.91
2025-09-20T04:25:00Z,15.67,87.69
2025-09-20T04:26:00Z,10.73,92.79
2025-09-20T04:27:00Z,13.11,87.32
2025-09-20T04:28:00Z,16.63,86.58
2025-09-20T04:29:00Z,16.49,86.02
2025-09-20T04:30:00Z,15.32,88.05
2025-09-20T04:31:00Z,14.00,87.36
2025-09-20T04:32:00Z,12.77,87.14
2025-09-20T04:33:00Z,11.47,89.04
2025-09-20T04:34:00Z,14.54,88.93
2025-09-20T04:35:00Z,16.14,85.29
2025-09-20T04:36:00Z,16.49,84.98
2025-09-20T04:37:00Z,16.63,86.78
2025-09-20T04:38:00Z,13.02,88.26
2025-09-20T04:39:00Z,13.29,87.30
2025-09-20T04:40:00Z,14.50,86.66
2025-09-20T04:41:00Z,11.36,89.05
2025-09-20T04:42:00Z,5.39,94.84
2025-09-20T04:43:00Z,3.00,96.51
2025-09-20T04:44:00Z,3.18,97.95
2025-09-20T04:45:00Z,2.29,98.95
2025-09-20T04:46:00Z,2.00,98.92
2025-09-20T04:47:00Z,1.96,98.52
2025-09-20T04:48:00Z,1.96,98.90
2025-09-20T04:49:00Z,1.00,97.90
2025-09-20T04:50:00Z,2.19,97.90
2025-09-20T04:51:00Z,2.84,98.85
2025-09-20T04:52:00Z,1.00,99.00
2025-09-20T04:53:00Z,1.00,99.00
2025-09-20T04:54:00Z,1.00,99.00
2025-09-20T04:55:00Z,1.00,99.00
2025-09-20T04:56:00Z,1.00,99.00
