# event_ticker=KXATPCHALLENGERMATCH-26APR30BERHER
# final_score=6-4 6-3
# match_winner=Zizou Bergs
# fav_player=Zizou Bergs
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-04-30
timestamp,Zizou Bergs,Pierre-Hugues Herbert
2026-04-30T09:30:00Z,54.36,44.57
2026-04-30T09:31:00Z,55.00,44.00
2026-04-30T09:32:00Z,54.00,44.00
2026-04-30T09:33:00Z,56.00,44.00
2026-04-30T09:34:00Z,56.89,44.00
2026-04-30T09:35:00Z,57.00,44.00
2026-04-30T09:36:00Z,57.96,44.00
2026-04-30T09:37:00Z,64.00,41.00
2026-04-30T09:38:00Z,70.17,27.69
2026-04-30T09:39:00Z,71.01,30.60
2026-04-30T09:40:00Z,74.00,25.00
2026-04-30T09:41:00Z,77.07,25.00
2026-04-30T09:42:00Z,77.07,21.05
2026-04-30T09:43:00Z,78.53,23.00
2026-04-30T09:44:00Z,80.06,23.00
2026-04-30T09:45:00Z,78.00,20.00
2026-04-30T09:46:00Z,80.36,18.85
2026-04-30T09:47:00Z,83.00,18.00
2026-04-30T09:48:00Z,87.97,17.09
2026-04-30T09:49:00Z,91.89,9.47
2026-04-30T09:50:00Z,91.60,9.47
2026-04-30T09:51:00Z,91.60,9.95
2026-04-30T09:52:00Z,90.80,10.25
2026-04-30T09:53:00Z,93.20,10.25
2026-04-30T09:54:00Z,92.10,8.61
2026-04-30T09:55:00Z,92.00,9.28
2026-04-30T09:56:00Z,88.38,11.13
2026-04-30T09:57:00Z,90.00,11.98
2026-04-30T09:58:00Z,92.04,9.00
2026-04-30T09:59:00Z,92.00,9.08
2026-04-30T10:00:00Z,89.00,11.00
2026-04-30T10:01:00Z,89.00,11.00
2026-04-30T10:02:00Z,88.93,12.77
2026-04-30T10:03:00Z,90.00,11.09
2026-04-30T10:04:00Z,91.00,10.00
2026-04-30T10:05:00Z,90.03,9.99
2026-04-30T10:06:00Z,93.64,6.43
2026-04-30T10:07:00Z,97.17,3.75
2026-04-30T10:08:00Z,98.00,2.99
2026-04-30T10:09:00Z,98.00,1.02
2026-04-30T10:10:00Z,98.58,2.00
2026-04-30T10:11:00Z,98.55,1.78
2026-04-30T10:12:00Z,99.00,1.00
2026-04-30T10:13:00Z,99.00,1.36
2026-04-30T10:14:00Z,99.00,1.86
2026-04-30T10:15:00Z,99.00,2.00
2026-04-30T10:16:00Z,98.00,1.49
2026-04-30T10:17:00Z,98.00,2.00
2026-04-30T10:18:00Z,96.86,2.84
2026-04-30T10:19:00Z,96.85,5.30
2026-04-30T10:20:00Z,96.85,1.74
2026-04-30T10:21:00Z,99.00,1.00
2026-04-30T10:22:00Z,99.00,1.00
2026-04-30T10:23:00Z,99.00,1.00
2026-04-30T10:24:00Z,99.00,1.00
2026-04-30T10:25:00Z,99.00,1.00
2026-04-30T10:26:00Z,99.00,1.00
2026-04-30T10:27:00Z,99.00,1.00
2026-04-30T10:28:00Z,99.00,1.00
2026-04-30T10:29:00Z,99.00,1.00
2026-04-30T10:30:00Z,99.00,1.00
2026-04-30T10:31:00Z,99.00,1.00
2026-04-30T10:32:00Z,98.00,1.52
2026-04-30T10:33:00Z,98.00,2.00
2026-04-30T10:34:00Z,98.00,1.00
2026-04-30T10:43:00Z,99.00,1.00
