# event_ticker=KXATPMATCH-25JUL28MCDGOF
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Mackenzie McDonald
# fav_player=David Goffin
# dog_player=Mackenzie McDonald
# kalshi_date=2025-07-28
timestamp,David Goffin,Mackenzie McDonald
2025-07-28T15:00:00Z,41.88,60.04
2025-07-28T15:05:00Z,42.00,60.04
2025-07-28T15:06:00Z,42.00,60.00
2025-07-28T15:08:00Z,42.00,60.00
2025-07-28T15:09:00Z,42.90,59.90
2025-07-28T15:11:00Z,42.90,59.73
2025-07-28T15:12:00Z,42.90,60.00
2025-07-28T15:13:00Z,40.07,61.00
2025-07-28T15:14:00Z,40.00,61.00
2025-07-28T15:15:00Z,40.08,63.00
2025-07-28T15:16:00Z,40.00,63.00
2025-07-28T15:17:00Z,40.00,61.95
2025-07-28T15:18:00Z,40.00,58.38
2025-07-28T15:19:00Z,42.90,58.12
2025-07-28T15:21:00Z,43.00,57.00
2025-07-28T15:22:00Z,49.00,53.19
2025-07-28T15:23:00Z,59.00,53.19
2025-07-28T15:24:00Z,55.91,42.00
2025-07-28T15:25:00Z,55.91,40.47
2025-07-28T15:26:00Z,64.00,36.05
2025-07-28T15:27:00Z,61.00,36.05
2025-07-28T15:28:00Z,54.00,45.97
2025-07-28T15:29:00Z,52.42,48.00
2025-07-28T15:30:00Z,52.42,44.00
2025-07-28T15:31:00Z,63.00,39.19
2025-07-28T15:32:00Z,56.86,43.48
2025-07-28T15:33:00Z,53.00,45.36
2025-07-28T15:34:00Z,54.45,45.00
2025-07-28T15:35:00Z,57.00,42.00
2025-07-28T15:36:00Z,57.83,42.00
2025-07-28T15:38:00Z,60.87,42.00
2025-07-28T15:39:00Z,62.84,38.07
2025-07-28T15:40:00Z,61.08,38.07
2025-07-28T15:41:00Z,59.84,40.00
2025-07-28T15:42:00Z,59.00,41.00
2025-07-28T15:43:00Z,61.96,40.80
2025-07-28T15:44:00Z,63.28,42.77
2025-07-28T15:45:00Z,55.00,44.58
2025-07-28T15:47:00Z,53.74,44.58
2025-07-28T15:48:00Z,53.00,40.84
2025-07-28T15:49:00Z,53.00,47.46
2025-07-28T15:50:00Z,58.27,48.00
2025-07-28T15:52:00Z,55.00,48.00
2025-07-28T15:53:00Z,47.88,56.94
2025-07-28T15:54:00Z,47.88,58.00
2025-07-28T15:55:00Z,45.98,58.00
2025-07-28T15:56:00Z,25.35,65.00
2025-07-28T15:57:00Z,36.96,61.14
2025-07-28T15:58:00Z,37.82,66.00
2025-07-28T15:59:00Z,37.09,64.00
2025-07-28T16:00:00Z,37.96,70.00
2025-07-28T16:01:00Z,16.32,78.32
2025-07-28T16:02:00Z,14.39,82.21
2025-07-28T16:03:00Z,14.39,84.91
2025-07-28T16:04:00Z,18.00,84.00
2025-07-28T16:05:00Z,16.96,84.92
2025-07-28T16:06:00Z,16.27,83.82
2025-07-28T16:07:00Z,14.75,86.87
2025-07-28T16:08:00Z,14.75,84.48
2025-07-28T16:09:00Z,18.24,83.53
2025-07-28T16:10:00Z,19.80,83.53
2025-07-28T16:11:00Z,15.00,84.00
2025-07-28T16:12:00Z,15.00,91.07
2025-07-28T16:13:00Z,9.67,91.07
2025-07-28T16:14:00Z,11.00,89.00
2025-07-28T16:15:00Z,5.93,89.00
2025-07-28T16:16:00Z,8.60,90.85
2025-07-28T16:17:00Z,12.00,86.05
2025-07-28T16:18:00Z,15.00,86.00
2025-07-28T16:19:00Z,15.00,87.00
2025-07-28T16:20:00Z,12.53,87.00
2025-07-28T16:21:00Z,13.00,87.89
2025-07-28T16:23:00Z,13.00,87.89
2025-07-28T16:24:00Z,15.01,87.89
2025-07-28T16:25:00Z,17.00,83.05
2025-07-28T16:26:00Z,16.00,84.00
2025-07-28T16:27:00Z,14.00,88.50
2025-07-28T16:28:00Z,14.48,88.00
2025-07-28T16:30:00Z,13.47,85.97
2025-07-28T16:31:00Z,16.00,84.00
2025-07-28T16:32:00Z,18.93,83.00
2025-07-28T16:34:00Z,18.93,88.00
2025-07-28T16:35:00Z,12.00,88.00
2025-07-28T16:36:00Z,8.35,94.90
2025-07-28T16:37:00Z,5.00,95.17
2025-07-28T16:38:00Z,1.00,99.00
2025-07-28T16:40:00Z,1.00,99.00
