# event_ticker=KXATPCHALLENGERMATCH-26JUN02BERRAT
# final_score=6-4 4-6 6-2
# score_resolution=4-6 6-4 2-6
# match_winner=Remy Bertola
# fav_player=Lucio Ratti
# dog_player=Remy Bertola
# kalshi_date=2026-06-02
timestamp,Remy Bertola,Lucio Ratti
2026-06-02T08:11:00Z,67.02,30.00
2026-06-02T08:12:00Z,75.73,24.81
2026-06-02T08:13:00Z,77.00,23.81
2026-06-02T08:14:00Z,78.34,23.88
2026-06-02T08:15:00Z,79.00,20.00
2026-06-02T08:16:00Z,82.12,17.60
2026-06-02T08:17:00Z,84.33,17.06
2026-06-02T08:18:00Z,81.00,19.89
2026-06-02T08:19:00Z,79.00,21.00
2026-06-02T08:20:00Z,78.01,21.44
2026-06-02T08:21:00Z,80.00,21.44
2026-06-02T08:22:00Z,82.44,19.00
2026-06-02T08:23:00Z,80.31,19.24
2026-06-02T08:24:00Z,80.00,21.00
2026-06-02T08:25:00Z,79.33,21.00
2026-06-02T08:26:00Z,84.00,18.00
2026-06-02T08:27:00Z,83.00,18.00
2026-06-02T08:28:00Z,84.00,17.50
2026-06-02T08:29:00Z,81.39,19.33
2026-06-02T08:30:00Z,81.00,19.33
2026-06-02T08:31:00Z,78.23,22.00
2026-06-02T08:32:00Z,80.00,22.00
2026-06-02T08:33:00Z,80.00,17.03
2026-06-02T08:34:00Z,80.00,17.03
2026-06-02T08:35:00Z,75.61,24.22
2026-06-02T08:36:00Z,78.00,25.87
2026-06-02T08:37:00Z,77.81,23.57
2026-06-02T08:38:00Z,82.00,18.00
2026-06-02T08:39:00Z,81.01,19.00
2026-06-02T08:40:00Z,82.00,18.00
2026-06-02T08:41:00Z,82.00,20.00
2026-06-02T08:42:00Z,82.00,20.00
2026-06-02T08:43:00Z,75.46,22.36
2026-06-02T08:44:00Z,79.90,20.47
2026-06-02T08:45:00Z,83.01,16.88
2026-06-02T08:46:00Z,85.00,16.00
2026-06-02T08:47:00Z,85.00,16.00
2026-06-02T08:48:00Z,85.00,16.00
2026-06-02T08:49:00Z,84.61,16.16
2026-06-02T08:50:00Z,80.97,21.00
2026-06-02T08:51:00Z,81.71,19.66
2026-06-02T08:52:00Z,82.04,18.69
2026-06-02T08:53:00Z,83.00,17.01
2026-06-02T08:54:00Z,83.00,19.96
2026-06-02T08:55:00Z,78.03,21.00
2026-06-02T08:56:00Z,79.00,21.00
2026-06-02T08:57:00Z,79.99,20.32
2026-06-02T08:58:00Z,81.10,18.09
2026-06-02T08:59:00Z,83.93,18.00
2026-06-02T09:00:00Z,84.44,18.00
2026-06-02T09:01:00Z,84.00,16.17
2026-06-02T09:02:00Z,80.36,19.00
2026-06-02T09:03:00Z,82.00,18.60
2026-06-02T09:04:00Z,82.13,17.78
2026-06-02T09:05:00Z,82.13,21.00
2026-06-02T09:06:00Z,81.00,20.17
2026-06-02T09:07:00Z,80.01,20.50
2026-06-02T09:08:00Z,79.15,19.50
2026-06-02T09:09:00Z,78.59,21.67
2026-06-02T09:10:00Z,80.95,19.01
2026-06-02T09:11:00Z,82.00,19.96
2026-06-02T09:12:00Z,82.00,18.01
2026-06-02T09:13:00Z,81.93,17.71
2026-06-02T09:14:00Z,78.04,22.00
2026-06-02T09:15:00Z,78.00,21.74
2026-06-02T09:16:00Z,81.43,20.57
2026-06-02T09:17:00Z,81.55,19.58
2026-06-02T09:18:00Z,83.88,16.00
2026-06-02T09:19:00Z,82.63,16.83
2026-06-02T09:20:00Z,79.57,20.55
2026-06-02T09:21:00Z,76.53,22.99
2026-06-02T09:22:00Z,74.52,25.34
2026-06-02T09:23:00Z,74.52,31.65
2026-06-02T09:24:00Z,59.62,39.40
2026-06-02T09:25:00Z,69.00,31.88
2026-06-02T09:26:00Z,60.58,41.19
2026-06-02T09:27:00Z,55.89,43.41
2026-06-02T09:28:00Z,56.00,44.96
2026-06-02T09:29:00Z,56.00,44.96
2026-06-02T09:30:00Z,54.31,45.24
2026-06-02T09:31:00Z,59.47,39.93
2026-06-02T09:32:00Z,62.37,38.63
2026-06-02T09:33:00Z,76.32,28.30
2026-06-02T09:34:00Z,79.03,20.29
2026-06-02T09:35:00Z,84.18,16.05
2026-06-02T09:36:00Z,84.95,14.82
2026-06-02T09:37:00Z,85.33,14.53
2026-06-02T09:38:00Z,86.67,14.61
2026-06-02T09:39:00Z,95.02,5.11
2026-06-02T09:40:00Z,95.92,4.87
2026-06-02T09:41:00Z,94.39,5.89
2026-06-02T09:42:00Z,95.80,5.54
2026-06-02T09:43:00Z,94.58,4.00
2026-06-02T09:44:00Z,91.87,7.02
2026-06-02T09:45:00Z,93.46,7.26
2026-06-02T09:46:00Z,97.12,2.88
2026-06-02T09:47:00Z,96.93,2.00
2026-06-02T09:48:00Z,97.00,3.00
2026-06-02T09:49:00Z,97.00,3.76
2026-06-02T09:50:00Z,97.06,3.00
2026-06-02T09:51:00Z,98.00,1.97
2026-06-02T09:52:00Z,98.00,4.67
2026-06-02T09:53:00Z,98.25,2.00
2026-06-02T09:54:00Z,98.25,4.00
2026-06-02T09:55:00Z,97.09,2.67
2026-06-02T09:56:00Z,99.00,2.00
2026-06-02T09:57:00Z,99.00,1.00
2026-06-02T09:58:00Z,99.00,2.17
2026-06-02T09:59:00Z,99.00,2.77
2026-06-02T10:00:00Z,98.00,2.00
2026-06-02T10:01:00Z,97.01,3.00
2026-06-02T10:02:00Z,98.00,3.00
2026-06-02T10:03:00Z,99.00,1.01
