# event_ticker=KXATPCHALLENGERMATCH-26MAR31DALCHA
# final_score=4-6 6-3 7-6(4)
# score_resolution=4-6 6-3 7-6
# match_winner=Enrico Dalla Valle
# fav_player=Enrico Dalla Valle
# dog_player=Maxime Chazal
# kalshi_date=2026-03-31
timestamp,Enrico Dalla Valle,Maxime Chazal
2026-04-02T11:03:00Z,56.34,46.57
2026-04-02T11:04:00Z,51.84,49.82
2026-04-02T11:05:00Z,50.56,50.85
2026-04-02T11:06:00Z,56.42,45.03
2026-04-02T11:07:00Z,64.00,36.18
2026-04-02T11:08:00Z,60.29,39.50
2026-04-02T11:09:00Z,64.42,38.45
2026-04-02T11:10:00Z,69.56,33.07
2026-04-02T11:11:00Z,70.12,33.66
2026-04-02T11:12:00Z,68.87,31.75
2026-04-02T11:13:00Z,70.17,32.81
2026-04-02T11:14:00Z,68.61,33.74
2026-04-02T11:15:00Z,67.61,34.00
2026-04-02T11:16:00Z,69.34,33.73
2026-04-02T11:17:00Z,70.08,32.09
2026-04-02T11:18:00Z,72.68,27.51
2026-04-02T11:19:00Z,73.00,27.62
2026-04-02T11:20:00Z,72.99,24.39
2026-04-02T11:21:00Z,74.11,31.55
2026-04-02T11:22:00Z,71.56,29.43
2026-04-02T11:23:00Z,69.15,31.10
2026-04-02T11:24:00Z,66.00,32.68
2026-04-02T11:25:00Z,69.81,28.85
2026-04-02T11:26:00Z,73.39,25.67
2026-04-02T11:27:00Z,72.05,27.88
2026-04-02T11:28:00Z,71.11,28.00
2026-04-02T11:29:00Z,71.53,28.00
2026-04-02T11:30:00Z,71.48,27.75
2026-04-02T11:31:00Z,74.46,25.29
2026-04-02T11:32:00Z,72.42,26.84
2026-04-02T11:33:00Z,75.06,25.53
2026-04-02T11:34:00Z,78.72,22.04
2026-04-02T11:35:00Z,76.91,22.65
2026-04-02T11:36:00Z,71.71,29.14
2026-04-02T11:37:00Z,66.99,34.98
2026-04-02T11:38:00Z,69.53,32.13
2026-04-02T11:39:00Z,69.79,35.00
2026-04-02T11:40:00Z,61.61,36.93
2026-04-02T11:41:00Z,54.07,44.15
2026-04-02T11:42:00Z,62.31,40.69
2026-04-02T11:43:00Z,68.02,35.31
2026-04-02T11:44:00Z,64.34,35.86
2026-04-02T11:45:00Z,59.36,38.00
2026-04-02T11:46:00Z,55.17,49.53
2026-04-02T11:47:00Z,38.47,60.50
2026-04-02T11:48:00Z,42.05,59.11
2026-04-02T11:49:00Z,39.42,57.15
2026-04-02T11:50:00Z,46.90,58.92
2026-04-02T11:51:00Z,45.55,47.85
2026-04-02T11:52:00Z,50.01,52.08
2026-04-02T11:53:00Z,48.87,59.59
2026-04-02T11:54:00Z,29.98,69.51
2026-04-02T11:55:00Z,29.42,72.00
2026-04-02T11:56:00Z,32.96,68.12
2026-04-02T11:57:00Z,31.06,68.74
2026-04-02T11:58:00Z,34.86,66.96
2026-04-02T11:59:00Z,28.53,71.43
2026-04-02T12:00:00Z,38.38,59.30
2026-04-02T12:01:00Z,49.65,44.28
2026-04-02T12:02:00Z,49.41,60.92
2026-04-02T12:03:00Z,31.38,64.43
2026-04-02T12:04:00Z,28.90,74.53
2026-04-02T12:05:00Z,22.16,77.99
2026-04-02T12:06:00Z,22.49,80.33
2026-04-02T12:07:00Z,25.89,77.14
2026-04-02T12:08:00Z,25.15,75.27
2026-04-02T12:09:00Z,24.82,74.82
2026-04-02T12:10:00Z,26.65,74.04
2026-04-02T12:11:00Z,23.36,80.04
2026-04-02T12:12:00Z,15.32,84.35
2026-04-02T12:13:00Z,20.81,81.26
2026-04-02T12:14:00Z,11.93,87.37
2026-04-02T12:15:00Z,10.45,90.12
2026-04-02T12:16:00Z,11.88,87.46
2026-04-02T12:17:00Z,15.75,86.01
2026-04-02T12:18:00Z,13.68,90.07
2026-04-02T12:19:00Z,11.92,87.25
2026-04-02T12:20:00Z,3.99,97.04
2026-04-02T12:21:00Z,6.53,94.59
2026-04-02T12:22:00Z,16.20,83.98
2026-04-02T12:23:00Z,15.76,89.97
2026-04-02T12:24:00Z,35.00,69.93
2026-04-02T12:25:00Z,28.09,81.58
2026-04-02T12:26:00Z,12.59,89.11
2026-04-02T12:27:00Z,33.33,68.85
2026-04-02T12:28:00Z,31.82,66.75
2026-04-02T12:29:00Z,12.56,87.27
2026-04-02T12:30:00Z,17.88,89.52
2026-04-02T12:31:00Z,14.78,88.90
2026-04-02T12:32:00Z,31.95,69.86
2026-04-02T12:33:00Z,50.30,48.31
2026-04-02T12:34:00Z,55.92,46.74
2026-04-02T12:35:00Z,61.13,38.98
2026-04-02T12:36:00Z,55.10,47.00
2026-04-02T12:37:00Z,64.85,37.22
2026-04-02T12:38:00Z,69.39,30.18
2026-04-02T12:39:00Z,79.83,17.55
2026-04-02T12:40:00Z,84.07,11.85
2026-04-02T12:41:00Z,84.29,16.86
2026-04-02T12:42:00Z,78.38,18.76
2026-04-02T12:43:00Z,93.14,6.62
2026-04-02T12:44:00Z,90.77,8.82
2026-04-02T12:45:00Z,84.62,18.30
2026-04-02T12:46:00Z,79.87,24.02
2026-04-02T12:47:00Z,69.11,35.56
2026-04-02T12:48:00Z,55.15,44.38
2026-04-02T12:49:00Z,36.32,58.16
2026-04-02T12:50:00Z,50.43,51.29
2026-04-02T12:51:00Z,61.62,38.43
2026-04-02T12:52:00Z,79.56,25.57
2026-04-02T12:53:00Z,82.11,16.07
2026-04-02T12:54:00Z,85.50,15.05
2026-04-02T12:55:00Z,89.52,10.10
2026-04-02T12:56:00Z,90.21,10.37
2026-04-02T12:57:00Z,98.37,4.58
2026-04-02T12:58:00Z,99.00,4.58
2026-04-02T12:59:00Z,99.00,1.00
2026-04-02T13:00:00Z,99.00,1.00
2026-04-02T13:01:00Z,99.00,1.00
2026-04-02T13:02:00Z,99.00,1.00
