# event_ticker=KXATPCHALLENGERMATCH-26MAR30BARDEV
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Murkel Dellien
# fav_player=Marcelo Tomas Barrios Vera
# dog_player=Murkel Dellien
# kalshi_date=2026-03-30
timestamp,Marcelo Tomas Barrios Vera,Murkel Dellien
2026-03-31T16:45:00Z,81.91,17.77
2026-03-31T16:46:00Z,82.99,18.38
2026-03-31T16:47:00Z,83.34,16.18
2026-03-31T16:48:00Z,89.01,8.51
2026-03-31T16:49:00Z,85.89,15.04
2026-03-31T16:50:00Z,80.00,21.66
2026-03-31T16:51:00Z,80.00,23.69
2026-03-31T16:52:00Z,76.04,22.76
2026-03-31T16:53:00Z,74.66,29.68
2026-03-31T16:54:00Z,71.05,31.54
2026-03-31T16:55:00Z,64.33,36.46
2026-03-31T16:56:00Z,61.00,39.01
2026-03-31T16:57:00Z,57.09,39.96
2026-03-31T16:58:00Z,55.83,44.00
2026-03-31T16:59:00Z,55.84,45.45
2026-03-31T17:00:00Z,51.40,48.08
2026-03-31T17:01:00Z,52.00,48.00
2026-03-31T17:02:00Z,52.94,47.50
2026-03-31T17:03:00Z,53.00,49.00
2026-03-31T17:04:00Z,53.34,46.00
2026-03-31T17:05:00Z,50.16,52.98
2026-03-31T17:06:00Z,52.67,55.80
2026-03-31T17:07:00Z,43.62,56.75
2026-03-31T17:08:00Z,53.32,51.58
2026-03-31T17:09:00Z,49.93,50.10
2026-03-31T17:10:00Z,51.43,49.18
2026-03-31T17:11:00Z,55.18,45.98
2026-03-31T17:12:00Z,55.85,46.35
2026-03-31T17:13:00Z,53.41,45.91
2026-03-31T17:14:00Z,49.00,52.00
2026-03-31T17:15:00Z,45.49,53.62
2026-03-31T17:16:00Z,49.20,51.41
2026-03-31T17:17:00Z,48.00,53.00
2026-03-31T17:18:00Z,43.99,55.25
2026-03-31T17:19:00Z,52.07,51.91
2026-03-31T17:20:00Z,51.03,52.00
2026-03-31T17:21:00Z,34.84,58.43
2026-03-31T17:22:00Z,30.68,69.51
2026-03-31T17:23:00Z,31.48,70.28
2026-03-31T17:24:00Z,33.50,67.93
2026-03-31T17:25:00Z,34.86,65.84
2026-03-31T17:26:00Z,36.66,70.03
2026-03-31T17:27:00Z,23.61,72.54
2026-03-31T17:28:00Z,20.71,78.67
2026-03-31T17:29:00Z,23.06,73.59
2026-03-31T17:30:00Z,27.00,73.02
2026-03-31T17:31:00Z,27.77,73.50
2026-03-31T17:32:00Z,26.60,73.97
2026-03-31T17:33:00Z,33.00,70.67
2026-03-31T17:34:00Z,34.53,65.46
2026-03-31T17:35:00Z,24.02,75.53
2026-03-31T17:36:00Z,29.98,75.82
2026-03-31T17:37:00Z,17.68,82.59
2026-03-31T17:38:00Z,17.91,82.39
2026-03-31T17:39:00Z,21.96,79.93
2026-03-31T17:40:00Z,23.40,78.00
2026-03-31T17:41:00Z,24.80,76.73
2026-03-31T17:42:00Z,23.97,77.00
2026-03-31T17:43:00Z,22.49,79.19
2026-03-31T17:44:00Z,24.16,77.34
2026-03-31T17:45:00Z,31.59,71.09
2026-03-31T17:46:00Z,21.94,79.19
2026-03-31T17:47:00Z,16.58,84.31
2026-03-31T17:48:00Z,10.92,88.53
2026-03-31T17:49:00Z,13.01,88.55
2026-03-31T17:50:00Z,8.02,90.64
2026-03-31T17:51:00Z,3.36,96.87
2026-03-31T17:52:00Z,2.27,98.63
2026-03-31T17:53:00Z,1.00,99.00
2026-03-31T17:54:00Z,1.00,99.00
2026-03-31T17:55:00Z,1.00,99.00
2026-03-31T17:56:00Z,1.00,99.00
2026-03-31T17:57:00Z,1.00,99.00
