# event_ticker=KXATPCHALLENGERMATCH-26MAY20POLMRV
# final_score=6-3 2-6 6-3
# score_resolution=3-6 6-2 3-6
# match_winner=Mili Poljicak
# fav_player=Maxim Mrva
# dog_player=Mili Poljicak
# kalshi_date=2026-05-20
timestamp,Mili Poljicak,Maxim Mrva
2026-05-21T09:47:00Z,88.00,13.98
2026-05-21T09:48:00Z,85.00,14.50
2026-05-21T09:49:00Z,85.00,20.55
2026-05-21T09:50:00Z,85.00,22.25
2026-05-21T09:51:00Z,73.00,28.33
2026-05-21T09:52:00Z,73.00,27.03
2026-05-21T09:53:00Z,72.00,27.03
2026-05-21T09:54:00Z,73.00,27.03
2026-05-21T09:55:00Z,72.00,27.03
2026-05-21T09:56:00Z,77.00,27.03
2026-05-21T09:57:00Z,71.00,28.97
2026-05-21T09:58:00Z,71.00,31.00
2026-05-21T09:59:00Z,67.00,31.00
2026-05-21T10:00:00Z,67.00,29.00
2026-05-21T10:01:00Z,73.95,29.00
2026-05-21T10:02:00Z,73.95,30.01
2026-05-21T10:03:00Z,64.90,34.12
2026-05-21T10:04:00Z,58.91,43.02
2026-05-21T10:05:00Z,54.10,44.08
2026-05-21T10:06:00Z,54.10,47.93
2026-05-21T10:07:00Z,54.10,49.00
2026-05-21T10:09:00Z,51.00,49.00
2026-05-21T10:10:00Z,51.23,49.00
2026-05-21T10:11:00Z,51.23,51.44
2026-05-21T10:12:00Z,51.23,51.82
2026-05-21T10:13:00Z,48.43,51.82
2026-05-21T10:14:00Z,41.00,56.76
2026-05-21T10:15:00Z,41.00,56.36
2026-05-21T10:16:00Z,44.00,61.09
2026-05-21T10:17:00Z,44.00,58.00
2026-05-21T10:18:00Z,42.02,57.98
2026-05-21T10:19:00Z,41.75,58.00
2026-05-21T10:20:00Z,58.38,41.53
2026-05-21T10:21:00Z,62.38,37.01
2026-05-21T10:22:00Z,65.43,39.15
2026-05-21T10:23:00Z,69.52,32.00
2026-05-21T10:24:00Z,65.91,35.43
2026-05-21T10:25:00Z,68.99,37.14
2026-05-21T10:26:00Z,66.52,33.00
2026-05-21T10:27:00Z,55.63,43.75
2026-05-21T10:28:00Z,54.00,58.07
2026-05-21T10:29:00Z,56.18,51.91
2026-05-21T10:30:00Z,45.98,56.57
2026-05-21T10:31:00Z,48.14,47.75
2026-05-21T10:32:00Z,51.04,55.88
2026-05-21T10:33:00Z,45.96,47.08
2026-05-21T10:34:00Z,63.81,38.92
2026-05-21T10:35:00Z,66.40,35.01
2026-05-21T10:36:00Z,61.83,36.01
2026-05-21T10:37:00Z,74.04,30.59
2026-05-21T10:38:00Z,74.77,28.00
2026-05-21T10:39:00Z,74.91,26.66
2026-05-21T10:40:00Z,70.00,30.00
2026-05-21T10:41:00Z,70.83,32.00
2026-05-21T10:42:00Z,78.33,24.92
2026-05-21T10:43:00Z,80.42,21.26
2026-05-21T10:44:00Z,77.48,21.26
2026-05-21T10:45:00Z,78.28,20.00
2026-05-21T10:46:00Z,79.29,22.52
2026-05-21T10:47:00Z,74.07,22.52
2026-05-21T10:48:00Z,75.02,23.00
2026-05-21T10:49:00Z,86.32,13.73
2026-05-21T10:50:00Z,90.00,9.02
2026-05-21T10:51:00Z,90.90,5.26
2026-05-21T10:52:00Z,95.72,4.78
2026-05-21T10:53:00Z,98.85,1.14
2026-05-21T10:54:00Z,99.00,1.14
2026-05-21T10:55:00Z,99.00,1.14
2026-05-21T10:56:00Z,99.00,1.14
2026-05-21T10:57:00Z,99.00,1.14
2026-05-21T10:58:00Z,99.00,1.14
2026-05-21T10:59:00Z,99.00,1.14
2026-05-21T11:00:00Z,99.00,1.14
2026-05-21T11:02:00Z,99.00,1.14
