# event_ticker=KXATPMATCH-25AUG19FUCGRI
# final_score=6-3 4-6 6-3
# match_winner=Marton Fucsovics
# fav_player=Marton Fucsovics
# dog_player=Tallon Griekspoor
# kalshi_date=2025-08-19
timestamp,Marton Fucsovics,Tallon Griekspoor
2025-08-19T18:58:00Z,72.00,28.00
2025-08-19T18:59:00Z,76.00,27.00
2025-08-19T19:00:00Z,77.30,28.09
2025-08-19T19:01:00Z,77.00,23.00
2025-08-19T19:02:00Z,77.00,25.00
2025-08-19T19:03:00Z,77.96,23.02
2025-08-19T19:04:00Z,77.11,25.00
2025-08-19T19:05:00Z,72.33,26.44
2025-08-19T19:06:00Z,69.00,34.37
2025-08-19T19:07:00Z,71.00,27.58
2025-08-19T19:08:00Z,70.44,28.86
2025-08-19T19:09:00Z,62.00,41.26
2025-08-19T19:10:00Z,61.22,37.96
2025-08-19T19:11:00Z,61.22,40.00
2025-08-19T19:12:00Z,62.15,39.00
2025-08-19T19:13:00Z,68.92,37.00
2025-08-19T19:14:00Z,76.71,25.89
2025-08-19T19:15:00Z,75.00,28.91
2025-08-19T19:17:00Z,82.37,21.55
2025-08-19T19:18:00Z,76.27,24.87
2025-08-19T19:19:00Z,85.77,24.87
2025-08-19T19:20:00Z,94.03,8.41
2025-08-19T19:21:00Z,96.70,2.82
2025-08-19T19:22:00Z,93.08,7.53
2025-08-19T19:23:00Z,89.78,11.10
2025-08-19T19:24:00Z,87.32,11.31
2025-08-19T19:25:00Z,84.31,17.87
2025-08-19T19:26:00Z,83.00,19.35
2025-08-19T19:27:00Z,82.37,21.88
2025-08-19T19:28:00Z,82.37,21.53
2025-08-19T19:29:00Z,79.02,22.86
2025-08-19T19:30:00Z,83.03,16.10
2025-08-19T19:31:00Z,83.03,23.00
2025-08-19T19:32:00Z,77.65,23.26
2025-08-19T19:33:00Z,74.66,26.20
2025-08-19T19:34:00Z,71.34,31.77
2025-08-19T19:35:00Z,62.25,38.54
2025-08-19T19:36:00Z,57.10,41.92
2025-08-19T19:37:00Z,58.02,39.55
2025-08-19T19:38:00Z,63.10,36.62
2025-08-19T19:39:00Z,55.00,45.49
2025-08-19T19:40:00Z,50.84,46.00
2025-08-19T19:41:00Z,50.84,47.80
2025-08-19T19:42:00Z,54.00,46.45
2025-08-19T19:43:00Z,57.00,46.76
2025-08-19T19:44:00Z,57.00,44.90
2025-08-19T19:45:00Z,57.00,43.07
2025-08-19T19:46:00Z,57.00,41.00
2025-08-19T19:47:00Z,53.67,49.00
2025-08-19T19:48:00Z,50.25,51.95
2025-08-19T19:49:00Z,49.00,51.95
2025-08-19T19:50:00Z,49.11,51.04
2025-08-19T19:51:00Z,48.67,50.84
2025-08-19T19:52:00Z,48.67,52.00
2025-08-19T19:53:00Z,48.07,48.00
2025-08-19T19:54:00Z,48.00,55.00
2025-08-19T19:55:00Z,45.18,55.00
2025-08-19T19:56:00Z,45.18,55.08
2025-08-19T19:57:00Z,37.98,57.76
2025-08-19T19:58:00Z,48.00,58.00
2025-08-19T19:59:00Z,48.00,50.49
2025-08-19T20:00:00Z,54.00,51.04
2025-08-19T20:01:00Z,54.00,51.03
2025-08-19T20:02:00Z,51.51,48.63
2025-08-19T20:03:00Z,49.03,53.66
2025-08-19T20:04:00Z,49.03,61.49
2025-08-19T20:05:00Z,51.00,61.49
2025-08-19T20:06:00Z,53.56,44.76
2025-08-19T20:07:00Z,54.00,45.41
2025-08-19T20:08:00Z,53.45,49.00
2025-08-19T20:09:00Z,58.01,43.79
2025-08-19T20:10:00Z,62.26,38.58
2025-08-19T20:11:00Z,65.28,30.08
2025-08-19T20:12:00Z,52.94,44.80
2025-08-19T20:13:00Z,52.11,44.80
2025-08-19T20:14:00Z,52.11,53.00
2025-08-19T20:15:00Z,45.79,57.16
2025-08-19T20:16:00Z,43.01,57.10
2025-08-19T20:17:00Z,48.37,53.62
2025-08-19T20:18:00Z,59.03,60.06
2025-08-19T20:19:00Z,57.00,49.33
2025-08-19T20:20:00Z,51.00,44.74
2025-08-19T20:21:00Z,61.24,38.74
2025-08-19T20:22:00Z,76.62,25.28
2025-08-19T20:23:00Z,88.12,11.37
2025-08-19T20:24:00Z,93.47,10.21
2025-08-19T20:25:00Z,95.70,4.00
2025-08-19T20:26:00Z,95.25,5.15
2025-08-19T20:27:00Z,98.26,3.52
2025-08-19T20:28:00Z,98.33,3.52
2025-08-19T20:29:00Z,97.06,4.70
2025-08-19T20:30:00Z,94.25,8.29
2025-08-19T20:31:00Z,88.52,21.72
2025-08-19T20:32:00Z,83.41,11.01
2025-08-19T20:33:00Z,95.19,7.05
2025-08-19T20:34:00Z,99.00,1.00
2025-08-19T20:35:00Z,99.00,1.00
2025-08-19T20:36:00Z,99.00,1.00
