# event_ticker=KXATPCHALLENGERMATCH-26MAR24GIUJAC
# final_score=2-6 6-4 6-0
# score_resolution=6-2 4-6 0-6
# match_winner=Lorenzo Giustino
# fav_player=Kyrian Jacquet
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-24
timestamp,Kyrian Jacquet,Lorenzo Giustino
2026-03-24T09:07:00Z,81.45,21.45
2026-03-24T09:08:00Z,75.00,24.00
2026-03-24T09:09:00Z,75.50,24.00
2026-03-24T09:10:00Z,75.50,24.00
2026-03-24T09:11:00Z,75.50,26.00
2026-03-24T09:12:00Z,73.48,29.56
2026-03-24T09:13:00Z,71.00,28.99
2026-03-24T09:14:00Z,74.87,28.99
2026-03-24T09:15:00Z,72.09,28.99
2026-03-24T09:16:00Z,74.00,27.71
2026-03-24T09:17:00Z,74.00,27.21
2026-03-24T09:18:00Z,77.00,28.00
2026-03-24T09:19:00Z,75.00,25.99
2026-03-24T09:20:00Z,75.00,31.23
2026-03-24T09:21:00Z,76.00,28.27
2026-03-24T09:22:00Z,72.00,28.27
2026-03-24T09:23:00Z,75.96,25.45
2026-03-24T09:24:00Z,75.96,28.00
2026-03-24T09:25:00Z,72.96,28.99
2026-03-24T09:26:00Z,77.85,29.41
2026-03-24T09:27:00Z,71.04,29.67
2026-03-24T09:28:00Z,73.58,29.67
2026-03-24T09:29:00Z,72.00,29.94
2026-03-24T09:30:00Z,71.85,29.99
2026-03-24T09:31:00Z,71.85,28.00
2026-03-24T09:32:00Z,74.00,28.00
2026-03-24T09:33:00Z,70.42,27.00
2026-03-24T09:34:00Z,70.00,28.05
2026-03-24T09:35:00Z,75.00,23.12
2026-03-24T09:36:00Z,79.00,23.00
2026-03-24T09:37:00Z,79.00,20.04
2026-03-24T09:38:00Z,79.00,16.91
2026-03-24T09:40:00Z,85.19,14.13
2026-03-24T09:41:00Z,87.00,14.13
2026-03-24T09:42:00Z,88.54,14.13
2026-03-24T09:44:00Z,90.14,9.86
2026-03-24T09:45:00Z,91.85,10.00
2026-03-24T09:46:00Z,91.85,10.00
2026-03-24T09:47:00Z,92.00,10.00
2026-03-24T09:48:00Z,90.00,10.00
2026-03-24T09:49:00Z,92.00,10.00
2026-03-24T09:50:00Z,92.00,10.00
2026-03-24T09:51:00Z,89.00,10.00
2026-03-24T09:52:00Z,91.00,8.97
2026-03-24T09:53:00Z,91.00,7.64
2026-03-24T09:54:00Z,91.00,7.17
2026-03-24T09:55:00Z,96.36,5.00
2026-03-24T09:56:00Z,94.00,9.21
2026-03-24T09:57:00Z,91.25,9.00
2026-03-24T09:58:00Z,88.00,9.00
2026-03-24T09:59:00Z,88.50,12.37
2026-03-24T10:00:00Z,86.73,15.41
2026-03-24T10:01:00Z,86.73,20.00
2026-03-24T10:02:00Z,86.73,20.00
2026-03-24T10:03:00Z,78.00,21.00
2026-03-24T10:04:00Z,76.53,24.59
2026-03-24T10:05:00Z,75.01,26.00
2026-03-24T10:06:00Z,78.60,22.69
2026-03-24T10:07:00Z,76.00,23.00
2026-03-24T10:08:00Z,75.00,24.00
2026-03-24T10:10:00Z,75.00,24.00
2026-03-24T10:11:00Z,78.87,23.00
2026-03-24T10:12:00Z,74.43,26.00
2026-03-24T10:13:00Z,75.00,26.85
2026-03-24T10:14:00Z,71.33,29.00
2026-03-24T10:15:00Z,68.30,29.00
2026-03-24T10:16:00Z,73.00,28.67
2026-03-24T10:17:00Z,74.95,26.00
2026-03-24T10:18:00Z,74.95,28.90
2026-03-24T10:19:00Z,70.00,29.00
2026-03-24T10:20:00Z,70.00,32.34
2026-03-24T10:21:00Z,69.24,32.00
2026-03-24T10:22:00Z,76.00,31.00
2026-03-24T10:23:00Z,72.01,29.55
2026-03-24T10:24:00Z,69.00,29.55
2026-03-24T10:25:00Z,71.00,31.00
2026-03-24T10:26:00Z,71.95,29.00
2026-03-24T10:27:00Z,72.00,29.00
2026-03-24T10:28:00Z,68.68,33.92
2026-03-24T10:29:00Z,62.42,37.48
2026-03-24T10:30:00Z,62.17,38.23
2026-03-24T10:31:00Z,62.93,37.33
2026-03-24T10:32:00Z,63.00,37.48
2026-03-24T10:33:00Z,63.00,37.00
2026-03-24T10:34:00Z,63.83,37.02
2026-03-24T10:35:00Z,64.00,38.00
2026-03-24T10:36:00Z,65.60,38.00
2026-03-24T10:37:00Z,62.18,42.74
2026-03-24T10:38:00Z,55.47,48.17
2026-03-24T10:39:00Z,55.11,43.46
2026-03-24T10:40:00Z,57.39,44.64
2026-03-24T10:41:00Z,40.13,55.13
2026-03-24T10:42:00Z,37.62,66.26
2026-03-24T10:43:00Z,37.98,62.02
2026-03-24T10:44:00Z,42.22,61.93
2026-03-24T10:45:00Z,40.78,58.19
2026-03-24T10:46:00Z,46.09,64.60
2026-03-24T10:47:00Z,30.19,68.86
2026-03-24T10:48:00Z,23.18,77.61
2026-03-24T10:49:00Z,12.34,85.78
2026-03-24T10:50:00Z,11.34,87.56
2026-03-24T10:51:00Z,10.64,90.08
2026-03-24T10:52:00Z,13.02,84.35
2026-03-24T10:53:00Z,14.39,83.40
2026-03-24T10:54:00Z,12.05,89.37
2026-03-24T10:55:00Z,14.15,92.82
2026-03-24T10:56:00Z,5.36,94.91
2026-03-24T10:57:00Z,6.98,93.57
2026-03-24T10:58:00Z,5.62,95.36
2026-03-24T10:59:00Z,1.24,98.17
2026-03-24T11:00:00Z,2.16,99.00
2026-03-24T11:01:00Z,4.36,98.98
2026-03-24T11:02:00Z,1.45,98.98
2026-03-24T11:03:00Z,1.45,99.00
2026-03-24T11:04:00Z,1.45,99.00
2026-03-24T11:05:00Z,1.45,99.00
2026-03-24T11:06:00Z,1.45,99.00
2026-03-24T11:07:00Z,1.00,99.00
