# event_ticker=KXATPCHALLENGERMATCH-26MAY12HIJVUK
# final_score=6-1 6-7(3) 6-3
# score_resolution=6-1 6-7 6-3
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Rinky Hijikata
# kalshi_date=2026-05-12
timestamp,Rinky Hijikata,Aleksandar Vukic
2026-05-12T13:05:00Z,23.99,77.00
2026-05-12T13:06:00Z,24.00,77.00
2026-05-12T13:07:00Z,24.00,77.00
2026-05-12T13:08:00Z,24.00,78.00
2026-05-12T13:09:00Z,25.84,74.21
2026-05-12T13:10:00Z,25.00,74.21
2026-05-12T13:11:00Z,26.15,75.00
2026-05-12T13:12:00Z,25.00,75.00
2026-05-12T13:13:00Z,25.00,74.05
2026-05-12T13:14:00Z,28.73,74.00
2026-05-12T13:15:00Z,34.62,70.12
2026-05-12T13:16:00Z,24.16,73.03
2026-05-12T13:17:00Z,22.05,77.86
2026-05-12T13:18:00Z,22.03,79.00
2026-05-12T13:19:00Z,25.92,74.99
2026-05-12T13:20:00Z,26.96,74.99
2026-05-12T13:21:00Z,28.00,74.99
2026-05-12T13:22:00Z,29.00,71.40
2026-05-12T13:23:00Z,31.68,70.02
2026-05-12T13:24:00Z,31.14,70.25
2026-05-12T13:25:00Z,25.15,76.00
2026-05-12T13:26:00Z,25.98,74.00
2026-05-12T13:27:00Z,28.60,74.00
2026-05-12T13:28:00Z,28.60,72.31
2026-05-12T13:29:00Z,29.00,72.31
2026-05-12T13:30:00Z,30.02,68.07
2026-05-12T13:31:00Z,28.20,68.03
2026-05-12T13:32:00Z,29.92,70.01
2026-05-12T13:33:00Z,29.93,70.82
2026-05-12T13:34:00Z,28.77,73.73
2026-05-12T13:35:00Z,30.00,70.77
2026-05-12T13:36:00Z,30.00,71.00
2026-05-12T13:37:00Z,30.96,70.00
2026-05-12T13:38:00Z,32.78,67.52
2026-05-12T13:39:00Z,36.75,63.86
2026-05-12T13:40:00Z,43.68,57.21
2026-05-12T13:41:00Z,32.35,66.02
2026-05-12T13:42:00Z,32.85,66.78
2026-05-12T13:43:00Z,34.11,70.68
2026-05-12T13:44:00Z,42.36,61.69
2026-05-12T13:45:00Z,33.39,67.81
2026-05-12T13:46:00Z,30.96,70.20
2026-05-12T13:47:00Z,30.36,69.08
2026-05-12T13:48:00Z,28.82,70.76
2026-05-12T13:49:00Z,29.37,69.61
2026-05-12T13:50:00Z,32.92,65.39
2026-05-12T13:51:00Z,35.74,65.00
2026-05-12T13:52:00Z,32.81,67.28
2026-05-12T13:53:00Z,30.86,69.36
2026-05-12T13:54:00Z,30.06,70.24
2026-05-12T13:55:00Z,29.67,70.01
2026-05-12T13:56:00Z,30.88,68.36
2026-05-12T13:57:00Z,23.62,75.90
2026-05-12T13:58:00Z,26.47,79.71
2026-05-12T13:59:00Z,21.78,79.12
2026-05-12T14:00:00Z,5.45,94.49
2026-05-12T14:01:00Z,4.71,95.23
2026-05-12T14:02:00Z,6.10,94.05
2026-05-12T14:03:00Z,13.92,84.57
2026-05-12T14:04:00Z,21.87,74.17
2026-05-12T14:05:00Z,31.79,66.85
2026-05-12T14:06:00Z,32.68,66.95
2026-05-12T14:07:00Z,42.44,57.39
2026-05-12T14:08:00Z,47.08,52.76
2026-05-12T14:09:00Z,48.30,52.81
2026-05-12T14:10:00Z,49.54,53.15
2026-05-12T14:11:00Z,55.04,44.53
2026-05-12T14:12:00Z,55.77,46.61
2026-05-12T14:13:00Z,55.41,43.81
2026-05-12T14:14:00Z,55.47,43.98
2026-05-12T14:15:00Z,55.52,44.00
2026-05-12T14:16:00Z,54.97,44.75
2026-05-12T14:17:00Z,50.98,48.92
2026-05-12T14:18:00Z,53.15,46.82
2026-05-12T14:19:00Z,63.32,38.25
2026-05-12T14:20:00Z,64.33,41.31
2026-05-12T14:21:00Z,53.95,46.76
2026-05-12T14:22:00Z,55.34,43.70
2026-05-12T14:23:00Z,51.00,50.29
2026-05-12T14:24:00Z,51.82,51.00
2026-05-12T14:25:00Z,48.47,53.39
2026-05-12T14:26:00Z,34.85,61.33
2026-05-12T14:27:00Z,23.58,75.60
2026-05-12T14:28:00Z,18.94,80.95
2026-05-12T14:29:00Z,22.95,77.70
2026-05-12T14:30:00Z,20.53,81.01
2026-05-12T14:31:00Z,16.31,83.96
2026-05-12T14:32:00Z,17.01,83.29
2026-05-12T14:33:00Z,16.09,85.56
2026-05-12T14:34:00Z,9.74,91.05
2026-05-12T14:35:00Z,14.66,87.78
2026-05-12T14:36:00Z,6.57,95.09
2026-05-12T14:37:00Z,6.68,93.67
2026-05-12T14:38:00Z,10.76,89.64
2026-05-12T14:39:00Z,13.70,87.26
2026-05-12T14:40:00Z,14.91,85.93
2026-05-12T14:41:00Z,18.00,83.93
2026-05-12T14:42:00Z,18.24,83.13
2026-05-12T14:43:00Z,18.29,84.81
2026-05-12T14:44:00Z,10.81,91.15
2026-05-12T14:45:00Z,9.11,91.67
2026-05-12T14:46:00Z,8.43,92.84
2026-05-12T14:47:00Z,8.43,92.72
2026-05-12T14:48:00Z,8.42,92.37
2026-05-12T14:49:00Z,9.90,91.58
2026-05-12T14:50:00Z,9.64,91.98
2026-05-12T14:51:00Z,13.60,87.32
2026-05-12T14:52:00Z,18.22,83.74
2026-05-12T14:53:00Z,5.81,95.91
2026-05-12T14:54:00Z,1.00,99.00
2026-05-12T14:55:00Z,1.00,99.00
2026-05-12T14:56:00Z,1.00,99.00
2026-05-12T14:57:00Z,1.00,99.00
2026-05-12T14:58:00Z,1.00,99.00
2026-05-12T14:59:00Z,1.00,99.00
2026-05-12T15:00:00Z,1.00,99.00
2026-05-12T15:01:00Z,1.00,99.00
2026-05-12T15:02:00Z,1.00,99.00
