# event_ticker=KXATPCHALLENGERMATCH-26MAR05VARBOS
# final_score=6-2 7-6(1)
# score_resolution=2-6 6-7
# match_winner=Pedro Boscardin Dias
# fav_player=Juan Pablo Varillas
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-03-05
timestamp,Juan Pablo Varillas,Pedro Boscardin Dias
2026-03-05T17:59:00Z,23.95,76.68
2026-03-05T18:00:00Z,26.63,75.34
2026-03-05T18:01:00Z,33.98,66.90
2026-03-05T18:02:00Z,31.13,72.56
2026-03-05T18:03:00Z,22.53,78.54
2026-03-05T18:04:00Z,23.00,76.56
2026-03-05T18:05:00Z,26.31,75.89
2026-03-05T18:06:00Z,24.61,76.21
2026-03-05T18:07:00Z,33.74,65.08
2026-03-05T18:08:00Z,30.45,70.82
2026-03-05T18:09:00Z,24.48,77.39
2026-03-05T18:10:00Z,20.78,79.61
2026-03-05T18:11:00Z,20.30,80.63
2026-03-05T18:12:00Z,21.76,78.39
2026-03-05T18:13:00Z,24.15,75.66
2026-03-05T18:14:00Z,18.01,80.98
2026-03-05T18:15:00Z,24.30,77.46
2026-03-05T18:16:00Z,26.09,74.75
2026-03-05T18:17:00Z,20.56,80.04
2026-03-05T18:18:00Z,16.86,84.44
2026-03-05T18:19:00Z,16.97,83.89
2026-03-05T18:20:00Z,10.92,89.11
2026-03-05T18:21:00Z,7.00,93.01
2026-03-05T18:22:00Z,2.19,97.65
2026-03-05T18:23:00Z,1.43,98.22
2026-03-05T18:24:00Z,1.00,99.00
2026-03-05T18:25:00Z,1.00,99.00
2026-03-05T18:26:00Z,1.00,99.00
2026-03-05T18:27:00Z,1.00,99.00
2026-03-05T18:28:00Z,1.00,99.00
2026-03-05T18:29:00Z,1.00,99.00
2026-03-05T18:30:00Z,1.00,99.00
2026-03-05T18:31:00Z,1.00,99.00
2026-03-05T18:32:00Z,1.00,99.00
