# event_ticker=KXATPMATCH-26APR01TIRMCD
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Thiago Agustin Tirante
# fav_player=Mackenzie McDonald
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-04-01
timestamp,Mackenzie McDonald,Thiago Agustin Tirante
2026-04-01T20:51:00Z,29.00,72.00
2026-04-01T20:52:00Z,29.75,72.86
2026-04-01T20:53:00Z,29.00,73.00
2026-04-01T20:54:00Z,29.00,72.00
2026-04-01T20:55:00Z,30.00,73.00
2026-04-01T20:56:00Z,30.00,73.00
2026-04-01T20:58:00Z,30.00,73.00
2026-04-01T20:59:00Z,30.00,73.00
2026-04-01T21:00:00Z,30.00,72.00
2026-04-01T21:01:00Z,30.00,72.95
2026-04-01T21:03:00Z,30.00,72.00
2026-04-01T21:04:00Z,30.00,73.00
2026-04-01T21:05:00Z,30.00,73.00
2026-04-01T21:07:00Z,29.00,73.00
2026-04-01T21:08:00Z,30.00,73.00
2026-04-01T21:09:00Z,30.00,73.00
2026-04-01T21:10:00Z,30.00,73.00
2026-04-01T21:11:00Z,30.00,73.00
2026-04-01T21:12:00Z,30.00,73.00
2026-04-01T21:13:00Z,30.00,73.00
2026-04-01T21:14:00Z,30.00,73.00
2026-04-01T21:18:00Z,30.00,72.19
2026-04-01T21:20:00Z,30.00,73.00
2026-04-01T21:21:00Z,30.00,73.00
2026-04-01T21:22:00Z,30.00,73.00
2026-04-01T21:23:00Z,30.00,73.00
2026-04-01T21:24:00Z,30.00,73.00
2026-04-01T21:25:00Z,30.00,73.00
2026-04-01T21:26:00Z,28.00,73.00
2026-04-01T21:27:00Z,30.00,73.00
2026-04-01T21:28:00Z,30.00,72.14
2026-04-01T21:29:00Z,30.00,72.00
2026-04-01T21:30:00Z,30.00,72.00
2026-04-01T21:31:00Z,30.00,72.00
2026-04-01T21:32:00Z,29.95,71.00
2026-04-01T21:33:00Z,29.88,72.00
2026-04-01T21:34:00Z,29.97,71.97
2026-04-01T21:35:00Z,28.54,72.00
2026-04-01T21:36:00Z,30.00,72.00
2026-04-01T21:37:00Z,30.00,72.00
2026-04-01T21:38:00Z,30.00,72.00
2026-04-01T21:39:00Z,30.00,72.00
2026-04-01T21:40:00Z,30.00,71.96
2026-04-01T21:41:00Z,30.00,71.00
2026-04-01T21:42:00Z,30.04,71.13
2026-04-01T21:43:00Z,22.38,78.20
2026-04-01T21:44:00Z,17.45,82.62
2026-04-01T21:45:00Z,20.20,82.57
2026-04-01T21:46:00Z,17.48,84.17
2026-04-01T21:47:00Z,21.25,80.03
2026-04-01T21:48:00Z,19.03,81.15
2026-04-01T21:49:00Z,19.42,81.50
2026-04-01T21:50:00Z,16.98,83.60
2026-04-01T21:51:00Z,15.71,85.00
2026-04-01T21:52:00Z,14.49,86.69
2026-04-01T21:53:00Z,13.55,87.48
2026-04-01T21:54:00Z,14.33,86.11
2026-04-01T21:55:00Z,15.75,85.79
2026-04-01T21:56:00Z,16.00,85.00
2026-04-01T21:57:00Z,15.99,85.02
2026-04-01T21:58:00Z,15.98,85.67
2026-04-01T21:59:00Z,15.31,85.23
2026-04-01T22:00:00Z,14.86,87.00
2026-04-01T22:01:00Z,14.11,86.88
2026-04-01T22:02:00Z,13.35,86.29
2026-04-01T22:03:00Z,12.74,87.75
2026-04-01T22:04:00Z,13.82,87.04
2026-04-01T22:05:00Z,15.24,86.01
2026-04-01T22:06:00Z,15.87,85.22
2026-04-01T22:07:00Z,15.63,85.92
2026-04-01T22:08:00Z,14.23,86.95
2026-04-01T22:09:00Z,13.49,87.99
2026-04-01T22:10:00Z,13.68,87.46
2026-04-01T22:11:00Z,12.36,88.16
2026-04-01T22:12:00Z,12.72,87.80
2026-04-01T22:13:00Z,10.05,90.63
2026-04-01T22:14:00Z,7.97,92.40
2026-04-01T22:15:00Z,8.83,92.06
2026-04-01T22:16:00Z,7.44,92.33
2026-04-01T22:17:00Z,7.30,92.83
2026-04-01T22:18:00Z,7.36,92.78
2026-04-01T22:19:00Z,8.43,92.00
2026-04-01T22:20:00Z,8.48,91.00
2026-04-01T22:21:00Z,9.23,90.03
2026-04-01T22:22:00Z,9.00,92.29
2026-04-01T22:23:00Z,7.72,92.93
2026-04-01T22:24:00Z,7.91,92.91
2026-04-01T22:25:00Z,8.50,93.00
2026-04-01T22:26:00Z,8.00,92.00
2026-04-01T22:27:00Z,8.22,92.85
2026-04-01T22:28:00Z,8.86,92.44
2026-04-01T22:29:00Z,5.76,95.25
2026-04-01T22:30:00Z,3.44,96.88
2026-04-01T22:31:00Z,2.85,97.14
2026-04-01T22:32:00Z,2.78,97.13
2026-04-01T22:33:00Z,2.17,97.99
2026-04-01T22:34:00Z,2.82,98.32
2026-04-01T22:35:00Z,3.00,97.74
2026-04-01T22:36:00Z,2.17,98.02
2026-04-01T22:37:00Z,1.21,98.93
2026-04-01T22:38:00Z,1.00,99.00
2026-04-01T22:39:00Z,1.00,99.00
2026-04-01T22:40:00Z,1.00,99.00
2026-04-01T22:41:00Z,1.00,99.00
2026-04-01T22:42:00Z,1.24,99.00
2026-04-01T22:43:00Z,1.00,99.00
2026-04-01T22:44:00Z,1.00,99.00
2026-04-01T22:45:00Z,1.00,99.00
2026-04-01T22:46:00Z,1.00,99.00
2026-04-01T22:47:00Z,1.00,99.00
2026-04-01T22:48:00Z,1.00,99.00
2026-04-01T22:49:00Z,1.00,99.00
2026-04-01T22:50:00Z,1.00,99.00
2026-04-01T22:53:00Z,1.00,99.00
2026-04-01T22:55:00Z,1.00,99.00
