# event_ticker=KXATPMATCH-26JAN04DUCMIC
# final_score=6-7(4) 7-6(2) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=James Duckworth
# kalshi_date=2026-01-04
timestamp,Alex Michelsen,James Duckworth
2026-01-05T05:02:00Z,93.33,8.15
2026-01-05T05:03:00Z,94.20,7.41
2026-01-05T05:04:00Z,94.81,7.59
2026-01-05T05:05:00Z,95.12,4.50
2026-01-05T05:06:00Z,96.11,4.09
2026-01-05T05:07:00Z,95.23,3.97
2026-01-05T05:08:00Z,96.27,4.79
2026-01-05T05:09:00Z,97.83,3.56
2026-01-05T05:10:00Z,97.42,4.41
2026-01-05T05:11:00Z,96.79,4.94
2026-01-05T05:12:00Z,98.56,2.45
2026-01-05T05:13:00Z,97.95,1.23
2026-01-05T05:14:00Z,99.00,1.42
2026-01-05T05:15:00Z,99.00,1.00
2026-01-05T05:16:00Z,99.00,1.00
2026-01-05T05:17:00Z,99.00,1.00
2026-01-05T05:18:00Z,99.00,1.00
2026-01-05T05:19:00Z,99.00,1.00
2026-01-05T05:21:00Z,99.00,1.00
2026-01-05T05:22:00Z,99.00,1.00
