# event_ticker=KXATPCHALLENGERMATCH-26MAR24POLIVA
# final_score=6-2 4-6 6-2
# score_resolution=2-6 6-4 2-6
# match_winner=Mili Poljicak
# fav_player=Emanuel Ivanisevic
# dog_player=Mili Poljicak
# kalshi_date=2026-03-24
timestamp,Emanuel Ivanisevic,Mili Poljicak
2026-03-24T09:31:00Z,2.62,99.00
2026-03-24T09:32:00Z,3.00,95.52
2026-03-24T09:33:00Z,3.00,95.52
2026-03-24T09:36:00Z,3.00,95.52
2026-03-24T09:37:00Z,3.00,99.00
2026-03-24T09:38:00Z,3.01,98.29
2026-03-24T09:39:00Z,3.09,97.00
2026-03-24T09:40:00Z,3.53,95.48
2026-03-24T09:41:00Z,4.00,95.48
2026-03-24T09:42:00Z,4.00,95.48
2026-03-24T09:43:00Z,4.40,95.48
2026-03-24T09:44:00Z,3.25,95.48
2026-03-24T09:45:00Z,3.00,95.48
2026-03-24T09:46:00Z,2.00,97.00
2026-03-24T09:47:00Z,2.89,97.00
2026-03-24T09:48:00Z,3.00,97.00
2026-03-24T09:49:00Z,3.00,98.00
2026-03-24T09:50:00Z,3.22,98.00
2026-03-24T09:51:00Z,4.02,98.00
2026-03-24T09:52:00Z,4.63,98.00
2026-03-24T09:53:00Z,3.35,98.00
2026-03-24T09:54:00Z,4.51,98.00
2026-03-24T09:55:00Z,3.00,98.00
2026-03-24T09:56:00Z,3.25,98.00
2026-03-24T09:57:00Z,1.42,98.00
2026-03-24T09:58:00Z,3.64,98.00
2026-03-24T09:59:00Z,5.75,97.00
2026-03-24T10:00:00Z,5.00,97.00
2026-03-24T10:01:00Z,3.77,97.00
2026-03-24T10:02:00Z,4.00,98.00
2026-03-24T10:03:00Z,4.00,98.00
2026-03-24T10:04:00Z,4.00,98.92
2026-03-24T10:05:00Z,3.18,98.92
2026-03-24T10:06:00Z,3.08,99.00
2026-03-24T10:07:00Z,3.00,99.00
2026-03-24T10:08:00Z,3.00,97.00
2026-03-24T10:09:00Z,3.34,97.00
2026-03-24T10:10:00Z,2.00,97.00
2026-03-24T10:11:00Z,4.00,97.00
2026-03-24T10:12:00Z,4.16,97.00
2026-03-24T10:13:00Z,5.00,97.00
2026-03-24T10:14:00Z,5.00,96.00
2026-03-24T10:15:00Z,5.72,95.50
2026-03-24T10:16:00Z,5.01,95.50
2026-03-24T10:17:00Z,6.18,94.00
2026-03-24T10:18:00Z,6.48,94.00
2026-03-24T10:19:00Z,6.13,94.00
2026-03-24T10:20:00Z,5.99,94.00
2026-03-24T10:21:00Z,6.00,94.00
2026-03-24T10:22:00Z,6.30,94.00
2026-03-24T10:23:00Z,5.96,94.00
2026-03-24T10:24:00Z,5.68,94.00
2026-03-24T10:25:00Z,6.01,95.59
2026-03-24T10:26:00Z,7.89,94.00
2026-03-24T10:27:00Z,8.56,94.00
2026-03-24T10:28:00Z,11.78,89.01
2026-03-24T10:29:00Z,17.16,87.00
2026-03-24T10:30:00Z,17.92,83.00
2026-03-24T10:31:00Z,17.31,83.00
2026-03-24T10:32:00Z,18.94,84.00
2026-03-24T10:33:00Z,18.96,84.00
2026-03-24T10:34:00Z,15.39,82.65
2026-03-24T10:35:00Z,18.57,83.05
2026-03-24T10:36:00Z,15.90,86.81
2026-03-24T10:37:00Z,14.11,87.94
2026-03-24T10:38:00Z,14.11,87.85
2026-03-24T10:39:00Z,7.01,92.94
2026-03-24T10:40:00Z,6.38,95.00
2026-03-24T10:41:00Z,6.02,95.20
2026-03-24T10:42:00Z,6.48,94.81
2026-03-24T10:43:00Z,4.65,94.81
2026-03-24T10:44:00Z,3.45,94.81
2026-03-24T10:45:00Z,7.70,94.49
2026-03-24T10:46:00Z,8.00,94.00
2026-03-24T10:47:00Z,7.56,94.00
2026-03-24T10:48:00Z,5.37,94.00
2026-03-24T10:49:00Z,3.04,95.09
2026-03-24T10:50:00Z,4.00,97.00
2026-03-24T10:51:00Z,2.19,98.38
2026-03-24T10:52:00Z,2.92,98.38
2026-03-24T10:53:00Z,5.53,98.38
2026-03-24T10:54:00Z,5.00,97.00
2026-03-24T10:55:00Z,2.23,98.93
2026-03-24T10:56:00Z,1.53,97.18
2026-03-24T10:57:00Z,2.50,98.00
2026-03-24T10:58:00Z,1.72,99.00
2026-03-24T10:59:00Z,1.48,99.00
2026-03-24T11:00:00Z,1.73,99.00
2026-03-24T11:01:00Z,1.00,99.00
2026-03-24T11:02:00Z,1.00,99.00
2026-03-24T11:03:00Z,1.00,99.00
2026-03-24T11:04:00Z,1.00,99.00
2026-03-24T11:05:00Z,1.00,99.00
2026-03-24T11:06:00Z,1.00,99.00
2026-03-24T11:09:00Z,1.00,99.00
