# event_ticker=KXATPCHALLENGERMATCH-26MAR17MORGAU
# final_score=7-6(2) 6-2
# score_resolution=7-6 6-2
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Vilius Gaubas
# kalshi_date=2026-03-17
timestamp,Alejandro Moro Canas,Vilius Gaubas
2026-03-17T10:20:00Z,40.00,63.07
2026-03-17T10:21:00Z,38.00,63.45
2026-03-17T10:22:00Z,39.13,65.50
2026-03-17T10:23:00Z,38.24,61.15
2026-03-17T10:24:00Z,42.00,62.07
2026-03-17T10:25:00Z,42.00,60.00
2026-03-17T10:26:00Z,42.59,61.61
2026-03-17T10:27:00Z,45.80,56.04
2026-03-17T10:28:00Z,48.14,57.38
2026-03-17T10:29:00Z,45.78,54.46
2026-03-17T10:30:00Z,46.03,56.89
2026-03-17T10:31:00Z,44.54,58.15
2026-03-17T10:32:00Z,45.55,58.15
2026-03-17T10:33:00Z,55.73,46.16
2026-03-17T10:34:00Z,57.84,47.40
2026-03-17T10:35:00Z,54.04,47.49
2026-03-17T10:36:00Z,54.04,54.61
2026-03-17T10:37:00Z,46.74,54.35
2026-03-17T10:38:00Z,53.78,48.14
2026-03-17T10:39:00Z,57.35,47.66
2026-03-17T10:40:00Z,58.93,48.45
2026-03-17T10:41:00Z,60.19,40.77
2026-03-17T10:42:00Z,60.28,41.10
2026-03-17T10:43:00Z,59.77,41.38
2026-03-17T10:44:00Z,59.89,41.99
2026-03-17T10:45:00Z,61.10,39.24
2026-03-17T10:46:00Z,63.58,39.21
2026-03-17T10:47:00Z,58.11,43.99
2026-03-17T10:48:00Z,61.31,41.75
2026-03-17T10:49:00Z,61.88,40.98
2026-03-17T10:50:00Z,62.36,41.89
2026-03-17T10:51:00Z,65.19,39.12
2026-03-17T10:52:00Z,63.00,39.00
2026-03-17T10:53:00Z,66.04,38.00
2026-03-17T10:54:00Z,64.92,38.07
2026-03-17T10:55:00Z,65.33,37.84
2026-03-17T10:56:00Z,61.04,38.91
2026-03-17T10:57:00Z,60.54,42.35
2026-03-17T10:58:00Z,63.11,39.77
2026-03-17T10:59:00Z,66.44,36.94
2026-03-17T11:00:00Z,58.85,41.49
2026-03-17T11:01:00Z,62.95,40.70
2026-03-17T11:02:00Z,62.43,41.98
2026-03-17T11:03:00Z,53.11,51.02
2026-03-17T11:04:00Z,45.27,56.97
2026-03-17T11:05:00Z,43.97,56.88
2026-03-17T11:06:00Z,46.53,51.28
2026-03-17T11:07:00Z,49.84,51.00
2026-03-17T11:08:00Z,47.58,52.97
2026-03-17T11:09:00Z,38.17,61.00
2026-03-17T11:10:00Z,34.17,64.88
2026-03-17T11:11:00Z,31.21,72.32
2026-03-17T11:12:00Z,25.39,74.69
2026-03-17T11:13:00Z,19.24,80.97
2026-03-17T11:14:00Z,19.45,80.16
2026-03-17T11:15:00Z,16.77,81.18
2026-03-17T11:16:00Z,21.67,82.31
2026-03-17T11:17:00Z,21.85,77.00
2026-03-17T11:18:00Z,25.06,74.85
2026-03-17T11:19:00Z,20.78,79.52
2026-03-17T11:20:00Z,23.31,74.66
2026-03-17T11:21:00Z,36.34,64.66
2026-03-17T11:22:00Z,39.64,60.02
2026-03-17T11:23:00Z,38.44,63.95
2026-03-17T11:24:00Z,42.60,56.80
2026-03-17T11:25:00Z,39.74,62.85
2026-03-17T11:26:00Z,49.05,51.03
2026-03-17T11:27:00Z,53.42,42.96
2026-03-17T11:28:00Z,64.35,38.85
2026-03-17T11:29:00Z,64.20,36.86
2026-03-17T11:30:00Z,61.51,38.00
2026-03-17T11:31:00Z,63.90,38.09
2026-03-17T11:32:00Z,58.31,39.24
2026-03-17T11:33:00Z,61.23,40.82
2026-03-17T11:34:00Z,60.89,33.87
2026-03-17T11:35:00Z,69.00,38.00
2026-03-17T11:36:00Z,74.02,28.54
2026-03-17T11:37:00Z,77.55,22.72
2026-03-17T11:38:00Z,74.92,26.08
2026-03-17T11:39:00Z,76.04,23.78
2026-03-17T11:40:00Z,79.68,19.87
2026-03-17T11:41:00Z,82.79,17.12
2026-03-17T11:42:00Z,83.12,18.56
2026-03-17T11:43:00Z,83.71,16.52
2026-03-17T11:44:00Z,87.24,12.59
2026-03-17T11:45:00Z,89.00,12.66
2026-03-17T11:46:00Z,93.63,6.74
2026-03-17T11:47:00Z,93.26,7.00
2026-03-17T11:48:00Z,93.35,7.51
2026-03-17T11:49:00Z,89.06,14.29
2026-03-17T11:50:00Z,86.92,13.65
2026-03-17T11:51:00Z,93.85,7.01
2026-03-17T11:52:00Z,97.56,3.87
2026-03-17T11:53:00Z,96.10,4.83
2026-03-17T11:54:00Z,96.95,3.98
2026-03-17T11:55:00Z,96.61,3.25
2026-03-17T11:56:00Z,96.08,4.03
2026-03-17T11:57:00Z,95.16,5.00
2026-03-17T11:58:00Z,95.81,5.93
2026-03-17T11:59:00Z,92.02,9.21
2026-03-17T12:00:00Z,89.00,11.85
2026-03-17T12:01:00Z,94.92,7.29
2026-03-17T12:02:00Z,97.60,2.75
2026-03-17T12:03:00Z,98.63,4.29
2026-03-17T12:04:00Z,98.99,1.49
2026-03-17T12:05:00Z,98.36,1.08
2026-03-17T12:06:00Z,99.00,1.00
2026-03-17T12:07:00Z,98.93,2.00
2026-03-17T12:08:00Z,98.04,2.00
2026-03-17T12:09:00Z,98.01,1.88
2026-03-17T12:10:00Z,99.00,2.06
2026-03-17T12:11:00Z,98.04,2.00
2026-03-17T12:12:00Z,98.00,2.00
2026-03-17T12:13:00Z,94.52,2.00
2026-03-17T12:14:00Z,98.93,2.23
2026-03-17T12:15:00Z,98.96,1.03
2026-03-17T12:16:00Z,98.00,2.27
2026-03-17T12:17:00Z,99.00,1.02
2026-03-17T12:18:00Z,99.00,1.00
2026-03-17T12:19:00Z,99.00,1.00
2026-03-17T12:20:00Z,99.00,1.00
2026-03-17T12:21:00Z,99.00,1.00
