# event_ticker=KXATPCHALLENGERMATCH-26JUN01MIDKOL
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Lautaro Midon
# fav_player=Zdenek Kolar
# dog_player=Lautaro Midon
# kalshi_date=2026-06-01
timestamp,Lautaro Midon,Zdenek Kolar
2026-06-01T14:22:00Z,43.75,57.73
2026-06-01T14:23:00Z,39.11,58.96
2026-06-01T14:24:00Z,45.60,54.48
2026-06-01T14:25:00Z,45.78,56.46
2026-06-01T14:26:00Z,37.00,62.11
2026-06-01T14:27:00Z,36.01,64.79
2026-06-01T14:28:00Z,33.94,65.39
2026-06-01T14:29:00Z,41.01,59.01
2026-06-01T14:30:00Z,45.19,55.48
2026-06-01T14:31:00Z,49.96,51.18
2026-06-01T14:32:00Z,48.50,51.69
2026-06-01T14:33:00Z,61.85,38.77
2026-06-01T14:34:00Z,60.59,39.13
2026-06-01T14:35:00Z,59.78,41.00
2026-06-01T14:36:00Z,58.51,42.08
2026-06-01T14:37:00Z,57.07,43.23
2026-06-01T14:38:00Z,53.89,42.97
2026-06-01T14:39:00Z,42.70,57.09
2026-06-01T14:40:00Z,42.67,57.87
2026-06-01T14:41:00Z,39.32,61.05
2026-06-01T14:42:00Z,40.00,60.09
2026-06-01T14:43:00Z,40.06,60.61
2026-06-01T14:44:00Z,47.63,53.04
2026-06-01T14:45:00Z,56.56,41.65
2026-06-01T14:46:00Z,58.97,41.74
2026-06-01T14:47:00Z,56.34,44.10
2026-06-01T14:48:00Z,53.29,45.53
2026-06-01T14:49:00Z,56.68,46.78
2026-06-01T14:50:00Z,64.54,36.21
2026-06-01T14:51:00Z,65.60,34.29
2026-06-01T14:52:00Z,67.00,34.00
2026-06-01T14:53:00Z,67.34,32.70
2026-06-01T14:54:00Z,69.53,32.40
2026-06-01T14:55:00Z,68.64,33.79
2026-06-01T14:56:00Z,72.55,30.77
2026-06-01T14:57:00Z,78.47,22.71
2026-06-01T14:58:00Z,80.40,20.23
2026-06-01T14:59:00Z,81.07,16.98
2026-06-01T15:00:00Z,83.94,19.84
2026-06-01T15:01:00Z,83.86,15.92
2026-06-01T15:02:00Z,76.55,25.12
2026-06-01T15:03:00Z,67.95,31.78
2026-06-01T15:04:00Z,73.43,29.25
2026-06-01T15:05:00Z,74.33,27.21
2026-06-01T15:06:00Z,79.66,21.51
2026-06-01T15:07:00Z,81.00,19.54
2026-06-01T15:08:00Z,83.05,17.29
2026-06-01T15:09:00Z,87.21,13.40
2026-06-01T15:10:00Z,87.95,12.66
2026-06-01T15:11:00Z,85.89,15.46
2026-06-01T15:12:00Z,86.63,14.61
2026-06-01T15:13:00Z,90.24,9.53
2026-06-01T15:14:00Z,95.61,4.59
2026-06-01T15:15:00Z,96.29,4.08
2026-06-01T15:16:00Z,97.69,3.14
2026-06-01T15:17:00Z,98.97,1.67
2026-06-01T15:18:00Z,98.34,1.76
2026-06-01T15:19:00Z,99.00,1.53
2026-06-01T15:20:00Z,98.61,1.56
2026-06-01T15:21:00Z,98.92,1.89
2026-06-01T15:22:00Z,98.97,2.00
2026-06-01T15:23:00Z,98.90,1.80
2026-06-01T15:24:00Z,98.95,1.69
2026-06-01T15:25:00Z,99.00,1.81
2026-06-01T15:26:00Z,98.90,2.00
2026-06-01T15:27:00Z,99.00,1.07
2026-06-01T15:28:00Z,99.00,1.00
2026-06-01T15:29:00Z,99.00,1.00
2026-06-01T15:30:00Z,99.00,1.00
2026-06-01T15:31:00Z,99.00,1.00
2026-06-01T15:32:00Z,99.00,1.00
2026-06-01T15:33:00Z,99.00,1.00
