# event_ticker=KXATPCHALLENGERMATCH-26MAR18VALZAR
# final_score=6-2 6-2
# match_winner=Adolfo Daniel Vallejo
# fav_player=Adolfo Daniel Vallejo
# dog_player=Carlos Maria Zarate
# kalshi_date=2026-03-18
timestamp,Adolfo Daniel Vallejo,Carlos Maria Zarate
2026-03-18T23:59:00Z,98.00,3.00
2026-03-19T00:00:00Z,97.00,3.02
2026-03-19T00:01:00Z,97.03,3.00
2026-03-19T00:02:00Z,97.03,2.02
2026-03-19T00:03:00Z,98.00,2.00
2026-03-19T00:04:00Z,99.00,2.00
2026-03-19T00:05:00Z,98.00,3.00
2026-03-19T00:06:00Z,98.00,2.90
2026-03-19T00:07:00Z,98.00,3.00
2026-03-19T00:08:00Z,98.00,3.00
2026-03-19T00:09:00Z,98.00,3.00
2026-03-19T00:10:00Z,98.00,3.00
2026-03-19T00:11:00Z,98.00,3.00
2026-03-19T00:12:00Z,98.00,3.00
2026-03-19T00:13:00Z,98.00,2.02
2026-03-19T00:14:00Z,98.00,3.00
2026-03-19T00:15:00Z,98.00,2.78
2026-03-19T00:16:00Z,98.00,2.23
2026-03-19T00:17:00Z,99.00,1.66
2026-03-19T00:18:00Z,99.00,1.96
2026-03-19T00:19:00Z,98.03,1.95
2026-03-19T00:20:00Z,98.00,2.38
2026-03-19T00:21:00Z,99.00,2.03
2026-03-19T00:22:00Z,98.99,1.07
2026-03-19T00:23:00Z,98.99,1.35
2026-03-19T00:24:00Z,98.99,2.00
2026-03-19T00:25:00Z,98.99,2.00
2026-03-19T00:26:00Z,98.99,1.98
2026-03-19T00:27:00Z,98.99,1.26
2026-03-19T00:28:00Z,98.57,2.00
2026-03-19T00:29:00Z,98.57,2.57
2026-03-19T00:30:00Z,98.57,2.00
2026-03-19T00:31:00Z,99.00,2.33
2026-03-19T00:32:00Z,99.00,2.03
2026-03-19T00:33:00Z,99.00,1.01
2026-03-19T00:34:00Z,99.00,2.00
2026-03-19T00:35:00Z,99.00,2.07
2026-03-19T00:36:00Z,99.00,1.66
2026-03-19T00:37:00Z,99.00,1.48
2026-03-19T00:38:00Z,99.00,1.40
2026-03-19T00:39:00Z,99.00,1.76
2026-03-19T00:40:00Z,99.00,2.00
2026-03-19T00:41:00Z,98.08,1.00
2026-03-19T00:42:00Z,98.08,2.00
2026-03-19T00:43:00Z,97.98,2.00
2026-03-19T00:44:00Z,97.98,2.00
2026-03-19T00:45:00Z,97.98,2.31
2026-03-19T00:46:00Z,97.98,1.34
2026-03-19T00:48:00Z,97.98,1.00
2026-03-19T00:50:00Z,97.98,1.00
2026-03-19T00:51:00Z,97.98,1.00
2026-03-19T00:52:00Z,99.00,1.00
2026-03-19T00:54:00Z,99.00,1.00
2026-03-19T00:56:00Z,99.00,1.00
2026-03-19T00:57:00Z,99.00,1.00
