# event_ticker=KXATPCHALLENGERMATCH-26APR20BERSEL
# final_score=4-6 6-3 6-2
# score_resolution=6-4 3-6 2-6
# match_winner=Jelle Sels
# fav_player=Tomasz Berkieta
# dog_player=Jelle Sels
# kalshi_date=2026-04-20
timestamp,Tomasz Berkieta,Jelle Sels
2026-04-20T11:08:00Z,78.67,29.04
2026-04-20T11:09:00Z,78.00,29.04
2026-04-20T11:10:00Z,78.95,20.46
2026-04-20T11:11:00Z,78.95,23.24
2026-04-20T11:12:00Z,76.38,22.10
2026-04-20T11:13:00Z,80.00,22.10
2026-04-20T11:14:00Z,73.88,28.33
2026-04-20T11:15:00Z,68.00,32.00
2026-04-20T11:16:00Z,63.72,36.96
2026-04-20T11:17:00Z,60.39,42.14
2026-04-20T11:18:00Z,52.32,48.92
2026-04-20T11:19:00Z,54.89,52.90
2026-04-20T11:20:00Z,54.89,49.18
2026-04-20T11:21:00Z,53.56,49.07
2026-04-20T11:22:00Z,51.91,48.55
2026-04-20T11:23:00Z,53.25,51.45
2026-04-20T11:24:00Z,52.61,52.26
2026-04-20T11:25:00Z,35.27,62.58
2026-04-20T11:26:00Z,30.57,68.65
2026-04-20T11:27:00Z,40.65,64.41
2026-04-20T11:28:00Z,26.31,69.44
2026-04-20T11:29:00Z,17.15,82.54
2026-04-20T11:30:00Z,21.15,81.97
2026-04-20T11:31:00Z,22.63,74.80
2026-04-20T11:32:00Z,26.02,75.00
2026-04-20T11:33:00Z,25.12,76.00
2026-04-20T11:34:00Z,27.93,75.98
2026-04-20T11:35:00Z,23.27,80.88
2026-04-20T11:36:00Z,15.00,84.60
2026-04-20T11:37:00Z,19.59,85.35
2026-04-20T11:38:00Z,22.48,77.14
2026-04-20T11:39:00Z,24.40,79.32
2026-04-20T11:40:00Z,16.93,84.00
2026-04-20T11:41:00Z,14.81,87.84
2026-04-20T11:42:00Z,18.29,83.29
2026-04-20T11:43:00Z,13.07,84.62
2026-04-20T11:44:00Z,10.68,89.47
2026-04-20T11:45:00Z,11.10,89.35
2026-04-20T11:46:00Z,10.50,90.51
2026-04-20T11:47:00Z,4.08,97.47
2026-04-20T11:48:00Z,1.60,97.00
2026-04-20T11:49:00Z,2.00,99.00
2026-04-20T11:50:00Z,2.00,99.00
2026-04-20T11:51:00Z,2.00,99.00
2026-04-20T11:52:00Z,2.00,99.00
