# event_ticker=KXATPCHALLENGERMATCH-26APR09MEJCOL
# final_score=7-5 6-3
# match_winner=Tibo Colson
# fav_player=Tibo Colson
# dog_player=Nicolas Mejia
# kalshi_date=2026-04-09
timestamp,Tibo Colson,Nicolas Mejia
2026-04-09T18:15:00Z,58.35,40.07
2026-04-09T18:16:00Z,60.23,40.77
2026-04-09T18:17:00Z,59.38,42.13
2026-04-09T18:18:00Z,57.37,41.39
2026-04-09T18:19:00Z,57.39,41.41
2026-04-09T18:20:00Z,54.62,46.38
2026-04-09T18:21:00Z,62.05,40.87
2026-04-09T18:22:00Z,60.79,42.37
2026-04-09T18:23:00Z,57.56,43.18
2026-04-09T18:24:00Z,54.73,46.16
2026-04-09T18:25:00Z,52.71,48.27
2026-04-09T18:26:00Z,54.97,46.96
2026-04-09T18:27:00Z,60.29,40.92
2026-04-09T18:28:00Z,61.92,39.33
2026-04-09T18:29:00Z,59.73,40.34
2026-04-09T18:30:00Z,57.27,43.66
2026-04-09T18:31:00Z,56.27,45.16
2026-04-09T18:32:00Z,58.76,45.69
2026-04-09T18:33:00Z,62.84,37.38
2026-04-09T18:34:00Z,63.77,37.53
2026-04-09T18:35:00Z,64.27,37.66
2026-04-09T18:36:00Z,66.56,36.61
2026-04-09T18:37:00Z,66.55,33.18
2026-04-09T18:38:00Z,78.16,23.14
2026-04-09T18:39:00Z,87.76,11.97
2026-04-09T18:40:00Z,86.13,13.19
2026-04-09T18:41:00Z,94.33,7.77
2026-04-09T18:42:00Z,96.31,4.55
2026-04-09T18:43:00Z,96.83,4.74
2026-04-09T18:44:00Z,95.39,5.73
2026-04-09T18:45:00Z,95.94,4.96
2026-04-09T18:46:00Z,95.51,4.84
2026-04-09T18:47:00Z,96.70,4.90
2026-04-09T18:48:00Z,94.34,5.58
2026-04-09T18:49:00Z,96.72,4.44
2026-04-09T18:50:00Z,97.69,3.37
2026-04-09T18:51:00Z,94.52,5.80
2026-04-09T18:52:00Z,98.93,1.24
2026-04-09T18:53:00Z,99.00,1.00
2026-04-09T18:54:00Z,99.00,1.00
2026-04-09T18:55:00Z,99.00,1.00
2026-04-09T18:56:00Z,99.00,1.00
