# event_ticker=KXATPCHALLENGERMATCH-26MAR24WAWMAR
# final_score=2-6 6-4 7-6(2)
# score_resolution=2-6 6-4 7-6
# match_winner=Matteo Martineau
# fav_player=Matteo Martineau
# dog_player=Stan Wawrinka
# kalshi_date=2026-03-24
timestamp,Matteo Martineau,Stan Wawrinka
2026-03-24T13:19:00Z,47.78,53.84
2026-03-24T13:20:00Z,46.90,61.20
2026-03-24T13:21:00Z,37.05,71.20
2026-03-24T13:22:00Z,28.84,71.69
2026-03-24T13:23:00Z,24.26,75.39
2026-03-24T13:24:00Z,30.26,71.64
2026-03-24T13:25:00Z,39.96,60.24
2026-03-24T13:26:00Z,40.15,62.20
2026-03-24T13:27:00Z,46.79,53.89
2026-03-24T13:28:00Z,47.69,53.75
2026-03-24T13:29:00Z,67.76,36.10
2026-03-24T13:30:00Z,88.35,9.86
2026-03-24T13:31:00Z,78.22,22.11
2026-03-24T13:32:00Z,69.11,36.28
2026-03-24T13:33:00Z,73.01,28.29
2026-03-24T13:34:00Z,59.32,45.96
2026-03-24T13:35:00Z,68.90,37.09
2026-03-24T13:36:00Z,64.83,38.36
2026-03-24T13:37:00Z,51.41,53.73
2026-03-24T13:38:00Z,43.14,59.87
2026-03-24T13:39:00Z,52.72,49.29
2026-03-24T13:40:00Z,66.05,36.33
2026-03-24T13:41:00Z,67.43,33.56
2026-03-24T13:42:00Z,91.50,9.13
2026-03-24T13:43:00Z,90.88,7.07
2026-03-24T13:44:00Z,98.27,2.76
2026-03-24T13:45:00Z,99.00,1.00
2026-03-24T13:46:00Z,99.00,1.00
2026-03-24T13:47:00Z,99.00,1.00
2026-03-24T13:48:00Z,99.00,1.00
