# event_ticker=KXATPMATCH-25JUL18UGOMIS
# final_score=6-3 7-5
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Filip Misolic
# kalshi_date=2025-07-18
timestamp,Camilo Ugo Carabelli,Filip Misolic
2025-07-18T12:43:00Z,75.74,47.00
2025-07-18T12:45:00Z,69.00,43.00
2025-07-18T12:46:00Z,78.04,43.00
2025-07-18T12:47:00Z,77.76,43.00
2025-07-18T12:48:00Z,83.54,28.75
2025-07-18T12:49:00Z,71.00,28.75
2025-07-18T12:50:00Z,79.00,28.75
2025-07-18T12:51:00Z,78.74,25.00
2025-07-18T12:52:00Z,80.00,25.00
2025-07-18T12:53:00Z,80.00,25.00
2025-07-18T12:54:00Z,85.43,30.65
2025-07-18T12:55:00Z,78.66,20.00
2025-07-18T12:57:00Z,88.00,20.00
2025-07-18T12:58:00Z,78.11,25.24
2025-07-18T12:59:00Z,78.11,44.91
2025-07-18T13:00:00Z,62.46,42.01
2025-07-18T13:01:00Z,62.46,43.64
2025-07-18T13:02:00Z,62.46,43.25
2025-07-18T13:03:00Z,62.46,44.00
2025-07-18T13:04:00Z,57.00,46.89
2025-07-18T13:05:00Z,57.00,47.00
2025-07-18T13:07:00Z,60.00,46.00
2025-07-18T13:08:00Z,71.00,43.80
2025-07-18T13:09:00Z,78.50,42.00
2025-07-18T13:11:00Z,60.00,53.33
2025-07-18T13:12:00Z,72.46,46.38
2025-07-18T13:14:00Z,71.00,70.67
2025-07-18T13:15:00Z,71.00,69.96
2025-07-18T13:16:00Z,67.16,58.25
2025-07-18T13:17:00Z,69.02,49.99
2025-07-18T13:18:00Z,69.02,48.50
2025-07-18T13:20:00Z,69.00,54.00
2025-07-18T13:21:00Z,51.29,54.00
2025-07-18T13:23:00Z,68.16,54.00
2025-07-18T13:24:00Z,58.91,47.87
2025-07-18T13:25:00Z,55.00,52.43
2025-07-18T13:26:00Z,68.14,52.43
2025-07-18T13:27:00Z,79.50,31.94
2025-07-18T13:28:00Z,83.94,31.94
2025-07-18T13:29:00Z,87.12,29.16
2025-07-18T13:30:00Z,94.94,7.39
2025-07-18T13:31:00Z,92.01,9.48
2025-07-18T13:32:00Z,93.00,15.00
2025-07-18T13:33:00Z,92.43,26.46
2025-07-18T13:34:00Z,76.31,28.12
2025-07-18T13:35:00Z,94.71,7.29
2025-07-18T13:36:00Z,94.71,13.76
2025-07-18T13:37:00Z,83.36,35.99
2025-07-18T13:38:00Z,78.54,34.00
2025-07-18T13:39:00Z,85.71,21.27
2025-07-18T13:40:00Z,87.00,21.27
2025-07-18T13:41:00Z,83.46,23.85
2025-07-18T13:42:00Z,78.17,15.18
2025-07-18T13:43:00Z,96.00,15.18
2025-07-18T13:44:00Z,96.00,12.00
2025-07-18T13:45:00Z,98.89,1.01
2025-07-18T13:46:00Z,99.00,1.01
2025-07-18T13:47:00Z,99.00,1.01
2025-07-18T13:48:00Z,99.00,1.01
