# event_ticker=KXATPCHALLENGERMATCH-26MAY07CLABAS
# final_score=6-4 6-2
# match_winner=Jay Clarke
# fav_player=Jay Clarke
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-05-07
timestamp,Jay Clarke,Nishesh Basavareddy
2026-05-07T14:42:00Z,35.79,64.58
2026-05-07T14:43:00Z,36.63,63.47
2026-05-07T14:44:00Z,41.22,63.61
2026-05-07T14:45:00Z,39.50,61.24
2026-05-07T14:46:00Z,48.28,51.98
2026-05-07T14:47:00Z,51.00,52.00
2026-05-07T14:48:00Z,53.84,49.03
2026-05-07T14:49:00Z,56.77,45.02
2026-05-07T14:50:00Z,57.89,42.71
2026-05-07T14:51:00Z,61.19,38.08
2026-05-07T14:52:00Z,61.55,38.75
2026-05-07T14:53:00Z,57.58,42.45
2026-05-07T14:54:00Z,57.00,44.00
2026-05-07T14:55:00Z,54.68,47.22
2026-05-07T14:56:00Z,46.55,51.59
2026-05-07T14:57:00Z,51.11,49.11
2026-05-07T14:58:00Z,48.50,53.31
2026-05-07T14:59:00Z,56.49,43.33
2026-05-07T15:00:00Z,59.68,39.25
2026-05-07T15:01:00Z,61.11,38.10
2026-05-07T15:02:00Z,61.94,38.00
2026-05-07T15:03:00Z,62.00,37.90
2026-05-07T15:04:00Z,62.00,38.00
2026-05-07T15:05:00Z,62.00,38.00
2026-05-07T15:06:00Z,62.69,37.72
2026-05-07T15:07:00Z,59.29,39.37
2026-05-07T15:08:00Z,58.95,41.40
2026-05-07T15:09:00Z,59.55,41.98
2026-05-07T15:10:00Z,59.00,41.98
2026-05-07T15:11:00Z,60.00,42.23
2026-05-07T15:12:00Z,55.67,42.92
2026-05-07T15:13:00Z,54.00,44.58
2026-05-07T15:14:00Z,54.28,47.36
2026-05-07T15:15:00Z,56.19,46.47
2026-05-07T15:16:00Z,57.31,43.00
2026-05-07T15:17:00Z,50.78,49.26
2026-05-07T15:18:00Z,53.82,46.62
2026-05-07T15:19:00Z,56.54,44.86
2026-05-07T15:20:00Z,52.34,48.17
2026-05-07T15:21:00Z,57.31,41.32
2026-05-07T15:22:00Z,61.46,37.66
2026-05-07T15:23:00Z,68.33,32.84
2026-05-07T15:24:00Z,69.40,29.90
2026-05-07T15:25:00Z,72.98,28.48
2026-05-07T15:26:00Z,75.50,24.29
2026-05-07T15:27:00Z,77.07,21.45
2026-05-07T15:28:00Z,72.97,24.07
2026-05-07T15:29:00Z,78.40,20.76
2026-05-07T15:30:00Z,77.94,21.18
2026-05-07T15:31:00Z,77.33,24.80
2026-05-07T15:32:00Z,78.49,21.95
2026-05-07T15:33:00Z,84.82,16.79
2026-05-07T15:34:00Z,85.45,15.04
2026-05-07T15:35:00Z,82.37,18.22
2026-05-07T15:36:00Z,84.75,14.62
2026-05-07T15:37:00Z,90.40,6.32
2026-05-07T15:38:00Z,95.00,5.31
2026-05-07T15:39:00Z,93.10,6.80
2026-05-07T15:40:00Z,95.71,4.93
2026-05-07T15:41:00Z,98.00,1.91
2026-05-07T15:42:00Z,98.72,1.74
2026-05-07T15:43:00Z,98.12,1.80
2026-05-07T15:44:00Z,98.80,1.82
2026-05-07T15:45:00Z,97.98,2.51
2026-05-07T15:46:00Z,98.00,3.00
2026-05-07T15:47:00Z,99.00,1.43
2026-05-07T15:48:00Z,99.00,1.00
2026-05-07T15:49:00Z,99.00,1.00
2026-05-07T15:50:00Z,99.00,1.00
