# event_ticker=KXATPCHALLENGERMATCH-26FEB16SACDRO
# final_score=6-0 4-6 6-3
# match_winner=Titouan Droguet
# fav_player=Titouan Droguet
# dog_player=Vitaliy Sachko
# kalshi_date=2026-02-16
timestamp,Titouan Droguet,Vitaliy Sachko
2026-02-16T17:02:00Z,83.00,16.03
2026-02-16T17:03:00Z,87.77,11.45
2026-02-16T17:04:00Z,91.00,6.11
2026-02-16T17:05:00Z,90.87,8.19
2026-02-16T17:06:00Z,91.51,10.00
2026-02-16T17:07:00Z,90.16,8.22
2026-02-16T17:08:00Z,93.16,8.00
2026-02-16T17:09:00Z,92.00,9.00
2026-02-16T17:10:00Z,93.00,8.00
2026-02-16T17:11:00Z,94.59,5.43
2026-02-16T17:12:00Z,94.40,6.05
2026-02-16T17:13:00Z,95.31,5.50
2026-02-16T17:14:00Z,96.00,5.50
2026-02-16T17:15:00Z,95.87,5.02
2026-02-16T17:16:00Z,94.94,6.00
2026-02-16T17:17:00Z,96.00,6.00
2026-02-16T17:18:00Z,96.00,6.00
2026-02-16T17:19:00Z,95.88,4.99
2026-02-16T17:20:00Z,96.00,4.96
2026-02-16T17:21:00Z,95.68,5.00
2026-02-16T17:22:00Z,95.68,4.71
2026-02-16T17:23:00Z,95.68,5.00
2026-02-16T17:24:00Z,96.21,4.45
2026-02-16T17:25:00Z,92.67,7.29
2026-02-16T17:26:00Z,93.16,9.00
2026-02-16T17:27:00Z,94.00,8.84
2026-02-16T17:28:00Z,95.00,6.00
2026-02-16T17:29:00Z,96.00,4.51
2026-02-16T17:30:00Z,95.15,5.10
2026-02-16T17:31:00Z,95.15,6.99
2026-02-16T17:32:00Z,94.95,6.00
2026-02-16T17:33:00Z,96.03,3.65
2026-02-16T17:34:00Z,97.09,4.09
2026-02-16T17:35:00Z,96.40,6.00
2026-02-16T17:36:00Z,95.30,5.00
2026-02-16T17:37:00Z,95.85,5.00
2026-02-16T17:38:00Z,95.00,5.00
2026-02-16T17:39:00Z,97.01,3.24
2026-02-16T17:40:00Z,98.00,2.16
2026-02-16T17:41:00Z,98.00,2.90
2026-02-16T17:42:00Z,98.77,3.01
2026-02-16T17:43:00Z,95.96,5.21
2026-02-16T17:44:00Z,96.00,6.00
2026-02-16T17:45:00Z,94.23,5.00
2026-02-16T17:46:00Z,94.00,7.34
2026-02-16T17:47:00Z,93.04,8.27
2026-02-16T17:48:00Z,94.37,7.30
2026-02-16T17:49:00Z,95.00,3.55
2026-02-16T17:50:00Z,94.00,7.00
2026-02-16T17:51:00Z,94.00,7.00
2026-02-16T17:52:00Z,94.99,7.00
2026-02-16T17:53:00Z,95.43,4.66
2026-02-16T17:54:00Z,95.58,4.40
2026-02-16T17:55:00Z,94.80,7.00
2026-02-16T17:56:00Z,92.71,7.58
2026-02-16T17:57:00Z,90.78,9.04
2026-02-16T17:58:00Z,91.62,8.72
2026-02-16T17:59:00Z,90.95,10.17
2026-02-16T18:00:00Z,91.94,9.79
2026-02-16T18:01:00Z,87.78,14.45
2026-02-16T18:02:00Z,80.96,18.82
2026-02-16T18:03:00Z,80.08,20.74
2026-02-16T18:04:00Z,75.64,26.24
2026-02-16T18:05:00Z,73.56,28.12
2026-02-16T18:06:00Z,75.01,26.04
2026-02-16T18:07:00Z,76.02,26.12
2026-02-16T18:08:00Z,75.14,25.73
2026-02-16T18:09:00Z,74.99,25.84
2026-02-16T18:10:00Z,74.58,25.86
2026-02-16T18:11:00Z,71.13,32.24
2026-02-16T18:12:00Z,67.97,31.77
2026-02-16T18:13:00Z,69.00,31.45
2026-02-16T18:14:00Z,68.96,32.59
2026-02-16T18:15:00Z,66.07,36.09
2026-02-16T18:16:00Z,59.41,42.49
2026-02-16T18:17:00Z,67.70,33.52
2026-02-16T18:18:00Z,72.44,27.43
2026-02-16T18:19:00Z,74.09,27.74
2026-02-16T18:20:00Z,80.92,18.30
2026-02-16T18:21:00Z,85.00,13.24
2026-02-16T18:22:00Z,88.53,10.62
2026-02-16T18:23:00Z,89.54,10.23
2026-02-16T18:24:00Z,89.68,11.93
2026-02-16T18:25:00Z,90.80,8.98
2026-02-16T18:26:00Z,85.36,14.12
2026-02-16T18:27:00Z,90.57,10.35
2026-02-16T18:28:00Z,94.83,6.21
2026-02-16T18:29:00Z,94.57,6.50
2026-02-16T18:30:00Z,95.15,4.06
2026-02-16T18:31:00Z,95.80,3.07
2026-02-16T18:32:00Z,93.97,6.65
2026-02-16T18:33:00Z,92.25,8.44
2026-02-16T18:34:00Z,95.84,7.21
2026-02-16T18:35:00Z,97.48,3.63
2026-02-16T18:36:00Z,97.00,4.73
2026-02-16T18:37:00Z,96.95,2.57
2026-02-16T18:38:00Z,96.29,4.07
2026-02-16T18:39:00Z,95.90,4.62
2026-02-16T18:40:00Z,97.51,2.85
2026-02-16T18:41:00Z,96.74,3.26
2026-02-16T18:42:00Z,95.90,4.46
2026-02-16T18:43:00Z,97.03,4.10
2026-02-16T18:44:00Z,95.07,5.39
2026-02-16T18:45:00Z,96.37,4.80
2026-02-16T18:46:00Z,98.35,3.03
2026-02-16T18:47:00Z,97.91,2.41
2026-02-16T18:48:00Z,97.74,3.19
2026-02-16T18:49:00Z,97.95,3.72
2026-02-16T18:50:00Z,97.71,3.00
2026-02-16T18:51:00Z,97.15,3.71
2026-02-16T18:52:00Z,92.84,8.63
2026-02-16T18:53:00Z,92.86,9.89
2026-02-16T18:54:00Z,97.17,3.09
2026-02-16T18:55:00Z,97.75,3.41
2026-02-16T18:56:00Z,99.00,1.00
2026-02-16T18:57:00Z,99.00,1.00
2026-02-16T18:58:00Z,99.00,1.00
2026-02-16T18:59:00Z,99.00,1.00
2026-02-16T19:01:00Z,99.00,1.00
