# event_ticker=KXATPMATCH-25SEP20RUBROY
# final_score=6-4 7-6(2)
# score_resolution=4-6 6-7
# match_winner=Valentin Royer
# fav_player=Andrey Rublev
# dog_player=Valentin Royer
# kalshi_date=2025-09-20
timestamp,Andrey Rublev,Valentin Royer
2025-09-20T08:44:00Z,49.18,53.00
2025-09-20T08:45:00Z,50.15,42.20
2025-09-20T08:46:00Z,50.00,42.20
2025-09-20T08:47:00Z,50.00,42.20
2025-09-20T08:48:00Z,50.41,52.06
2025-09-20T08:49:00Z,47.01,56.40
2025-09-20T08:50:00Z,54.00,53.00
2025-09-20T08:51:00Z,54.00,53.24
2025-09-20T08:52:00Z,51.00,49.79
2025-09-20T08:53:00Z,51.00,49.00
2025-09-20T08:54:00Z,44.78,54.70
2025-09-20T08:55:00Z,44.78,55.67
2025-09-20T08:56:00Z,48.44,50.00
2025-09-20T08:57:00Z,59.30,53.00
2025-09-20T08:58:00Z,53.00,47.00
2025-09-20T08:59:00Z,61.80,48.14
2025-09-20T09:00:00Z,50.87,52.77
2025-09-20T09:01:00Z,53.00,52.59
2025-09-20T09:02:00Z,45.95,60.23
2025-09-20T09:03:00Z,53.29,58.49
2025-09-20T09:04:00Z,44.72,58.38
2025-09-20T09:05:00Z,47.88,55.72
2025-09-20T09:06:00Z,54.98,53.91
2025-09-20T09:07:00Z,56.18,53.00
2025-09-20T09:08:00Z,58.31,46.17
2025-09-20T09:09:00Z,53.58,52.21
2025-09-20T09:10:00Z,49.05,53.34
2025-09-20T09:11:00Z,53.55,54.99
2025-09-20T09:12:00Z,51.42,51.89
2025-09-20T09:13:00Z,58.32,48.30
2025-09-20T09:14:00Z,52.61,52.67
2025-09-20T09:15:00Z,52.47,53.11
2025-09-20T09:16:00Z,44.21,55.09
2025-09-20T09:17:00Z,39.02,58.63
2025-09-20T09:18:00Z,42.16,60.37
2025-09-20T09:19:00Z,38.81,60.03
2025-09-20T09:20:00Z,47.60,53.05
2025-09-20T09:21:00Z,53.41,53.00
2025-09-20T09:22:00Z,46.08,53.00
2025-09-20T09:23:00Z,48.29,52.18
2025-09-20T09:24:00Z,45.69,56.72
2025-09-20T09:25:00Z,43.22,56.72
2025-09-20T09:26:00Z,42.51,60.69
2025-09-20T09:27:00Z,36.02,68.55
2025-09-20T09:28:00Z,43.76,61.54
2025-09-20T09:29:00Z,48.81,61.54
2025-09-20T09:30:00Z,45.74,57.88
2025-09-20T09:31:00Z,42.91,56.42
2025-09-20T09:32:00Z,44.40,61.05
2025-09-20T09:33:00Z,40.75,59.24
2025-09-20T09:34:00Z,41.52,58.88
2025-09-20T09:35:00Z,27.33,69.00
2025-09-20T09:36:00Z,14.95,82.98
2025-09-20T09:37:00Z,10.04,89.17
2025-09-20T09:38:00Z,14.34,88.04
2025-09-20T09:39:00Z,6.71,98.85
2025-09-20T09:40:00Z,1.36,99.00
2025-09-20T09:41:00Z,1.36,99.00
2025-09-20T09:42:00Z,1.36,99.00
2025-09-20T09:43:00Z,1.36,99.00
2025-09-20T09:44:00Z,1.36,99.00
2025-09-20T09:46:00Z,1.36,99.00
