# event_ticker=KXATPCHALLENGERMATCH-26MAR11BUEAGA
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Gonzalo Bueno
# fav_player=Franco Agamenone
# dog_player=Gonzalo Bueno
# kalshi_date=2026-03-11
timestamp,Franco Agamenone,Gonzalo Bueno
2026-03-11T23:33:00Z,6.00,94.39
2026-03-11T23:34:00Z,6.66,95.00
2026-03-11T23:35:00Z,7.29,95.18
2026-03-11T23:36:00Z,9.66,95.33
2026-03-11T23:37:00Z,8.24,93.65
2026-03-11T23:38:00Z,5.56,95.56
2026-03-11T23:39:00Z,4.00,97.00
2026-03-11T23:40:00Z,3.54,96.01
2026-03-11T23:41:00Z,4.51,95.00
2026-03-11T23:42:00Z,5.00,95.24
2026-03-11T23:43:00Z,4.75,95.75
2026-03-11T23:44:00Z,5.00,95.01
2026-03-11T23:45:00Z,2.50,97.15
2026-03-11T23:46:00Z,2.38,98.00
2026-03-11T23:47:00Z,2.32,98.34
2026-03-11T23:48:00Z,3.00,97.04
2026-03-11T23:49:00Z,4.00,96.23
2026-03-11T23:50:00Z,5.00,97.00
2026-03-11T23:51:00Z,4.20,96.56
2026-03-11T23:52:00Z,2.25,97.02
2026-03-11T23:53:00Z,3.00,98.33
2026-03-11T23:54:00Z,2.91,98.33
2026-03-11T23:55:00Z,1.84,99.00
2026-03-11T23:56:00Z,1.00,98.50
2026-03-11T23:57:00Z,1.00,99.00
2026-03-11T23:58:00Z,1.00,99.00
2026-03-11T23:59:00Z,1.00,99.00
2026-03-12T00:00:00Z,1.05,99.00
2026-03-12T00:01:00Z,2.00,98.89
2026-03-12T00:02:00Z,2.00,99.00
2026-03-12T00:03:00Z,1.95,98.00
2026-03-12T00:04:00Z,1.13,99.00
2026-03-12T00:05:00Z,1.13,98.97
2026-03-12T00:06:00Z,1.13,99.00
2026-03-12T00:07:00Z,1.13,99.00
2026-03-12T00:11:00Z,1.13,99.00
