# event_ticker=KXATPCHALLENGERMATCH-26MAY28TSEMID
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Chun-Hsin Tseng
# fav_player=Lautaro Midon
# dog_player=Chun Hsin Tseng
# kalshi_date=2026-05-28
timestamp,Chun Hsin Tseng,Lautaro Midon
2026-05-28T16:42:00Z,64.61,36.24
2026-05-28T16:43:00Z,62.33,37.82
2026-05-28T16:44:00Z,62.00,38.93
2026-05-28T16:45:00Z,66.29,35.20
2026-05-28T16:46:00Z,67.00,34.00
2026-05-28T16:48:00Z,67.77,33.17
2026-05-28T16:49:00Z,66.90,33.97
2026-05-28T16:50:00Z,64.09,35.88
2026-05-28T16:51:00Z,62.00,39.00
2026-05-28T16:52:00Z,63.18,34.47
2026-05-28T16:53:00Z,67.79,33.02
2026-05-28T16:54:00Z,67.06,33.98
2026-05-28T16:55:00Z,67.95,33.00
2026-05-28T16:56:00Z,67.88,33.00
2026-05-28T16:57:00Z,66.93,33.11
2026-05-28T16:58:00Z,67.86,32.39
2026-05-28T16:59:00Z,65.32,36.59
2026-05-28T17:00:00Z,62.00,39.19
2026-05-28T17:01:00Z,65.51,34.00
2026-05-28T17:02:00Z,66.68,34.00
2026-05-28T17:03:00Z,66.15,34.00
2026-05-28T17:04:00Z,67.00,34.00
2026-05-28T17:05:00Z,68.74,30.45
2026-05-28T17:06:00Z,73.02,24.88
2026-05-28T17:07:00Z,83.27,14.72
2026-05-28T17:08:00Z,84.99,16.00
2026-05-28T17:09:00Z,84.79,15.94
2026-05-28T17:10:00Z,84.25,16.62
2026-05-28T17:11:00Z,82.76,20.22
2026-05-28T17:12:00Z,79.08,21.25
2026-05-28T17:13:00Z,81.94,19.16
2026-05-28T17:14:00Z,83.96,15.00
2026-05-28T17:15:00Z,84.01,16.49
2026-05-28T17:16:00Z,85.83,15.60
2026-05-28T17:17:00Z,81.07,17.66
2026-05-28T17:18:00Z,83.65,15.95
2026-05-28T17:19:00Z,80.51,19.86
2026-05-28T17:20:00Z,80.32,19.79
2026-05-28T17:21:00Z,82.24,19.48
2026-05-28T17:22:00Z,80.68,20.37
2026-05-28T17:23:00Z,79.57,20.29
2026-05-28T17:24:00Z,83.53,16.87
2026-05-28T17:25:00Z,82.20,17.90
2026-05-28T17:26:00Z,83.00,17.00
2026-05-28T17:27:00Z,81.77,20.84
2026-05-28T17:28:00Z,72.06,27.82
2026-05-28T17:29:00Z,72.00,29.00
2026-05-28T17:30:00Z,73.32,28.39
2026-05-28T17:31:00Z,78.06,23.23
2026-05-28T17:32:00Z,81.69,21.95
2026-05-28T17:33:00Z,81.35,18.95
2026-05-28T17:34:00Z,81.88,19.96
2026-05-28T17:35:00Z,83.70,16.75
2026-05-28T17:36:00Z,86.51,13.94
2026-05-28T17:37:00Z,87.00,14.00
2026-05-28T17:38:00Z,85.72,14.36
2026-05-28T17:39:00Z,87.44,15.99
2026-05-28T17:40:00Z,88.99,10.68
2026-05-28T17:41:00Z,90.64,12.15
2026-05-28T17:42:00Z,89.56,10.24
2026-05-28T17:43:00Z,94.25,7.00
2026-05-28T17:44:00Z,94.69,5.85
2026-05-28T17:45:00Z,94.00,6.84
2026-05-28T17:46:00Z,92.60,9.17
2026-05-28T17:47:00Z,89.28,13.27
2026-05-28T17:48:00Z,88.00,13.70
2026-05-28T17:49:00Z,90.40,9.76
2026-05-28T17:50:00Z,91.13,10.56
2026-05-28T17:51:00Z,93.03,7.95
2026-05-28T17:52:00Z,91.13,5.26
2026-05-28T17:53:00Z,95.31,4.42
2026-05-28T17:54:00Z,97.24,2.80
2026-05-28T17:55:00Z,98.00,2.47
2026-05-28T17:56:00Z,98.13,2.45
2026-05-28T17:57:00Z,96.99,3.73
2026-05-28T17:58:00Z,98.00,2.40
2026-05-28T17:59:00Z,97.72,2.14
2026-05-28T18:00:00Z,98.00,3.00
2026-05-28T18:01:00Z,97.88,2.50
2026-05-28T18:02:00Z,97.00,3.97
2026-05-28T18:03:00Z,97.88,3.00
2026-05-28T18:04:00Z,98.92,2.01
2026-05-28T18:05:00Z,99.00,1.35
2026-05-28T18:06:00Z,99.00,1.35
