# event_ticker=KXATPCHALLENGERMATCH-26JUN05PELBAS
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Andrea Pellegrino
# fav_player=Pierluigi Basile
# dog_player=Andrea Pellegrino
# kalshi_date=2026-06-05
timestamp,Andrea Pellegrino,Pierluigi Basile
2026-06-05T18:27:00Z,79.91,22.00
2026-06-05T18:29:00Z,80.00,22.00
2026-06-05T18:30:00Z,80.00,22.00
2026-06-05T18:31:00Z,80.00,22.00
2026-06-05T18:34:00Z,80.00,22.00
2026-06-05T18:35:00Z,80.52,22.00
2026-06-05T18:36:00Z,80.52,22.00
2026-06-05T18:37:00Z,80.00,22.00
2026-06-05T18:38:00Z,80.86,22.00
2026-06-05T18:39:00Z,80.00,22.00
2026-06-05T18:40:00Z,79.00,22.00
2026-06-05T18:41:00Z,79.97,21.52
2026-06-05T18:42:00Z,78.01,23.49
2026-06-05T18:43:00Z,78.96,22.94
2026-06-05T18:44:00Z,80.75,18.51
2026-06-05T18:45:00Z,80.70,22.56
2026-06-05T18:46:00Z,79.49,21.49
2026-06-05T18:47:00Z,82.89,18.49
2026-06-05T18:48:00Z,86.35,13.76
2026-06-05T18:49:00Z,87.99,11.83
2026-06-05T18:50:00Z,84.08,17.35
2026-06-05T18:51:00Z,81.05,20.77
2026-06-05T18:52:00Z,77.53,24.25
2026-06-05T18:53:00Z,78.99,22.65
2026-06-05T18:54:00Z,79.00,19.91
2026-06-05T18:55:00Z,77.09,25.60
2026-06-05T18:56:00Z,73.93,26.98
2026-06-05T18:57:00Z,74.00,27.93
2026-06-05T18:58:00Z,77.82,24.01
2026-06-05T18:59:00Z,74.01,26.08
2026-06-05T19:00:00Z,76.42,24.84
2026-06-05T19:01:00Z,78.13,22.92
2026-06-05T19:02:00Z,79.80,22.87
2026-06-05T19:03:00Z,80.71,20.11
2026-06-05T19:04:00Z,83.70,18.59
2026-06-05T19:05:00Z,82.99,17.94
2026-06-05T19:06:00Z,84.24,14.97
2026-06-05T19:07:00Z,86.93,13.91
2026-06-05T19:08:00Z,86.67,14.42
2026-06-05T19:09:00Z,87.98,11.21
2026-06-05T19:10:00Z,87.91,11.98
2026-06-05T19:11:00Z,89.04,10.81
2026-06-05T19:12:00Z,91.00,9.79
2026-06-05T19:13:00Z,91.01,8.95
2026-06-05T19:14:00Z,92.89,7.88
2026-06-05T19:15:00Z,92.07,7.98
2026-06-05T19:16:00Z,93.00,7.08
2026-06-05T19:17:00Z,93.92,6.99
2026-06-05T19:18:00Z,94.49,5.89
2026-06-05T19:19:00Z,93.14,6.62
2026-06-05T19:20:00Z,94.00,5.49
2026-06-05T19:21:00Z,93.09,7.00
2026-06-05T19:22:00Z,93.87,7.84
2026-06-05T19:23:00Z,93.62,7.02
2026-06-05T19:24:00Z,93.00,7.96
2026-06-05T19:25:00Z,91.96,8.97
2026-06-05T19:26:00Z,92.89,7.56
2026-06-05T19:27:00Z,93.37,8.00
2026-06-05T19:28:00Z,91.97,8.58
2026-06-05T19:29:00Z,90.85,9.69
2026-06-05T19:30:00Z,92.50,9.18
2026-06-05T19:31:00Z,92.00,10.00
2026-06-05T19:32:00Z,90.72,10.61
2026-06-05T19:33:00Z,91.39,10.14
2026-06-05T19:34:00Z,91.26,9.14
2026-06-05T19:35:00Z,93.36,8.13
2026-06-05T19:36:00Z,95.74,4.06
2026-06-05T19:37:00Z,96.43,3.80
2026-06-05T19:38:00Z,97.00,3.81
2026-06-05T19:39:00Z,97.74,2.83
2026-06-05T19:40:00Z,98.05,1.88
2026-06-05T19:41:00Z,97.96,2.76
2026-06-05T19:42:00Z,98.90,1.84
2026-06-05T19:43:00Z,98.13,1.98
2026-06-05T19:44:00Z,99.00,1.10
2026-06-05T19:45:00Z,99.00,1.00
2026-06-05T19:46:00Z,99.00,1.00
2026-06-05T19:47:00Z,99.00,1.00
2026-06-05T19:48:00Z,99.00,1.01
2026-06-05T19:49:00Z,99.00,1.94
2026-06-05T19:50:00Z,99.00,1.00
2026-06-05T19:51:00Z,99.00,1.00
2026-06-05T19:52:00Z,99.00,1.96
2026-06-05T19:53:00Z,98.53,2.00
2026-06-05T19:54:00Z,99.00,1.08
2026-06-05T19:55:00Z,98.00,1.23
2026-06-05T19:56:00Z,98.00,1.00
