# event_ticker=KXATPCHALLENGERMATCH-26APR03MARGAK
# final_score=6-1 7-5
# match_winner=Pol Martin Tiffon
# fav_player=Pol Martin Tiffon
# dog_player=Ivan Gakhov
# kalshi_date=2026-04-03
timestamp,Pol Martin Tiffon,Ivan Gakhov
2026-04-03T08:42:00Z,54.06,49.33
2026-04-03T08:43:00Z,62.91,45.13
2026-04-03T08:45:00Z,62.91,45.99
2026-04-03T08:46:00Z,67.16,33.53
2026-04-03T08:47:00Z,68.88,33.00
2026-04-03T08:48:00Z,70.79,36.42
2026-04-03T08:49:00Z,70.90,34.83
2026-04-03T08:50:00Z,64.00,35.38
2026-04-03T08:51:00Z,66.00,34.47
2026-04-03T08:52:00Z,66.84,33.29
2026-04-03T08:53:00Z,73.03,29.67
2026-04-03T08:54:00Z,72.17,28.88
2026-04-03T08:55:00Z,72.17,28.28
2026-04-03T08:56:00Z,81.29,19.90
2026-04-03T08:57:00Z,79.57,20.76
2026-04-03T08:58:00Z,79.57,19.38
2026-04-03T08:59:00Z,82.05,19.11
2026-04-03T09:00:00Z,83.91,19.62
2026-04-03T09:01:00Z,82.14,18.00
2026-04-03T09:02:00Z,85.00,17.38
2026-04-03T09:03:00Z,85.53,18.70
2026-04-03T09:04:00Z,85.00,18.92
2026-04-03T09:05:00Z,83.81,19.28
2026-04-03T09:06:00Z,86.18,16.00
2026-04-03T09:07:00Z,88.91,14.51
2026-04-03T09:08:00Z,88.91,10.50
2026-04-03T09:09:00Z,90.81,10.50
2026-04-03T09:10:00Z,88.00,10.94
2026-04-03T09:11:00Z,88.00,11.90
2026-04-03T09:12:00Z,88.87,12.17
2026-04-03T09:13:00Z,88.01,11.55
2026-04-03T09:14:00Z,87.63,16.47
2026-04-03T09:15:00Z,87.92,14.79
2026-04-03T09:16:00Z,83.65,14.98
2026-04-03T09:17:00Z,83.65,16.35
2026-04-03T09:18:00Z,84.75,18.18
2026-04-03T09:19:00Z,86.03,18.99
2026-04-03T09:20:00Z,88.63,13.73
2026-04-03T09:21:00Z,89.11,12.23
2026-04-03T09:22:00Z,90.65,9.16
2026-04-03T09:23:00Z,94.84,8.24
2026-04-03T09:24:00Z,94.84,5.09
2026-04-03T09:25:00Z,93.00,5.91
2026-04-03T09:26:00Z,93.00,5.64
2026-04-03T09:27:00Z,90.70,7.58
2026-04-03T09:28:00Z,88.00,12.43
2026-04-03T09:29:00Z,90.78,13.04
2026-04-03T09:30:00Z,86.00,15.89
2026-04-03T09:31:00Z,86.00,13.57
2026-04-03T09:32:00Z,92.02,13.37
2026-04-03T09:33:00Z,82.73,15.91
2026-04-03T09:34:00Z,84.07,16.96
2026-04-03T09:35:00Z,85.22,19.04
2026-04-03T09:36:00Z,79.84,20.13
2026-04-03T09:37:00Z,80.96,21.93
2026-04-03T09:38:00Z,73.26,29.97
2026-04-03T09:39:00Z,73.33,29.93
2026-04-03T09:40:00Z,73.14,27.79
2026-04-03T09:41:00Z,64.58,36.62
2026-04-03T09:42:00Z,65.00,36.34
2026-04-03T09:43:00Z,65.00,36.73
2026-04-03T09:44:00Z,64.77,40.43
2026-04-03T09:45:00Z,59.75,42.32
2026-04-03T09:46:00Z,64.27,37.01
2026-04-03T09:47:00Z,63.54,39.84
2026-04-03T09:48:00Z,70.88,32.93
2026-04-03T09:49:00Z,70.88,31.96
2026-04-03T09:50:00Z,77.36,21.43
2026-04-03T09:51:00Z,77.24,20.68
2026-04-03T09:52:00Z,81.75,16.48
2026-04-03T09:53:00Z,85.23,14.21
2026-04-03T09:54:00Z,84.61,16.28
2026-04-03T09:55:00Z,84.29,17.43
2026-04-03T09:56:00Z,85.93,14.45
2026-04-03T09:57:00Z,86.89,17.21
2026-04-03T09:58:00Z,95.75,3.47
2026-04-03T09:59:00Z,96.76,4.50
2026-04-03T10:00:00Z,90.04,7.79
2026-04-03T10:01:00Z,89.74,14.48
2026-04-03T10:02:00Z,89.29,9.27
2026-04-03T10:03:00Z,98.07,1.51
2026-04-03T10:04:00Z,99.00,1.00
2026-04-03T10:05:00Z,99.00,1.00
2026-04-03T10:06:00Z,99.00,1.00
