# event_ticker=KXATPMATCH-25AUG20DIAMED
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Hamad Medjedovic
# fav_player=Gabriel Diallo
# dog_player=Hamad Medjedovic
# kalshi_date=2025-08-20
timestamp,Gabriel Diallo,Hamad Medjedovic
2025-08-20T21:34:00Z,20.23,81.11
2025-08-20T21:35:00Z,17.80,83.94
2025-08-20T21:36:00Z,11.87,92.62
2025-08-20T21:37:00Z,7.45,92.46
2025-08-20T21:38:00Z,10.04,93.27
2025-08-20T21:39:00Z,12.00,91.00
2025-08-20T21:40:00Z,17.00,89.53
2025-08-20T21:41:00Z,12.22,87.00
2025-08-20T21:42:00Z,9.00,91.00
2025-08-20T21:43:00Z,8.63,91.22
2025-08-20T21:44:00Z,8.75,92.72
2025-08-20T21:45:00Z,8.09,93.28
2025-08-20T21:46:00Z,4.87,95.00
2025-08-20T21:47:00Z,2.62,96.54
2025-08-20T21:48:00Z,1.01,98.82
2025-08-20T21:49:00Z,1.01,98.95
2025-08-20T21:52:00Z,1.00,98.95
2025-08-20T21:54:00Z,1.00,98.95
2025-08-20T21:55:00Z,1.00,99.00
2025-08-20T21:56:00Z,1.00,99.00
2025-08-20T21:58:00Z,1.00,99.00
2025-08-20T21:59:00Z,1.00,99.00
2025-08-20T22:00:00Z,1.00,99.00
2025-08-20T22:03:00Z,1.00,99.00
2025-08-20T22:06:00Z,1.00,99.00
