# event_ticker=KXATPCHALLENGERMATCH-26FEB17MASENG
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Justin Engel
# fav_player=Justin Engel
# dog_player=Loann Massard
# kalshi_date=2026-02-17
timestamp,Justin Engel,Loann Massard
2026-02-17T18:13:00Z,66.00,37.00
2026-02-17T18:14:00Z,61.77,39.50
2026-02-17T18:15:00Z,67.45,34.72
2026-02-17T18:16:00Z,68.31,32.00
2026-02-17T18:17:00Z,67.99,32.66
2026-02-17T18:18:00Z,70.00,31.04
2026-02-17T18:19:00Z,74.08,28.87
2026-02-17T18:20:00Z,72.41,30.80
2026-02-17T18:21:00Z,70.00,30.03
2026-02-17T18:22:00Z,77.23,23.20
2026-02-17T18:23:00Z,71.16,28.79
2026-02-17T18:24:00Z,66.70,29.22
2026-02-17T18:25:00Z,66.97,33.86
2026-02-17T18:26:00Z,67.12,33.00
2026-02-17T18:27:00Z,70.17,31.64
2026-02-17T18:28:00Z,70.69,31.59
2026-02-17T18:29:00Z,70.17,30.14
2026-02-17T18:30:00Z,68.14,32.92
2026-02-17T18:31:00Z,70.47,31.93
2026-02-17T18:32:00Z,71.01,31.75
2026-02-17T18:33:00Z,68.00,32.70
2026-02-17T18:34:00Z,66.14,34.57
2026-02-17T18:35:00Z,63.61,39.44
2026-02-17T18:36:00Z,54.94,45.67
2026-02-17T18:37:00Z,56.97,44.64
2026-02-17T18:38:00Z,65.82,35.09
2026-02-17T18:39:00Z,71.11,31.51
2026-02-17T18:40:00Z,72.70,26.90
2026-02-17T18:41:00Z,72.50,29.30
2026-02-17T18:42:00Z,64.04,41.04
2026-02-17T18:43:00Z,67.00,34.98
2026-02-17T18:44:00Z,72.78,23.58
2026-02-17T18:45:00Z,82.94,16.22
2026-02-17T18:46:00Z,80.31,18.02
2026-02-17T18:47:00Z,80.45,20.20
2026-02-17T18:48:00Z,85.48,13.90
2026-02-17T18:49:00Z,83.79,13.88
2026-02-17T18:50:00Z,85.97,14.45
2026-02-17T18:51:00Z,86.98,11.50
2026-02-17T18:52:00Z,88.05,11.19
2026-02-17T18:53:00Z,85.06,13.52
2026-02-17T18:54:00Z,84.13,14.57
2026-02-17T18:55:00Z,85.67,15.92
2026-02-17T18:56:00Z,81.02,17.35
2026-02-17T18:57:00Z,79.91,22.04
2026-02-17T18:58:00Z,82.93,18.88
2026-02-17T18:59:00Z,69.34,28.76
2026-02-17T19:00:00Z,68.51,31.65
2026-02-17T19:01:00Z,65.03,35.26
2026-02-17T19:02:00Z,68.10,30.63
2026-02-17T19:03:00Z,67.26,35.05
2026-02-17T19:04:00Z,65.86,35.52
2026-02-17T19:05:00Z,68.03,36.28
2026-02-17T19:06:00Z,70.00,30.75
2026-02-17T19:07:00Z,68.45,31.90
2026-02-17T19:08:00Z,68.22,32.40
2026-02-17T19:09:00Z,70.42,24.73
2026-02-17T19:10:00Z,77.21,22.42
2026-02-17T19:11:00Z,85.03,15.22
2026-02-17T19:12:00Z,84.26,17.47
2026-02-17T19:13:00Z,87.28,13.06
2026-02-17T19:14:00Z,88.94,12.52
2026-02-17T19:15:00Z,89.06,12.21
2026-02-17T19:16:00Z,93.87,8.49
2026-02-17T19:17:00Z,89.16,9.55
2026-02-17T19:18:00Z,95.07,7.12
2026-02-17T19:19:00Z,97.89,2.20
2026-02-17T19:20:00Z,98.99,1.48
2026-02-17T19:21:00Z,99.00,1.00
2026-02-17T19:22:00Z,99.00,1.00
2026-02-17T19:23:00Z,99.00,1.00
2026-02-17T19:24:00Z,99.00,1.00
2026-02-17T19:25:00Z,99.00,1.00
2026-02-17T19:26:00Z,99.00,1.00
2026-02-17T19:27:00Z,99.00,1.00
2026-02-17T19:28:00Z,99.00,1.00
2026-02-17T19:30:00Z,99.00,1.00
2026-02-17T19:31:00Z,99.00,1.00
2026-02-17T19:32:00Z,99.00,1.00
