# event_ticker=KXATPCHALLENGERMATCH-26MAY11MRVCIN
# final_score=6-3 6-7(0) 7-5
# score_resolution=3-6 7-6 5-7
# match_winner=Federico Cina
# fav_player=Maxim Mrva
# dog_player=Federico Cina
# kalshi_date=2026-05-11
timestamp,Maxim Mrva,Federico Cina
2026-05-11T16:25:00Z,29.25,71.56
2026-05-11T16:26:00Z,33.51,67.49
2026-05-11T16:27:00Z,35.68,64.10
2026-05-11T16:28:00Z,38.97,60.18
2026-05-11T16:29:00Z,37.33,63.91
2026-05-11T16:30:00Z,33.41,63.30
2026-05-11T16:31:00Z,37.50,63.61
2026-05-11T16:32:00Z,34.24,65.87
2026-05-11T16:33:00Z,33.41,66.97
2026-05-11T16:34:00Z,31.01,69.39
2026-05-11T16:35:00Z,33.04,66.33
2026-05-11T16:36:00Z,33.01,66.61
2026-05-11T16:37:00Z,32.99,67.85
2026-05-11T16:38:00Z,38.07,61.13
2026-05-11T16:39:00Z,40.00,60.69
2026-05-11T16:40:00Z,38.01,62.82
2026-05-11T16:41:00Z,40.09,60.00
2026-05-11T16:42:00Z,38.69,62.00
2026-05-11T16:43:00Z,38.00,63.00
2026-05-11T16:44:00Z,37.40,63.44
2026-05-11T16:45:00Z,34.84,65.42
2026-05-11T16:46:00Z,24.75,76.12
2026-05-11T16:47:00Z,34.73,63.50
2026-05-11T16:48:00Z,31.21,68.61
2026-05-11T16:49:00Z,17.85,81.60
2026-05-11T16:50:00Z,17.05,83.56
2026-05-11T16:51:00Z,18.17,83.53
2026-05-11T16:52:00Z,13.28,85.23
2026-05-11T16:53:00Z,18.80,82.27
2026-05-11T16:54:00Z,13.06,86.50
2026-05-11T16:55:00Z,12.25,87.68
2026-05-11T16:56:00Z,16.25,84.77
2026-05-11T16:57:00Z,17.98,82.01
2026-05-11T16:58:00Z,24.74,74.93
2026-05-11T16:59:00Z,34.08,66.34
2026-05-11T17:00:00Z,42.76,57.02
2026-05-11T17:01:00Z,43.62,56.23
2026-05-11T17:02:00Z,44.37,56.72
2026-05-11T17:03:00Z,44.96,54.65
2026-05-11T17:04:00Z,48.51,53.05
2026-05-11T17:05:00Z,46.36,54.73
2026-05-11T17:06:00Z,46.28,55.32
2026-05-11T17:07:00Z,47.74,53.60
2026-05-11T17:08:00Z,41.98,54.45
2026-05-11T17:09:00Z,39.74,63.56
2026-05-11T17:10:00Z,28.96,71.01
2026-05-11T17:11:00Z,38.74,64.07
2026-05-11T17:12:00Z,42.01,62.10
2026-05-11T17:13:00Z,33.97,70.39
2026-05-11T17:14:00Z,28.84,72.08
2026-05-11T17:15:00Z,25.36,74.28
2026-05-11T17:16:00Z,31.94,70.02
2026-05-11T17:17:00Z,47.20,53.12
2026-05-11T17:18:00Z,50.29,49.78
2026-05-11T17:19:00Z,50.33,49.45
2026-05-11T17:20:00Z,56.38,42.45
2026-05-11T17:21:00Z,58.86,41.82
2026-05-11T17:22:00Z,61.11,41.12
2026-05-11T17:23:00Z,62.00,35.61
2026-05-11T17:24:00Z,62.73,40.08
2026-05-11T17:25:00Z,50.22,48.73
2026-05-11T17:26:00Z,58.08,42.62
2026-05-11T17:27:00Z,59.91,40.72
2026-05-11T17:28:00Z,59.93,40.09
2026-05-11T17:29:00Z,56.17,48.01
2026-05-11T17:30:00Z,50.26,48.18
2026-05-11T17:31:00Z,51.82,45.54
2026-05-11T17:32:00Z,60.70,39.95
2026-05-11T17:33:00Z,61.00,39.93
2026-05-11T17:34:00Z,64.23,37.61
2026-05-11T17:35:00Z,58.35,42.76
2026-05-11T17:36:00Z,61.58,42.12
2026-05-11T17:37:00Z,55.16,46.00
2026-05-11T17:38:00Z,54.24,46.45
2026-05-11T17:39:00Z,52.60,47.67
2026-05-11T17:40:00Z,36.98,63.46
2026-05-11T17:41:00Z,48.02,49.19
2026-05-11T17:42:00Z,63.25,36.94
2026-05-11T17:43:00Z,58.27,43.05
2026-05-11T17:44:00Z,57.25,47.07
2026-05-11T17:45:00Z,53.10,46.54
2026-05-11T17:46:00Z,51.27,49.32
2026-05-11T17:47:00Z,47.88,57.59
2026-05-11T17:48:00Z,25.99,74.23
2026-05-11T17:49:00Z,16.26,85.86
2026-05-11T17:50:00Z,12.66,88.04
2026-05-11T17:51:00Z,7.99,92.68
2026-05-11T17:52:00Z,5.12,94.93
2026-05-11T17:53:00Z,6.38,95.11
2026-05-11T17:54:00Z,6.21,92.78
2026-05-11T17:55:00Z,1.00,99.00
2026-05-11T17:56:00Z,1.00,99.00
2026-05-11T17:57:00Z,1.00,99.00
2026-05-11T17:58:00Z,1.00,99.00
2026-05-11T17:59:00Z,1.00,99.00
2026-05-11T18:00:00Z,1.00,99.00
2026-05-11T18:01:00Z,1.00,99.00
2026-05-11T18:02:00Z,1.00,99.00
