# event_ticker=KXATPCHALLENGERMATCH-26MAR17FATPER
# final_score=7-5 6-2
# match_winner=Nerman Fatic
# fav_player=Nerman Fatic
# dog_player=Tiago Pereira
# kalshi_date=2026-03-17
timestamp,Nerman Fatic,Tiago Pereira
2026-03-17T13:24:00Z,98.84,2.60
2026-03-17T13:25:00Z,99.00,1.19
2026-03-17T13:26:00Z,99.00,1.99
2026-03-17T13:27:00Z,99.00,1.69
2026-03-17T13:28:00Z,99.00,1.02
2026-03-17T13:29:00Z,99.00,1.00
2026-03-17T13:30:00Z,99.00,1.00
2026-03-17T13:31:00Z,99.00,1.00
2026-03-17T13:32:00Z,99.00,1.26
2026-03-17T13:34:00Z,99.00,1.26
2026-03-17T13:35:00Z,99.00,1.26
2026-03-17T13:40:00Z,99.00,1.26
2026-03-17T13:42:00Z,99.00,1.00
