# event_ticker=KXATPCHALLENGERMATCH-26MAY01GENMOL
# final_score=6-1 4-6 6-3
# match_winner=Tom Gentzsch
# fav_player=Tom Gentzsch
# dog_player=Rudolf Molleker
# kalshi_date=2026-05-01
timestamp,Tom Gentzsch,Rudolf Molleker
2026-05-01T12:36:00Z,65.00,35.00
2026-05-01T12:41:00Z,65.00,35.00
2026-05-01T12:49:00Z,65.00,35.00
2026-05-01T12:50:00Z,66.00,35.00
2026-05-01T12:51:00Z,66.00,37.00
2026-05-01T12:54:00Z,65.00,37.00
2026-05-01T12:55:00Z,63.00,38.00
2026-05-01T12:56:00Z,60.99,39.44
2026-05-01T12:57:00Z,61.21,38.00
2026-05-01T12:58:00Z,64.00,37.00
2026-05-01T12:59:00Z,64.00,32.00
2026-05-01T13:00:00Z,71.00,32.00
2026-05-01T13:01:00Z,73.31,24.78
2026-05-01T13:02:00Z,73.31,23.73
2026-05-01T13:03:00Z,73.31,22.00
2026-05-01T13:04:00Z,73.31,23.32
2026-05-01T13:05:00Z,76.08,20.90
2026-05-01T13:06:00Z,76.08,21.00
2026-05-01T13:07:00Z,80.00,20.00
2026-05-01T13:08:00Z,78.00,20.00
2026-05-01T13:09:00Z,78.69,20.00
2026-05-01T13:10:00Z,79.00,21.59
2026-05-01T13:12:00Z,80.96,20.00
2026-05-01T13:13:00Z,80.00,20.27
2026-05-01T13:14:00Z,81.15,19.67
2026-05-01T13:15:00Z,85.92,15.26
2026-05-01T13:16:00Z,86.66,13.67
2026-05-01T13:17:00Z,87.00,13.24
2026-05-01T13:18:00Z,88.00,13.00
2026-05-01T13:19:00Z,88.00,13.00
2026-05-01T13:20:00Z,88.00,13.00
2026-05-01T13:21:00Z,85.00,14.34
2026-05-01T13:22:00Z,84.98,15.46
2026-05-01T13:23:00Z,84.00,16.09
2026-05-01T13:24:00Z,84.17,14.29
2026-05-01T13:25:00Z,87.50,14.29
2026-05-01T13:26:00Z,86.08,13.00
2026-05-01T13:27:00Z,86.35,13.00
2026-05-01T13:28:00Z,91.34,9.95
2026-05-01T13:29:00Z,87.00,13.71
2026-05-01T13:30:00Z,86.92,13.98
2026-05-01T13:31:00Z,88.00,14.16
2026-05-01T13:32:00Z,86.00,15.00
2026-05-01T13:33:00Z,85.64,14.93
2026-05-01T13:34:00Z,86.97,14.93
2026-05-01T13:35:00Z,86.20,14.93
2026-05-01T13:36:00Z,86.20,14.00
2026-05-01T13:37:00Z,86.20,14.22
2026-05-01T13:38:00Z,84.00,16.10
2026-05-01T13:39:00Z,84.00,17.00
2026-05-01T13:40:00Z,84.11,16.63
2026-05-01T13:41:00Z,78.46,18.19
2026-05-01T13:42:00Z,74.54,29.83
2026-05-01T13:43:00Z,75.88,23.39
2026-05-01T13:44:00Z,84.80,15.94
2026-05-01T13:45:00Z,83.58,17.32
2026-05-01T13:46:00Z,82.05,19.73
2026-05-01T13:47:00Z,81.14,19.17
2026-05-01T13:48:00Z,82.25,18.01
2026-05-01T13:49:00Z,82.92,18.00
2026-05-01T13:50:00Z,85.02,14.91
2026-05-01T13:51:00Z,86.18,14.49
2026-05-01T13:52:00Z,84.43,16.87
2026-05-01T13:53:00Z,81.25,22.00
2026-05-01T13:54:00Z,78.88,21.95
2026-05-01T13:55:00Z,80.96,21.07
2026-05-01T13:56:00Z,70.91,29.44
2026-05-01T13:57:00Z,67.36,33.39
2026-05-01T13:58:00Z,71.82,30.35
2026-05-01T13:59:00Z,71.07,34.84
2026-05-01T14:00:00Z,61.93,41.82
2026-05-01T14:01:00Z,57.40,43.19
2026-05-01T14:02:00Z,57.00,43.05
2026-05-01T14:03:00Z,57.16,43.00
2026-05-01T14:04:00Z,58.64,42.50
2026-05-01T14:05:00Z,56.48,42.00
2026-05-01T14:06:00Z,57.32,43.20
2026-05-01T14:07:00Z,53.63,47.44
2026-05-01T14:08:00Z,52.34,46.55
2026-05-01T14:09:00Z,54.68,46.18
2026-05-01T14:10:00Z,56.00,48.12
2026-05-01T14:11:00Z,44.32,55.56
2026-05-01T14:12:00Z,49.64,49.18
2026-05-01T14:13:00Z,55.27,44.12
2026-05-01T14:14:00Z,51.15,49.28
2026-05-01T14:15:00Z,48.48,52.35
2026-05-01T14:16:00Z,48.45,53.02
2026-05-01T14:17:00Z,51.63,47.31
2026-05-01T14:18:00Z,47.78,52.82
2026-05-01T14:19:00Z,35.82,62.31
2026-05-01T14:20:00Z,45.49,56.98
2026-05-01T14:21:00Z,52.21,48.37
2026-05-01T14:22:00Z,69.25,32.35
2026-05-01T14:23:00Z,75.96,17.73
2026-05-01T14:24:00Z,82.29,17.99
2026-05-01T14:25:00Z,78.42,21.54
2026-05-01T14:26:00Z,79.30,20.14
2026-05-01T14:27:00Z,76.19,22.66
2026-05-01T14:28:00Z,71.29,27.80
2026-05-01T14:29:00Z,85.31,16.76
2026-05-01T14:30:00Z,88.75,11.18
2026-05-01T14:31:00Z,84.06,15.27
2026-05-01T14:32:00Z,84.81,16.00
2026-05-01T14:33:00Z,79.62,20.79
2026-05-01T14:34:00Z,70.75,26.59
2026-05-01T14:35:00Z,78.58,25.12
2026-05-01T14:36:00Z,86.10,13.08
2026-05-01T14:37:00Z,88.90,9.15
2026-05-01T14:38:00Z,93.93,6.49
2026-05-01T14:39:00Z,93.22,6.28
2026-05-01T14:40:00Z,98.29,1.58
2026-05-01T14:41:00Z,99.00,1.58
2026-05-01T14:42:00Z,99.00,1.58
