# event_ticker=KXATPCHALLENGERMATCH-26MAR30SHIILA
# final_score=7-5 6-3
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Yuta Shimizu
# kalshi_date=2026-03-30
timestamp,Andre Ilagan,Yuta Shimizu
2026-03-31T02:24:00Z,44.91,58.00
2026-03-31T02:25:00Z,44.91,62.00
2026-03-31T02:26:00Z,37.44,59.85
2026-03-31T02:27:00Z,29.47,71.85
2026-03-31T02:28:00Z,32.74,70.00
2026-03-31T02:29:00Z,37.00,63.33
2026-03-31T02:30:00Z,42.00,59.00
2026-03-31T02:31:00Z,42.00,59.00
2026-03-31T02:32:00Z,41.00,59.86
2026-03-31T02:33:00Z,40.34,57.00
2026-03-31T02:34:00Z,40.34,57.57
2026-03-31T02:35:00Z,40.95,60.95
2026-03-31T02:36:00Z,34.77,62.41
2026-03-31T02:37:00Z,34.21,64.24
2026-03-31T02:38:00Z,39.64,60.68
2026-03-31T02:39:00Z,39.79,60.68
2026-03-31T02:40:00Z,44.00,58.00
2026-03-31T02:41:00Z,42.36,57.31
2026-03-31T02:42:00Z,44.16,57.31
2026-03-31T02:43:00Z,45.36,56.22
2026-03-31T02:44:00Z,42.03,60.10
2026-03-31T02:45:00Z,43.50,62.00
2026-03-31T02:46:00Z,43.96,56.99
2026-03-31T02:48:00Z,47.25,55.05
2026-03-31T02:49:00Z,50.38,53.20
2026-03-31T02:50:00Z,58.36,50.35
2026-03-31T02:51:00Z,59.03,39.66
2026-03-31T02:52:00Z,52.98,47.88
2026-03-31T02:53:00Z,56.28,45.00
2026-03-31T02:54:00Z,44.72,54.38
2026-03-31T02:55:00Z,42.99,59.00
2026-03-31T02:56:00Z,41.00,61.15
2026-03-31T02:57:00Z,44.16,58.18
2026-03-31T02:58:00Z,47.02,56.54
2026-03-31T02:59:00Z,47.79,54.00
2026-03-31T03:00:00Z,54.04,46.58
2026-03-31T03:01:00Z,64.33,34.82
2026-03-31T03:02:00Z,72.07,29.00
2026-03-31T03:03:00Z,70.00,28.58
2026-03-31T03:04:00Z,70.00,28.86
2026-03-31T03:05:00Z,71.60,29.77
2026-03-31T03:06:00Z,75.00,25.91
2026-03-31T03:07:00Z,75.31,24.75
2026-03-31T03:08:00Z,77.00,20.98
2026-03-31T03:09:00Z,79.56,23.05
2026-03-31T03:10:00Z,83.78,15.25
2026-03-31T03:11:00Z,79.19,18.80
2026-03-31T03:12:00Z,81.94,19.19
2026-03-31T03:13:00Z,76.50,26.37
2026-03-31T03:14:00Z,71.91,29.96
2026-03-31T03:15:00Z,72.00,28.02
2026-03-31T03:16:00Z,75.82,25.00
2026-03-31T03:17:00Z,72.76,31.35
2026-03-31T03:18:00Z,65.66,33.69
2026-03-31T03:19:00Z,71.01,32.66
2026-03-31T03:20:00Z,75.99,24.95
2026-03-31T03:21:00Z,76.00,24.58
2026-03-31T03:22:00Z,75.81,26.92
2026-03-31T03:23:00Z,77.14,23.86
2026-03-31T03:24:00Z,84.14,16.19
2026-03-31T03:25:00Z,78.43,20.28
2026-03-31T03:26:00Z,86.67,16.16
2026-03-31T03:27:00Z,91.92,8.94
2026-03-31T03:28:00Z,90.02,8.31
2026-03-31T03:29:00Z,94.25,5.23
2026-03-31T03:30:00Z,94.96,5.20
2026-03-31T03:31:00Z,94.36,5.53
2026-03-31T03:32:00Z,92.03,6.90
2026-03-31T03:33:00Z,93.52,6.63
2026-03-31T03:34:00Z,95.33,4.25
2026-03-31T03:35:00Z,96.25,3.29
2026-03-31T03:36:00Z,97.00,3.20
2026-03-31T03:37:00Z,96.86,3.30
2026-03-31T03:38:00Z,96.62,4.28
2026-03-31T03:39:00Z,96.94,3.40
2026-03-31T03:40:00Z,93.31,7.93
2026-03-31T03:41:00Z,94.89,5.11
2026-03-31T03:42:00Z,98.84,1.77
2026-03-31T03:43:00Z,99.00,1.77
2026-03-31T03:44:00Z,99.00,1.77
2026-03-31T03:45:00Z,99.00,1.77
2026-03-31T03:47:00Z,99.00,1.77
2026-03-31T03:49:00Z,99.00,1.77
2026-03-31T03:51:00Z,99.00,1.77
