# event_ticker=KXATPCHALLENGERMATCH-26APR30BUSFAU
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Ignacio Buse
# fav_player=Thomas Faurel
# dog_player=Ignacio Buse
# kalshi_date=2026-04-30
timestamp,Ignacio Buse,Thomas Faurel
2026-04-30T15:26:00Z,84.61,15.72
2026-04-30T15:27:00Z,83.31,16.96
2026-04-30T15:28:00Z,83.31,17.16
2026-04-30T15:29:00Z,84.00,17.33
2026-04-30T15:30:00Z,82.12,15.88
2026-04-30T15:31:00Z,82.00,18.64
2026-04-30T15:32:00Z,82.85,17.57
2026-04-30T15:33:00Z,84.00,17.27
2026-04-30T15:34:00Z,83.00,17.27
2026-04-30T15:35:00Z,82.01,17.48
2026-04-30T15:36:00Z,81.90,19.00
2026-04-30T15:37:00Z,80.00,20.00
2026-04-30T15:38:00Z,79.07,19.65
2026-04-30T15:39:00Z,76.13,25.24
2026-04-30T15:40:00Z,71.83,28.89
2026-04-30T15:41:00Z,69.81,31.58
2026-04-30T15:42:00Z,71.82,30.52
2026-04-30T15:43:00Z,74.45,27.04
2026-04-30T15:44:00Z,73.00,26.23
2026-04-30T15:45:00Z,78.34,20.94
2026-04-30T15:46:00Z,80.00,20.78
2026-04-30T15:47:00Z,81.90,19.33
2026-04-30T15:48:00Z,84.00,17.64
2026-04-30T15:49:00Z,84.65,16.42
2026-04-30T15:50:00Z,84.00,15.39
2026-04-30T15:51:00Z,85.93,14.43
2026-04-30T15:52:00Z,91.90,8.54
2026-04-30T15:53:00Z,91.00,8.49
2026-04-30T15:54:00Z,92.05,8.87
2026-04-30T15:55:00Z,92.00,8.45
2026-04-30T15:56:00Z,93.00,7.01
2026-04-30T15:57:00Z,93.01,7.80
2026-04-30T15:58:00Z,92.00,8.87
2026-04-30T15:59:00Z,92.00,9.00
2026-04-30T16:00:00Z,92.94,8.65
2026-04-30T16:01:00Z,92.00,8.87
2026-04-30T16:02:00Z,92.36,9.30
2026-04-30T16:03:00Z,92.02,9.04
2026-04-30T16:04:00Z,89.21,9.68
2026-04-30T16:05:00Z,93.10,8.27
2026-04-30T16:06:00Z,94.00,7.88
2026-04-30T16:07:00Z,93.74,7.15
2026-04-30T16:08:00Z,94.98,6.83
2026-04-30T16:09:00Z,95.32,4.19
2026-04-30T16:10:00Z,93.84,6.96
2026-04-30T16:11:00Z,93.00,8.67
2026-04-30T16:12:00Z,91.93,7.96
2026-04-30T16:13:00Z,93.35,7.52
2026-04-30T16:14:00Z,93.07,7.60
2026-04-30T16:15:00Z,94.34,7.14
2026-04-30T16:16:00Z,93.26,5.75
2026-04-30T16:17:00Z,94.94,5.67
2026-04-30T16:18:00Z,95.00,6.23
2026-04-30T16:19:00Z,94.03,7.98
2026-04-30T16:20:00Z,93.00,7.55
2026-04-30T16:21:00Z,93.97,7.11
2026-04-30T16:22:00Z,93.00,8.00
2026-04-30T16:23:00Z,92.01,7.99
2026-04-30T16:24:00Z,93.71,6.99
2026-04-30T16:25:00Z,94.00,6.40
2026-04-30T16:26:00Z,93.81,5.59
2026-04-30T16:27:00Z,94.54,6.76
2026-04-30T16:28:00Z,96.79,2.73
2026-04-30T16:29:00Z,97.36,3.00
2026-04-30T16:30:00Z,98.00,1.79
2026-04-30T16:31:00Z,98.05,1.96
2026-04-30T16:32:00Z,98.54,1.56
2026-04-30T16:33:00Z,99.00,1.16
2026-04-30T16:34:00Z,98.16,1.54
2026-04-30T16:35:00Z,99.00,1.73
2026-04-30T16:36:00Z,99.00,1.00
2026-04-30T16:37:00Z,99.00,1.00
2026-04-30T16:38:00Z,99.00,1.00
2026-04-30T16:39:00Z,99.00,1.00
2026-04-30T16:40:00Z,99.00,1.00
2026-04-30T16:41:00Z,99.00,1.00
2026-04-30T16:42:00Z,99.00,1.00
2026-04-30T16:43:00Z,99.00,1.00
2026-04-30T16:44:00Z,99.00,1.00
2026-04-30T16:45:00Z,99.00,1.00
2026-04-30T16:46:00Z,99.00,1.00
2026-04-30T16:47:00Z,99.00,1.00
2026-04-30T16:48:00Z,99.00,1.00
2026-04-30T16:49:00Z,99.00,1.00
2026-04-30T16:52:00Z,99.00,1.00
