# event_ticker=KXATPCHALLENGERMATCH-26MAY12DROFEA
# final_score=6-2 6-7(2) 6-2
# score_resolution=2-6 7-6 2-6
# match_winner=Titouan Droguet
# fav_player=Jacob Fearnley
# dog_player=Titouan Droguet
# kalshi_date=2026-05-12
timestamp,Titouan Droguet,Jacob Fearnley
2026-05-12T15:43:00Z,63.68,37.66
2026-05-12T15:44:00Z,63.57,36.89
2026-05-12T15:45:00Z,61.77,35.08
2026-05-12T15:46:00Z,69.31,33.08
2026-05-12T15:47:00Z,62.47,36.44
2026-05-12T15:48:00Z,57.18,42.97
2026-05-12T15:49:00Z,61.84,39.45
2026-05-12T15:50:00Z,63.22,36.59
2026-05-12T15:51:00Z,60.82,39.46
2026-05-12T15:52:00Z,56.36,44.33
2026-05-12T15:53:00Z,55.92,44.88
2026-05-12T15:54:00Z,55.75,45.00
2026-05-12T15:55:00Z,57.09,43.93
2026-05-12T15:56:00Z,62.11,39.05
2026-05-12T15:57:00Z,71.19,30.57
2026-05-12T15:58:00Z,77.11,21.34
2026-05-12T15:59:00Z,69.64,30.30
2026-05-12T16:00:00Z,80.45,21.08
2026-05-12T16:01:00Z,87.58,12.22
2026-05-12T16:02:00Z,87.13,12.86
2026-05-12T16:03:00Z,89.93,9.92
2026-05-12T16:04:00Z,91.33,8.31
2026-05-12T16:05:00Z,92.89,8.75
2026-05-12T16:06:00Z,93.17,8.08
2026-05-12T16:07:00Z,94.88,4.36
2026-05-12T16:08:00Z,97.02,3.85
2026-05-12T16:09:00Z,94.39,5.82
2026-05-12T16:10:00Z,93.87,8.25
2026-05-12T16:11:00Z,94.83,6.08
2026-05-12T16:12:00Z,95.02,5.52
2026-05-12T16:13:00Z,97.31,6.37
2026-05-12T16:14:00Z,98.99,1.23
2026-05-12T16:15:00Z,99.00,1.00
2026-05-12T16:16:00Z,99.00,1.00
2026-05-12T16:17:00Z,99.00,1.00
2026-05-12T16:18:00Z,99.00,1.00
2026-05-12T16:19:00Z,99.00,1.00
2026-05-12T16:21:00Z,99.00,1.00
2026-05-12T16:22:00Z,99.00,1.00
