# event_ticker=KXATPMATCH-26MAR18TSIFER
# final_score=6-1 7-6(4)
# score_resolution=6-1 7-6
# match_winner=Stefanos Tsitsipas
# fav_player=Stefanos Tsitsipas
# dog_player=Arthur Fery
# kalshi_date=2026-03-18
timestamp,Stefanos Tsitsipas,Arthur Fery
2026-03-19T20:20:00Z,86.90,13.15
2026-03-19T20:21:00Z,87.05,12.95
2026-03-19T20:22:00Z,87.28,13.71
2026-03-19T20:23:00Z,84.62,15.91
2026-03-19T20:24:00Z,84.00,16.95
2026-03-19T20:25:00Z,84.00,16.95
2026-03-19T20:26:00Z,86.46,16.58
2026-03-19T20:27:00Z,87.00,12.99
2026-03-19T20:28:00Z,90.30,9.04
2026-03-19T20:29:00Z,93.41,8.03
2026-03-19T20:30:00Z,94.93,5.32
2026-03-19T20:31:00Z,95.73,4.57
2026-03-19T20:32:00Z,98.05,2.79
2026-03-19T20:33:00Z,96.29,5.06
2026-03-19T20:34:00Z,98.32,1.73
2026-03-19T20:35:00Z,99.00,1.73
2026-03-19T20:36:00Z,99.00,1.73
