# event_ticker=KXATPCHALLENGERMATCH-26APR07KUZAND
# final_score=7-6(8) 4-6 6-3
# score_resolution=7-6 4-6 6-3
# match_winner=Andy Andrade
# fav_player=Andres Andrade
# dog_player=Bruno Kuzuhara
# kalshi_date=2026-04-07
timestamp,Andres Andrade,Bruno Kuzuhara
2026-04-07T18:57:00Z,76.62,22.83
2026-04-07T18:58:00Z,76.28,24.88
2026-04-07T18:59:00Z,79.45,17.25
2026-04-07T19:00:00Z,86.88,11.13
2026-04-07T19:01:00Z,88.49,11.87
2026-04-07T19:02:00Z,85.00,18.86
2026-04-07T19:03:00Z,79.00,20.03
2026-04-07T19:04:00Z,81.95,18.07
2026-04-07T19:05:00Z,76.47,22.40
2026-04-07T19:06:00Z,69.15,28.98
2026-04-07T19:07:00Z,68.90,35.11
2026-04-07T19:08:00Z,65.73,32.28
2026-04-07T19:09:00Z,71.89,27.22
2026-04-07T19:10:00Z,77.98,20.80
2026-04-07T19:11:00Z,82.31,16.30
2026-04-07T19:12:00Z,85.05,12.72
2026-04-07T19:13:00Z,89.87,8.96
2026-04-07T19:14:00Z,89.44,11.33
2026-04-07T19:15:00Z,84.43,15.04
2026-04-07T19:16:00Z,74.65,18.88
2026-04-07T19:17:00Z,67.19,31.56
2026-04-07T19:18:00Z,73.00,27.06
2026-04-07T19:19:00Z,82.43,21.51
2026-04-07T19:20:00Z,80.97,17.90
2026-04-07T19:21:00Z,88.21,11.23
2026-04-07T19:22:00Z,89.94,10.64
2026-04-07T19:23:00Z,90.00,11.00
2026-04-07T19:24:00Z,89.69,11.00
2026-04-07T19:25:00Z,89.69,11.00
2026-04-07T19:26:00Z,88.08,12.64
2026-04-07T19:27:00Z,87.96,12.14
2026-04-07T19:28:00Z,87.81,12.19
2026-04-07T19:29:00Z,88.71,11.01
2026-04-07T19:30:00Z,90.02,11.04
2026-04-07T19:31:00Z,89.59,10.36
2026-04-07T19:32:00Z,90.48,10.00
2026-04-07T19:33:00Z,91.90,8.10
2026-04-07T19:34:00Z,94.64,5.18
2026-04-07T19:35:00Z,96.59,4.87
2026-04-07T19:36:00Z,97.98,3.28
2026-04-07T19:37:00Z,96.98,4.00
2026-04-07T19:38:00Z,94.38,5.32
2026-04-07T19:39:00Z,93.31,6.29
2026-04-07T19:40:00Z,91.09,8.99
2026-04-07T19:41:00Z,90.02,8.98
2026-04-07T19:42:00Z,91.48,10.13
2026-04-07T19:43:00Z,92.61,9.31
2026-04-07T19:44:00Z,94.84,6.88
2026-04-07T19:45:00Z,91.00,10.37
2026-04-07T19:46:00Z,89.06,11.40
2026-04-07T19:47:00Z,89.78,11.63
2026-04-07T19:48:00Z,89.74,11.21
2026-04-07T19:49:00Z,85.87,14.00
2026-04-07T19:50:00Z,80.21,18.88
2026-04-07T19:51:00Z,79.66,21.80
2026-04-07T19:52:00Z,80.53,23.22
2026-04-07T19:53:00Z,72.25,26.88
2026-04-07T19:54:00Z,73.98,27.59
2026-04-07T19:55:00Z,73.38,27.96
2026-04-07T19:56:00Z,74.91,26.30
2026-04-07T19:57:00Z,74.63,27.88
2026-04-07T19:58:00Z,74.48,24.91
2026-04-07T19:59:00Z,76.00,25.95
2026-04-07T20:00:00Z,75.85,26.84
2026-04-07T20:01:00Z,74.94,24.47
2026-04-07T20:02:00Z,75.00,27.77
2026-04-07T20:03:00Z,73.77,30.81
2026-04-07T20:04:00Z,72.47,26.50
2026-04-07T20:05:00Z,71.97,28.97
2026-04-07T20:06:00Z,72.51,29.60
2026-04-07T20:07:00Z,68.79,30.89
2026-04-07T20:08:00Z,67.33,33.89
2026-04-07T20:09:00Z,66.37,34.43
2026-04-07T20:10:00Z,65.39,35.27
2026-04-07T20:11:00Z,64.66,36.32
2026-04-07T20:12:00Z,68.93,33.32
2026-04-07T20:13:00Z,70.69,31.47
2026-04-07T20:14:00Z,59.35,35.28
2026-04-07T20:15:00Z,58.38,42.32
2026-04-07T20:16:00Z,65.35,36.77
2026-04-07T20:17:00Z,61.29,38.11
2026-04-07T20:18:00Z,61.70,40.37
2026-04-07T20:19:00Z,63.63,39.20
2026-04-07T20:20:00Z,62.49,39.02
2026-04-07T20:21:00Z,62.98,38.05
2026-04-07T20:22:00Z,52.53,46.55
2026-04-07T20:23:00Z,40.51,58.60
2026-04-07T20:24:00Z,21.06,73.83
2026-04-07T20:25:00Z,33.22,67.93
2026-04-07T20:26:00Z,14.97,79.15
2026-04-07T20:27:00Z,19.02,82.04
2026-04-07T20:28:00Z,19.29,82.21
2026-04-07T20:29:00Z,17.90,82.24
2026-04-07T20:30:00Z,21.01,78.72
2026-04-07T20:31:00Z,27.18,72.66
2026-04-07T20:32:00Z,29.97,71.02
2026-04-07T20:33:00Z,36.17,68.67
2026-04-07T20:34:00Z,32.18,70.35
2026-04-07T20:35:00Z,34.15,67.52
2026-04-07T20:36:00Z,42.62,56.72
2026-04-07T20:37:00Z,42.88,53.45
2026-04-07T20:38:00Z,51.44,49.67
2026-04-07T20:39:00Z,57.71,42.99
2026-04-07T20:40:00Z,60.88,38.81
2026-04-07T20:41:00Z,63.29,35.76
2026-04-07T20:42:00Z,69.87,31.62
2026-04-07T20:43:00Z,70.47,30.00
2026-04-07T20:44:00Z,70.08,29.15
2026-04-07T20:45:00Z,65.29,35.80
2026-04-07T20:46:00Z,56.96,40.85
2026-04-07T20:47:00Z,58.94,41.22
2026-04-07T20:48:00Z,50.99,44.77
2026-04-07T20:49:00Z,55.72,44.89
2026-04-07T20:50:00Z,60.15,33.70
2026-04-07T20:51:00Z,65.32,35.96
2026-04-07T20:52:00Z,69.53,31.63
2026-04-07T20:53:00Z,70.69,27.68
2026-04-07T20:54:00Z,83.00,19.34
2026-04-07T20:55:00Z,90.80,9.05
2026-04-07T20:56:00Z,91.29,7.22
2026-04-07T20:57:00Z,94.66,3.96
2026-04-07T20:58:00Z,97.79,3.19
2026-04-07T20:59:00Z,98.93,1.85
2026-04-07T21:00:00Z,99.00,1.00
2026-04-07T21:01:00Z,99.00,1.00
2026-04-07T21:02:00Z,99.00,1.00
2026-04-07T21:03:00Z,99.00,1.00
