# event_ticker=KXATPCHALLENGERMATCH-26MAY05DIABER
# final_score=5-7 6-3 6-1
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Henry Bernet
# kalshi_date=2026-05-05
timestamp,Facundo Diaz Acosta,Henry Bernet
2026-05-05T13:58:00Z,99.00,1.00
2026-05-05T13:59:00Z,99.00,1.00
2026-05-05T14:00:00Z,99.00,1.00
2026-05-05T14:01:00Z,99.00,2.00
2026-05-05T14:02:00Z,99.00,2.00
2026-05-05T14:03:00Z,99.00,1.00
2026-05-05T14:04:00Z,99.00,1.00
2026-05-05T14:06:00Z,99.00,1.00
2026-05-05T14:07:00Z,99.00,1.00
2026-05-05T14:10:00Z,99.00,1.00
2026-05-05T14:11:00Z,99.00,1.00
2026-05-05T14:12:00Z,99.00,1.00
2026-05-05T14:13:00Z,99.00,1.00
