# event_ticker=KXATPMATCH-26MAR06BAELEH
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sebastian Baez
# fav_player=Jiri Lehecka
# dog_player=Sebastian Baez
# kalshi_date=2026-03-06
timestamp,Jiri Lehecka,Sebastian Baez
2026-03-08T03:13:00Z,68.00,33.00
2026-03-08T03:14:00Z,67.77,34.00
2026-03-08T03:15:00Z,68.00,34.00
2026-03-08T03:16:00Z,68.00,34.00
2026-03-08T03:17:00Z,68.00,34.00
2026-03-08T03:18:00Z,68.00,32.11
2026-03-08T03:21:00Z,67.00,32.00
2026-03-08T03:22:00Z,67.00,33.29
2026-03-08T03:23:00Z,68.00,34.00
2026-03-08T03:24:00Z,68.00,34.00
2026-03-08T03:25:00Z,68.00,34.00
2026-03-08T03:26:00Z,67.10,34.00
2026-03-08T03:27:00Z,63.21,34.96
2026-03-08T03:28:00Z,63.60,37.98
2026-03-08T03:29:00Z,52.68,44.91
2026-03-08T03:30:00Z,53.16,47.21
2026-03-08T03:31:00Z,50.44,51.43
2026-03-08T03:32:00Z,52.81,47.84
2026-03-08T03:33:00Z,51.13,50.81
2026-03-08T03:34:00Z,51.48,50.23
2026-03-08T03:35:00Z,53.84,50.22
2026-03-08T03:36:00Z,51.69,50.26
2026-03-08T03:37:00Z,50.46,49.58
2026-03-08T03:38:00Z,51.56,50.00
2026-03-08T03:39:00Z,55.47,47.00
2026-03-08T03:40:00Z,56.61,46.09
2026-03-08T03:41:00Z,54.26,47.21
2026-03-08T03:42:00Z,60.00,45.58
2026-03-08T03:43:00Z,67.55,33.65
2026-03-08T03:44:00Z,64.03,36.27
2026-03-08T03:45:00Z,60.87,40.71
2026-03-08T03:46:00Z,65.52,39.06
2026-03-08T03:47:00Z,67.03,35.21
2026-03-08T03:48:00Z,68.94,32.00
2026-03-08T03:49:00Z,69.60,31.77
2026-03-08T03:50:00Z,67.99,33.28
2026-03-08T03:51:00Z,62.99,37.48
2026-03-08T03:52:00Z,66.01,35.12
2026-03-08T03:53:00Z,61.95,39.80
2026-03-08T03:54:00Z,64.51,39.13
2026-03-08T03:55:00Z,66.90,33.90
2026-03-08T03:56:00Z,66.90,34.00
2026-03-08T03:57:00Z,69.54,30.85
2026-03-08T03:58:00Z,68.60,32.70
2026-03-08T03:59:00Z,70.26,31.12
2026-03-08T04:00:00Z,66.00,36.11
2026-03-08T04:01:00Z,61.16,38.51
2026-03-08T04:02:00Z,61.44,39.60
2026-03-08T04:03:00Z,54.90,48.79
2026-03-08T04:04:00Z,53.79,51.98
2026-03-08T04:05:00Z,41.03,59.61
2026-03-08T04:06:00Z,41.08,59.22
2026-03-08T04:07:00Z,36.29,62.81
2026-03-08T04:08:00Z,33.74,66.08
2026-03-08T04:09:00Z,36.03,65.48
2026-03-08T04:10:00Z,38.52,55.31
2026-03-08T04:11:00Z,37.75,62.84
2026-03-08T04:12:00Z,39.59,61.20
2026-03-08T04:13:00Z,41.00,59.22
2026-03-08T04:14:00Z,48.14,51.31
2026-03-08T04:15:00Z,50.02,48.27
2026-03-08T04:16:00Z,41.95,59.99
2026-03-08T04:17:00Z,37.19,63.55
2026-03-08T04:18:00Z,35.42,66.96
2026-03-08T04:19:00Z,24.00,73.07
2026-03-08T04:20:00Z,22.25,77.12
2026-03-08T04:21:00Z,17.76,82.49
2026-03-08T04:22:00Z,17.60,83.02
2026-03-08T04:23:00Z,17.10,83.20
2026-03-08T04:24:00Z,11.85,88.60
2026-03-08T04:25:00Z,12.80,89.78
2026-03-08T04:26:00Z,10.06,90.17
2026-03-08T04:27:00Z,10.24,91.15
2026-03-08T04:28:00Z,5.82,95.30
2026-03-08T04:29:00Z,2.73,97.19
2026-03-08T04:30:00Z,3.25,97.10
2026-03-08T04:31:00Z,4.39,95.92
2026-03-08T04:32:00Z,5.68,94.71
2026-03-08T04:33:00Z,2.70,98.83
2026-03-08T04:34:00Z,1.01,99.00
2026-03-08T04:35:00Z,1.00,98.99
2026-03-08T04:36:00Z,1.00,99.00
2026-03-08T04:37:00Z,1.00,99.00
2026-03-08T04:38:00Z,1.00,99.00
2026-03-08T04:39:00Z,1.00,99.00
2026-03-08T04:40:00Z,1.00,99.00
2026-03-08T04:41:00Z,1.00,99.00
2026-03-08T04:42:00Z,1.00,99.00
