# event_ticker=KXATPCHALLENGERMATCH-26MAY28TAKWIN
# final_score=4-6 6-3 6-2
# match_winner=Edward Winter
# fav_player=Edward Winter
# dog_player=Yusuke Takahashi
# kalshi_date=2026-05-28
timestamp,Yusuke Takahashi,Edward Winter
2026-05-28T10:12:00Z,30.66,65.54
2026-05-28T10:13:00Z,33.77,68.53
2026-05-28T10:14:00Z,38.17,63.37
2026-05-28T10:15:00Z,36.01,65.72
2026-05-28T10:16:00Z,32.86,71.77
2026-05-28T10:17:00Z,16.46,82.58
2026-05-28T10:18:00Z,15.99,84.35
2026-05-28T10:19:00Z,15.00,87.86
2026-05-28T10:20:00Z,10.00,89.01
2026-05-28T10:21:00Z,11.00,89.69
2026-05-28T10:22:00Z,7.95,91.96
2026-05-28T10:23:00Z,6.31,95.89
2026-05-28T10:24:00Z,2.91,96.67
2026-05-28T10:25:00Z,1.02,98.69
2026-05-28T10:26:00Z,2.17,97.21
2026-05-28T10:28:00Z,5.42,94.64
2026-05-28T10:29:00Z,1.00,97.25
2026-05-28T10:30:00Z,3.43,99.00
2026-05-28T10:31:00Z,4.23,99.00
2026-05-28T10:32:00Z,7.29,91.48
2026-05-28T10:33:00Z,9.00,91.12
2026-05-28T10:34:00Z,10.94,89.51
2026-05-28T10:35:00Z,11.00,91.68
2026-05-28T10:36:00Z,8.00,94.87
2026-05-28T10:37:00Z,5.00,97.76
2026-05-28T10:38:00Z,2.93,99.00
2026-05-28T10:39:00Z,3.00,97.91
2026-05-28T10:40:00Z,5.10,96.00
2026-05-28T10:41:00Z,5.98,96.00
2026-05-28T10:42:00Z,5.00,98.07
2026-05-28T10:43:00Z,1.00,99.00
2026-05-28T10:44:00Z,1.00,99.00
2026-05-28T10:45:00Z,1.00,99.00
2026-05-28T10:46:00Z,1.00,99.00
2026-05-28T10:47:00Z,1.00,99.00
