# event_ticker=KXATPMATCH-26MAY16RINTIR
# final_score=6-4 6-1
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-05-16
timestamp,Arthur Rinderknech,Thiago Agustin Tirante
2026-05-18T11:04:00Z,46.62,55.21
2026-05-18T11:05:00Z,50.12,52.20
2026-05-18T11:06:00Z,49.24,52.49
2026-05-18T11:07:00Z,48.29,53.58
2026-05-18T11:08:00Z,56.45,48.08
2026-05-18T11:09:00Z,62.74,38.55
2026-05-18T11:10:00Z,71.81,30.08
2026-05-18T11:11:00Z,72.65,27.83
2026-05-18T11:12:00Z,72.68,26.91
2026-05-18T11:13:00Z,73.73,27.82
2026-05-18T11:14:00Z,74.51,24.84
2026-05-18T11:15:00Z,76.27,25.15
2026-05-18T11:16:00Z,76.62,25.10
2026-05-18T11:17:00Z,77.53,24.24
2026-05-18T11:18:00Z,88.49,12.63
2026-05-18T11:19:00Z,88.63,13.08
2026-05-18T11:20:00Z,91.68,7.91
2026-05-18T11:21:00Z,93.09,6.40
2026-05-18T11:22:00Z,95.01,4.28
2026-05-18T11:23:00Z,94.03,5.88
2026-05-18T11:24:00Z,93.08,6.51
2026-05-18T11:25:00Z,93.99,7.22
2026-05-18T11:26:00Z,94.12,6.18
2026-05-18T11:27:00Z,95.31,5.44
2026-05-18T11:28:00Z,96.98,3.61
2026-05-18T11:29:00Z,96.75,3.79
2026-05-18T11:30:00Z,95.88,3.04
2026-05-18T11:31:00Z,97.20,5.00
2026-05-18T11:32:00Z,97.88,3.60
2026-05-18T11:33:00Z,98.96,2.16
2026-05-18T11:34:00Z,98.32,2.16
2026-05-18T11:35:00Z,99.00,1.02
2026-05-18T11:36:00Z,99.00,1.00
2026-05-18T11:37:00Z,99.00,1.00
2026-05-18T11:38:00Z,99.00,1.00
2026-05-18T11:39:00Z,99.00,1.00
2026-05-18T11:40:00Z,99.00,1.00
2026-05-18T11:42:00Z,99.00,1.00
2026-05-18T11:43:00Z,99.00,1.00
