# event_ticker=KXATPCHALLENGERMATCH-26MAY29TSEMAR
# final_score=2-6 6-2 7-6(5)
# score_resolution=6-2 2-6 6-7
# match_winner=Chun-Hsin Tseng
# fav_player=Pol Martin Tiffon
# dog_player=Chun Hsin Tseng
# kalshi_date=2026-05-29
timestamp,Chun Hsin Tseng,Pol Martin Tiffon
2026-05-29T12:37:00Z,24.65,75.27
2026-05-29T12:38:00Z,22.00,78.07
2026-05-29T12:39:00Z,24.00,78.07
2026-05-29T12:40:00Z,25.06,74.05
2026-05-29T12:41:00Z,26.16,74.00
2026-05-29T12:42:00Z,25.53,77.73
2026-05-29T12:43:00Z,21.00,78.15
2026-05-29T12:44:00Z,23.00,78.44
2026-05-29T12:45:00Z,24.25,76.51
2026-05-29T12:46:00Z,20.72,80.00
2026-05-29T12:47:00Z,22.15,79.12
2026-05-29T12:48:00Z,24.88,76.00
2026-05-29T12:49:00Z,25.00,76.00
2026-05-29T12:50:00Z,30.36,74.19
2026-05-29T12:51:00Z,30.84,68.43
2026-05-29T12:52:00Z,28.49,72.37
2026-05-29T12:53:00Z,37.78,67.92
2026-05-29T12:54:00Z,41.36,57.85
2026-05-29T12:55:00Z,42.80,59.66
2026-05-29T12:56:00Z,43.81,56.63
2026-05-29T12:57:00Z,46.04,53.69
2026-05-29T12:58:00Z,47.95,52.85
2026-05-29T12:59:00Z,49.27,52.49
2026-05-29T13:00:00Z,51.23,50.33
2026-05-29T13:01:00Z,53.63,47.09
2026-05-29T13:02:00Z,53.09,46.94
2026-05-29T13:03:00Z,53.97,47.00
2026-05-29T13:04:00Z,54.00,46.00
2026-05-29T13:05:00Z,51.07,50.07
2026-05-29T13:06:00Z,48.25,49.79
2026-05-29T13:07:00Z,48.01,53.41
2026-05-29T13:08:00Z,44.78,55.30
2026-05-29T13:09:00Z,51.90,46.13
2026-05-29T13:10:00Z,58.50,43.97
2026-05-29T13:11:00Z,59.16,41.91
2026-05-29T13:12:00Z,59.50,40.23
2026-05-29T13:13:00Z,71.42,35.92
2026-05-29T13:14:00Z,78.28,23.18
2026-05-29T13:15:00Z,84.41,16.10
2026-05-29T13:16:00Z,85.69,14.85
2026-05-29T13:17:00Z,81.40,16.25
2026-05-29T13:18:00Z,84.70,16.04
2026-05-29T13:19:00Z,87.63,12.67
2026-05-29T13:20:00Z,88.06,13.81
2026-05-29T13:21:00Z,85.18,14.77
2026-05-29T13:22:00Z,84.12,16.35
2026-05-29T13:23:00Z,84.24,17.24
2026-05-29T13:24:00Z,78.60,25.04
2026-05-29T13:25:00Z,74.96,28.41
2026-05-29T13:26:00Z,80.94,20.62
2026-05-29T13:27:00Z,86.54,14.36
2026-05-29T13:28:00Z,82.76,18.40
2026-05-29T13:29:00Z,77.27,23.37
2026-05-29T13:30:00Z,79.79,22.09
2026-05-29T13:31:00Z,65.11,37.90
2026-05-29T13:32:00Z,60.87,38.54
2026-05-29T13:33:00Z,62.42,37.65
2026-05-29T13:34:00Z,64.95,39.79
2026-05-29T13:35:00Z,55.82,45.22
2026-05-29T13:36:00Z,54.46,46.55
2026-05-29T13:37:00Z,53.58,46.54
2026-05-29T13:38:00Z,55.92,45.29
2026-05-29T13:39:00Z,40.36,61.53
2026-05-29T13:40:00Z,48.00,52.43
2026-05-29T13:41:00Z,58.68,40.72
2026-05-29T13:42:00Z,60.98,39.98
2026-05-29T13:43:00Z,56.93,42.94
2026-05-29T13:44:00Z,50.03,50.28
2026-05-29T13:45:00Z,55.05,43.72
2026-05-29T13:46:00Z,57.35,43.49
2026-05-29T13:47:00Z,57.00,42.40
2026-05-29T13:48:00Z,34.28,51.14
2026-05-29T13:49:00Z,40.55,64.53
2026-05-29T13:50:00Z,21.15,86.38
2026-05-29T13:51:00Z,12.36,87.63
2026-05-29T13:52:00Z,13.09,84.15
2026-05-29T13:53:00Z,39.16,65.33
2026-05-29T13:54:00Z,41.78,57.47
2026-05-29T13:55:00Z,46.84,53.66
2026-05-29T13:56:00Z,52.39,50.04
2026-05-29T13:57:00Z,60.16,38.87
2026-05-29T13:58:00Z,64.69,36.90
2026-05-29T13:59:00Z,63.30,36.75
2026-05-29T14:00:00Z,56.94,42.07
2026-05-29T14:01:00Z,52.34,48.04
2026-05-29T14:02:00Z,58.30,45.47
2026-05-29T14:03:00Z,60.40,38.77
2026-05-29T14:04:00Z,52.44,43.40
2026-05-29T14:05:00Z,65.79,39.37
2026-05-29T14:06:00Z,79.15,21.64
2026-05-29T14:07:00Z,90.31,9.87
2026-05-29T14:08:00Z,85.51,12.80
2026-05-29T14:09:00Z,92.79,9.23
2026-05-29T14:10:00Z,87.11,16.37
2026-05-29T14:11:00Z,95.96,5.16
2026-05-29T14:12:00Z,99.00,5.16
2026-05-29T14:13:00Z,99.00,5.16
