# event_ticker=KXATPCHALLENGERMATCH-26MAR24YUNWIS
# final_score=7-5 6-4
# match_winner=Yunchaokete Bu
# fav_player=Yunchaokete Bu
# dog_player=Max Wiskandt
# kalshi_date=2026-03-24
timestamp,Yunchaokete Bu,Max Wiskandt
2026-03-24T21:54:00Z,79.00,21.38
2026-03-24T21:55:00Z,75.00,25.74
2026-03-24T21:56:00Z,74.00,26.40
2026-03-24T21:57:00Z,74.00,27.00
2026-03-24T21:58:00Z,73.89,21.93
2026-03-24T21:59:00Z,78.00,22.59
2026-03-24T22:00:00Z,78.08,22.08
2026-03-24T22:01:00Z,81.00,21.10
2026-03-24T22:02:00Z,84.44,15.88
2026-03-24T22:03:00Z,88.90,14.40
2026-03-24T22:04:00Z,91.30,12.45
2026-03-24T22:05:00Z,91.78,8.86
2026-03-24T22:06:00Z,91.40,8.23
2026-03-24T22:07:00Z,90.00,11.89
2026-03-24T22:08:00Z,84.13,15.67
2026-03-24T22:09:00Z,91.00,11.27
2026-03-24T22:10:00Z,92.12,6.84
2026-03-24T22:11:00Z,93.00,7.98
2026-03-24T22:12:00Z,90.01,8.18
2026-03-24T22:13:00Z,90.02,9.88
2026-03-24T22:14:00Z,90.00,10.10
2026-03-24T22:15:00Z,91.00,9.11
2026-03-24T22:16:00Z,91.00,8.00
2026-03-24T22:17:00Z,91.16,9.42
2026-03-24T22:18:00Z,91.16,10.94
2026-03-24T22:19:00Z,91.16,11.00
2026-03-24T22:20:00Z,88.60,12.37
2026-03-24T22:21:00Z,89.81,9.09
2026-03-24T22:22:00Z,89.81,9.90
2026-03-24T22:23:00Z,90.77,10.67
2026-03-24T22:24:00Z,93.00,9.00
2026-03-24T22:25:00Z,93.00,10.72
2026-03-24T22:26:00Z,90.00,10.95
2026-03-24T22:27:00Z,89.11,11.45
2026-03-24T22:28:00Z,90.98,10.00
2026-03-24T22:29:00Z,91.00,10.46
2026-03-24T22:30:00Z,90.00,9.99
2026-03-24T22:31:00Z,93.67,7.33
2026-03-24T22:32:00Z,95.81,6.21
2026-03-24T22:33:00Z,90.00,9.38
2026-03-24T22:34:00Z,92.02,7.97
2026-03-24T22:35:00Z,96.94,4.46
2026-03-24T22:36:00Z,98.00,1.72
2026-03-24T22:37:00Z,99.00,1.04
2026-03-24T22:38:00Z,99.00,1.15
2026-03-24T22:39:00Z,99.00,1.00
2026-03-24T22:41:00Z,99.00,1.00
2026-03-24T22:42:00Z,99.00,1.93
2026-03-24T22:43:00Z,97.73,2.79
2026-03-24T22:44:00Z,96.13,5.01
2026-03-24T22:45:00Z,98.83,1.95
2026-03-24T22:46:00Z,99.00,1.00
2026-03-24T22:47:00Z,99.00,1.00
2026-03-24T22:48:00Z,99.00,1.00
2026-03-24T22:49:00Z,99.00,1.00
2026-03-24T22:52:00Z,99.00,1.00
