# event_ticker=KXATPMATCH-25OCT27KOVKEC
# final_score=6-4 1-6 7-6(2)
# score_resolution=4-6 6-1 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Aleksandar Kovacevic
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-10-27
timestamp,Aleksandar Kovacevic,Miomir Kecmanovic
2025-10-27T14:26:00Z,33.82,65.34
2025-10-27T14:27:00Z,40.18,59.00
2025-10-27T14:28:00Z,45.20,58.60
2025-10-27T14:29:00Z,45.95,58.60
2025-10-27T14:30:00Z,48.42,55.00
2025-10-27T14:31:00Z,50.88,44.79
2025-10-27T14:32:00Z,48.63,53.00
2025-10-27T14:33:00Z,48.00,43.27
2025-10-27T14:34:00Z,55.88,42.32
2025-10-27T14:35:00Z,54.64,49.84
2025-10-27T14:36:00Z,54.00,49.00
2025-10-27T14:37:00Z,52.64,48.79
2025-10-27T14:38:00Z,54.28,47.88
2025-10-27T14:39:00Z,50.92,48.33
2025-10-27T14:40:00Z,50.92,50.00
2025-10-27T14:41:00Z,51.12,50.00
2025-10-27T14:42:00Z,51.95,49.00
2025-10-27T14:43:00Z,52.00,49.00
2025-10-27T14:44:00Z,52.52,49.00
2025-10-27T14:45:00Z,52.02,49.00
2025-10-27T14:46:00Z,52.03,49.00
2025-10-27T14:47:00Z,51.95,49.00
2025-10-27T14:48:00Z,51.81,49.00
2025-10-27T14:49:00Z,57.54,47.24
2025-10-27T14:50:00Z,59.82,45.43
2025-10-27T14:51:00Z,57.24,43.47
2025-10-27T14:52:00Z,57.96,45.07
2025-10-27T14:53:00Z,50.51,49.34
2025-10-27T14:54:00Z,49.53,52.38
2025-10-27T14:55:00Z,45.17,54.54
2025-10-27T14:56:00Z,48.30,51.88
2025-10-27T14:57:00Z,51.31,50.00
2025-10-27T14:58:00Z,51.18,50.04
2025-10-27T14:59:00Z,46.73,54.22
2025-10-27T15:00:00Z,44.93,56.12
2025-10-27T15:01:00Z,45.00,56.00
2025-10-27T15:02:00Z,45.88,55.08
2025-10-27T15:03:00Z,39.19,61.46
2025-10-27T15:04:00Z,43.16,59.45
2025-10-27T15:05:00Z,45.62,57.95
2025-10-27T15:06:00Z,41.46,58.99
2025-10-27T15:07:00Z,46.32,54.04
2025-10-27T15:08:00Z,49.59,55.34
2025-10-27T15:09:00Z,36.16,61.47
2025-10-27T15:10:00Z,38.02,62.00
2025-10-27T15:11:00Z,40.58,61.74
2025-10-27T15:12:00Z,40.06,62.83
2025-10-27T15:13:00Z,32.15,66.08
2025-10-27T15:14:00Z,42.96,59.59
2025-10-27T15:15:00Z,49.42,52.30
2025-10-27T15:16:00Z,48.64,55.02
2025-10-27T15:17:00Z,42.96,58.41
2025-10-27T15:18:00Z,47.34,53.74
2025-10-27T15:19:00Z,44.85,51.41
2025-10-27T15:20:00Z,41.36,58.84
2025-10-27T15:21:00Z,40.28,60.83
2025-10-27T15:22:00Z,40.61,60.01
2025-10-27T15:23:00Z,41.03,58.48
2025-10-27T15:24:00Z,41.81,57.58
2025-10-27T15:25:00Z,44.82,56.20
2025-10-27T15:26:00Z,44.80,57.76
2025-10-27T15:27:00Z,37.68,60.04
2025-10-27T15:28:00Z,35.78,61.97
2025-10-27T15:29:00Z,38.92,63.22
2025-10-27T15:30:00Z,38.25,61.54
2025-10-27T15:31:00Z,41.47,59.34
2025-10-27T15:32:00Z,39.33,61.19
2025-10-27T15:33:00Z,38.44,61.62
2025-10-27T15:34:00Z,37.35,66.27
2025-10-27T15:35:00Z,38.61,63.77
2025-10-27T15:36:00Z,29.62,73.12
2025-10-27T15:37:00Z,38.58,64.43
2025-10-27T15:38:00Z,44.71,54.11
2025-10-27T15:39:00Z,44.53,55.97
2025-10-27T15:40:00Z,57.37,41.92
2025-10-27T15:41:00Z,59.08,42.59
2025-10-27T15:42:00Z,40.71,57.99
2025-10-27T15:43:00Z,44.49,56.50
2025-10-27T15:44:00Z,37.89,61.89
2025-10-27T15:45:00Z,37.14,62.25
2025-10-27T15:46:00Z,37.57,61.54
2025-10-27T15:47:00Z,40.66,57.05
2025-10-27T15:48:00Z,49.94,44.00
2025-10-27T15:49:00Z,61.50,46.24
2025-10-27T15:50:00Z,37.80,67.66
2025-10-27T15:51:00Z,19.12,78.91
2025-10-27T15:52:00Z,12.42,87.83
2025-10-27T15:53:00Z,4.23,95.46
2025-10-27T15:54:00Z,1.50,96.83
2025-10-27T15:55:00Z,1.04,98.24
2025-10-27T15:56:00Z,1.04,99.00
2025-10-27T15:57:00Z,1.04,99.00
2025-10-27T15:58:00Z,1.04,99.00
2025-10-27T15:59:00Z,1.04,99.00
2025-10-27T16:00:00Z,1.04,99.00
