# event_ticker=KXATPCHALLENGERMATCH-26MAR11BURWON
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Coleman Wong
# fav_player=Roman Andres Burruchaga
# dog_player=Coleman Wong
# kalshi_date=2026-03-11
timestamp,Roman Andres Burruchaga,Coleman Wong
2026-03-11T21:19:00Z,68.71,36.83
2026-03-11T21:20:00Z,70.82,30.25
2026-03-11T21:21:00Z,67.00,35.16
2026-03-11T21:22:00Z,66.07,33.16
2026-03-11T21:23:00Z,64.00,36.86
2026-03-11T21:24:00Z,70.00,29.03
2026-03-11T21:25:00Z,71.85,29.31
2026-03-11T21:26:00Z,72.00,29.93
2026-03-11T21:27:00Z,72.00,30.18
2026-03-11T21:28:00Z,67.67,33.82
2026-03-11T21:29:00Z,74.19,27.43
2026-03-11T21:30:00Z,73.78,26.55
2026-03-11T21:31:00Z,69.00,32.61
2026-03-11T21:32:00Z,70.00,33.00
2026-03-11T21:33:00Z,72.52,29.00
2026-03-11T21:34:00Z,74.96,27.00
2026-03-11T21:35:00Z,75.00,27.20
2026-03-11T21:36:00Z,78.98,23.03
2026-03-11T21:37:00Z,72.07,29.89
2026-03-11T21:38:00Z,70.77,32.00
2026-03-11T21:39:00Z,70.77,32.22
2026-03-11T21:40:00Z,70.77,36.15
2026-03-11T21:41:00Z,69.27,31.33
2026-03-11T21:42:00Z,72.00,30.36
2026-03-11T21:43:00Z,71.77,31.74
2026-03-11T21:44:00Z,67.43,31.64
2026-03-11T21:45:00Z,67.00,34.65
2026-03-11T21:46:00Z,66.10,34.10
2026-03-11T21:47:00Z,66.94,33.95
2026-03-11T21:48:00Z,60.93,45.65
2026-03-11T21:49:00Z,55.20,48.37
2026-03-11T21:50:00Z,53.03,51.15
2026-03-11T21:51:00Z,48.14,52.95
2026-03-11T21:52:00Z,47.26,53.71
2026-03-11T21:53:00Z,44.71,55.50
2026-03-11T21:54:00Z,45.00,56.65
2026-03-11T21:55:00Z,45.00,57.55
2026-03-11T21:56:00Z,39.67,59.95
2026-03-11T21:57:00Z,41.00,59.94
2026-03-11T21:58:00Z,42.50,58.14
2026-03-11T21:59:00Z,42.01,57.46
2026-03-11T22:00:00Z,43.35,56.42
2026-03-11T22:01:00Z,45.11,58.06
2026-03-11T22:02:00Z,46.60,59.04
2026-03-11T22:03:00Z,45.50,57.02
2026-03-11T22:04:00Z,43.00,58.15
2026-03-11T22:05:00Z,43.00,58.21
2026-03-11T22:06:00Z,43.00,58.02
2026-03-11T22:07:00Z,43.00,58.41
2026-03-11T22:08:00Z,42.00,59.04
2026-03-11T22:09:00Z,42.00,59.23
2026-03-11T22:10:00Z,45.65,53.91
2026-03-11T22:11:00Z,45.99,53.15
2026-03-11T22:12:00Z,47.03,54.01
2026-03-11T22:13:00Z,53.60,49.68
2026-03-11T22:14:00Z,60.99,48.72
2026-03-11T22:15:00Z,60.00,37.95
2026-03-11T22:16:00Z,72.49,26.11
2026-03-11T22:17:00Z,66.09,33.97
2026-03-11T22:18:00Z,61.61,34.64
2026-03-11T22:19:00Z,53.12,48.71
2026-03-11T22:20:00Z,52.90,49.03
2026-03-11T22:21:00Z,58.20,44.80
2026-03-11T22:22:00Z,51.36,49.37
2026-03-11T22:23:00Z,54.44,51.44
2026-03-11T22:24:00Z,54.16,51.54
2026-03-11T22:25:00Z,52.70,50.73
2026-03-11T22:26:00Z,47.59,55.66
2026-03-11T22:27:00Z,48.72,53.21
2026-03-11T22:28:00Z,49.38,54.99
2026-03-11T22:29:00Z,31.94,63.25
2026-03-11T22:30:00Z,22.87,79.33
2026-03-11T22:31:00Z,20.57,79.07
2026-03-11T22:32:00Z,22.58,80.37
2026-03-11T22:33:00Z,25.35,82.31
2026-03-11T22:34:00Z,24.87,72.90
2026-03-11T22:35:00Z,15.33,81.55
2026-03-11T22:36:00Z,19.51,81.99
2026-03-11T22:37:00Z,12.27,87.19
2026-03-11T22:38:00Z,12.94,85.60
2026-03-11T22:39:00Z,16.62,83.30
2026-03-11T22:40:00Z,18.05,82.66
2026-03-11T22:41:00Z,20.65,81.64
2026-03-11T22:42:00Z,27.35,75.60
2026-03-11T22:43:00Z,26.59,78.41
2026-03-11T22:44:00Z,10.35,86.99
2026-03-11T22:45:00Z,9.13,93.69
2026-03-11T22:46:00Z,10.80,90.06
2026-03-11T22:47:00Z,9.24,95.08
2026-03-11T22:48:00Z,10.61,91.44
2026-03-11T22:49:00Z,10.10,91.90
2026-03-11T22:50:00Z,7.18,90.50
2026-03-11T22:51:00Z,3.70,96.24
2026-03-11T22:52:00Z,1.97,97.71
2026-03-11T22:53:00Z,1.97,99.00
2026-03-11T22:54:00Z,1.00,99.00
2026-03-11T22:55:00Z,1.00,99.00
2026-03-11T22:56:00Z,1.00,99.00
2026-03-11T22:57:00Z,1.00,99.00
2026-03-11T22:58:00Z,1.00,99.00
2026-03-11T22:59:00Z,1.00,99.00
2026-03-11T23:00:00Z,1.00,99.00
2026-03-11T23:01:00Z,1.00,99.00
2026-03-11T23:02:00Z,1.00,99.00
2026-03-11T23:03:00Z,1.00,99.00
