# event_ticker=KXATPMATCH-25AUG19BLAMUL
# final_score=6-7(3) 6-3 7-5
# score_resolution=6-7 6-3 7-5
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Darwin Blanch
# kalshi_date=2025-08-19
timestamp,Alexandre Muller,Darwin Blanch
2025-08-19T18:18:00Z,82.00,16.71
2025-08-19T18:19:00Z,76.68,23.00
2025-08-19T18:20:00Z,76.68,23.00
2025-08-19T18:21:00Z,76.00,23.00
2025-08-19T18:22:00Z,84.01,23.00
2025-08-19T18:23:00Z,79.65,19.00
2025-08-19T18:24:00Z,81.00,19.76
2025-08-19T18:25:00Z,81.00,20.16
2025-08-19T18:26:00Z,79.86,23.28
2025-08-19T18:27:00Z,71.00,28.42
2025-08-19T18:28:00Z,70.36,33.49
2025-08-19T18:29:00Z,70.52,31.68
2025-08-19T18:30:00Z,65.46,36.78
2025-08-19T18:31:00Z,60.44,41.28
2025-08-19T18:32:00Z,61.00,40.17
2025-08-19T18:33:00Z,58.00,41.00
2025-08-19T18:34:00Z,59.76,43.15
2025-08-19T18:35:00Z,58.00,43.42
2025-08-19T18:36:00Z,61.53,41.47
2025-08-19T18:37:00Z,63.50,39.00
2025-08-19T18:38:00Z,62.00,36.00
2025-08-19T18:39:00Z,68.34,27.00
2025-08-19T18:40:00Z,62.00,36.96
2025-08-19T18:41:00Z,62.00,42.00
2025-08-19T18:42:00Z,62.00,44.00
2025-08-19T18:43:00Z,62.00,44.86
2025-08-19T18:44:00Z,60.17,41.00
2025-08-19T18:45:00Z,60.17,36.32
2025-08-19T18:46:00Z,59.00,34.00
2025-08-19T18:48:00Z,59.00,42.34
2025-08-19T18:50:00Z,59.00,42.00
2025-08-19T18:52:00Z,64.00,42.00
2025-08-19T18:53:00Z,67.36,33.00
2025-08-19T18:54:00Z,55.00,49.72
2025-08-19T18:55:00Z,48.09,49.97
2025-08-19T18:56:00Z,45.00,59.87
2025-08-19T18:57:00Z,35.89,63.27
2025-08-19T18:58:00Z,35.81,62.00
2025-08-19T18:59:00Z,37.00,62.00
2025-08-19T19:00:00Z,37.84,64.01
2025-08-19T19:01:00Z,39.00,59.00
2025-08-19T19:02:00Z,40.35,64.00
2025-08-19T19:03:00Z,40.35,63.29
2025-08-19T19:04:00Z,35.40,63.29
2025-08-19T19:05:00Z,41.12,63.29
2025-08-19T19:06:00Z,41.12,64.00
2025-08-19T19:08:00Z,42.00,63.00
2025-08-19T19:09:00Z,41.63,63.00
2025-08-19T19:10:00Z,44.90,63.00
2025-08-19T19:11:00Z,39.00,61.00
2025-08-19T19:13:00Z,39.58,65.75
2025-08-19T19:14:00Z,42.00,65.75
2025-08-19T19:15:00Z,42.00,65.75
2025-08-19T19:16:00Z,43.00,65.75
2025-08-19T19:17:00Z,43.00,60.27
2025-08-19T19:18:00Z,48.03,50.96
2025-08-19T19:19:00Z,43.74,55.25
2025-08-19T19:20:00Z,41.82,63.25
2025-08-19T19:21:00Z,43.01,55.54
2025-08-19T19:22:00Z,49.66,57.00
2025-08-19T19:23:00Z,47.00,54.95
2025-08-19T19:24:00Z,46.36,50.65
2025-08-19T19:25:00Z,54.76,46.00
2025-08-19T19:26:00Z,49.57,50.71
2025-08-19T19:27:00Z,52.11,49.98
2025-08-19T19:28:00Z,49.78,46.48
2025-08-19T19:29:00Z,58.91,40.36
2025-08-19T19:30:00Z,68.74,29.38
2025-08-19T19:31:00Z,70.00,29.38
2025-08-19T19:33:00Z,69.65,31.00
2025-08-19T19:34:00Z,67.60,33.45
2025-08-19T19:35:00Z,64.58,38.58
2025-08-19T19:36:00Z,60.00,40.00
2025-08-19T19:37:00Z,58.00,42.02
2025-08-19T19:38:00Z,50.30,45.56
2025-08-19T19:39:00Z,45.59,54.04
2025-08-19T19:40:00Z,59.14,40.00
2025-08-19T19:41:00Z,66.77,40.00
2025-08-19T19:42:00Z,74.72,24.74
2025-08-19T19:43:00Z,74.06,23.55
2025-08-19T19:44:00Z,79.80,20.18
2025-08-19T19:45:00Z,85.56,11.00
2025-08-19T19:46:00Z,83.89,11.36
2025-08-19T19:47:00Z,82.94,17.10
2025-08-19T19:48:00Z,88.00,16.00
2025-08-19T19:49:00Z,90.58,9.00
2025-08-19T19:50:00Z,89.92,9.05
2025-08-19T19:51:00Z,91.64,6.12
2025-08-19T19:52:00Z,90.00,12.00
2025-08-19T19:53:00Z,87.98,11.00
2025-08-19T19:54:00Z,84.82,16.87
2025-08-19T19:55:00Z,77.88,30.22
2025-08-19T19:57:00Z,49.65,51.35
2025-08-19T19:58:00Z,46.91,51.84
2025-08-19T19:59:00Z,47.00,52.00
2025-08-19T20:00:00Z,48.76,50.61
2025-08-19T20:01:00Z,43.82,54.72
2025-08-19T20:02:00Z,45.56,62.66
2025-08-19T20:03:00Z,40.70,64.94
2025-08-19T20:04:00Z,51.67,48.99
2025-08-19T20:05:00Z,61.63,38.98
2025-08-19T20:06:00Z,63.97,35.10
2025-08-19T20:07:00Z,55.10,45.75
2025-08-19T20:08:00Z,58.72,44.38
2025-08-19T20:09:00Z,50.00,52.33
2025-08-19T20:10:00Z,49.59,52.33
2025-08-19T20:11:00Z,50.14,51.58
2025-08-19T20:12:00Z,53.00,40.97
2025-08-19T20:13:00Z,63.17,40.97
2025-08-19T20:14:00Z,76.01,18.59
2025-08-19T20:15:00Z,95.21,3.93
2025-08-19T20:16:00Z,93.00,6.37
2025-08-19T20:17:00Z,95.77,3.34
2025-08-19T20:18:00Z,91.35,7.50
2025-08-19T20:19:00Z,98.85,3.81
2025-08-19T20:20:00Z,92.49,5.09
2025-08-19T20:21:00Z,71.97,14.67
2025-08-19T20:22:00Z,98.99,1.00
2025-08-19T20:23:00Z,99.00,1.00
2025-08-19T20:24:00Z,99.00,1.00
2025-08-19T20:25:00Z,99.00,1.00
