# event_ticker=KXATPCHALLENGERMATCH-26JUN05ROCBER
# final_score=6-2 4-6 6-2
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Remy Bertola
# kalshi_date=2026-06-05
timestamp,Henrique Rocha,Remy Bertola
2026-06-05T13:12:00Z,71.00,30.00
2026-06-05T13:14:00Z,71.00,30.00
2026-06-05T13:15:00Z,71.00,30.00
2026-06-05T13:17:00Z,70.00,30.00
2026-06-05T13:18:00Z,70.00,29.00
2026-06-05T13:23:00Z,71.00,30.00
2026-06-05T13:25:00Z,71.00,30.00
2026-06-05T13:30:00Z,71.00,30.00
2026-06-05T13:32:00Z,71.00,30.00
2026-06-05T13:33:00Z,71.00,30.00
2026-06-05T13:34:00Z,71.00,30.00
2026-06-05T13:41:00Z,71.00,30.00
2026-06-05T13:47:00Z,70.00,30.00
2026-06-05T13:54:00Z,70.00,30.00
2026-06-05T13:56:00Z,70.00,30.00
2026-06-05T13:57:00Z,71.00,30.00
2026-06-05T14:05:00Z,71.00,30.00
2026-06-05T14:09:00Z,71.00,30.00
2026-06-05T14:13:00Z,71.00,30.00
2026-06-05T14:19:00Z,71.00,30.00
2026-06-05T14:20:00Z,71.00,31.27
2026-06-05T14:22:00Z,71.00,31.00
2026-06-05T14:23:00Z,71.00,31.00
2026-06-05T14:25:00Z,71.00,31.00
2026-06-05T14:26:00Z,71.00,31.00
2026-06-05T14:27:00Z,71.00,31.00
2026-06-05T14:28:00Z,70.00,31.00
2026-06-05T14:29:00Z,68.54,32.00
2026-06-05T14:30:00Z,67.67,33.75
2026-06-05T14:31:00Z,67.00,33.83
2026-06-05T14:32:00Z,67.54,33.75
2026-06-05T14:33:00Z,66.77,33.40
2026-06-05T14:34:00Z,68.94,32.55
2026-06-05T14:35:00Z,69.95,31.00
2026-06-05T14:36:00Z,71.49,32.60
2026-06-05T14:37:00Z,66.82,34.04
2026-06-05T14:38:00Z,65.43,35.81
2026-06-05T14:39:00Z,64.94,36.00
2026-06-05T14:40:00Z,58.45,39.01
2026-06-05T14:41:00Z,53.82,47.37
2026-06-05T14:42:00Z,56.25,44.91
2026-06-05T14:43:00Z,58.63,44.46
2026-06-05T14:44:00Z,62.76,38.69
2026-06-05T14:45:00Z,67.57,33.49
2026-06-05T14:46:00Z,68.40,32.52
2026-06-05T14:47:00Z,68.93,32.98
2026-06-05T14:48:00Z,69.95,32.13
2026-06-05T14:49:00Z,78.33,24.16
2026-06-05T14:50:00Z,80.05,19.84
2026-06-05T14:51:00Z,81.95,18.08
2026-06-05T14:52:00Z,82.02,18.32
2026-06-05T14:53:00Z,82.68,17.64
2026-06-05T14:54:00Z,82.68,17.00
2026-06-05T14:55:00Z,86.74,15.07
2026-06-05T14:56:00Z,88.00,12.47
2026-06-05T14:57:00Z,88.00,12.62
2026-06-05T14:58:00Z,88.00,11.84
2026-06-05T14:59:00Z,88.00,12.98
2026-06-05T15:00:00Z,89.00,11.95
2026-06-05T15:01:00Z,87.84,11.78
2026-06-05T15:02:00Z,88.75,11.40
2026-06-05T15:03:00Z,87.67,12.82
2026-06-05T15:04:00Z,90.63,11.05
2026-06-05T15:05:00Z,88.94,12.73
2026-06-05T15:06:00Z,94.01,5.17
2026-06-05T15:07:00Z,95.04,4.57
2026-06-05T15:08:00Z,94.25,5.97
2026-06-05T15:09:00Z,94.01,6.00
2026-06-05T15:10:00Z,95.88,4.74
2026-06-05T15:11:00Z,96.96,3.69
2026-06-05T15:12:00Z,96.23,4.99
2026-06-05T15:13:00Z,96.80,4.00
2026-06-05T15:14:00Z,97.01,2.87
2026-06-05T15:15:00Z,97.55,1.25
2026-06-05T15:16:00Z,98.97,1.00
2026-06-05T15:17:00Z,99.00,1.00
2026-06-05T15:18:00Z,99.00,1.80
2026-06-05T15:19:00Z,99.00,1.00
2026-06-05T15:20:00Z,98.34,2.08
2026-06-05T15:21:00Z,98.01,1.99
2026-06-05T15:22:00Z,98.71,2.40
2026-06-05T15:23:00Z,97.82,3.00
2026-06-05T15:24:00Z,97.06,3.22
2026-06-05T15:25:00Z,96.00,4.00
2026-06-05T15:26:00Z,96.00,5.00
2026-06-05T15:27:00Z,96.81,4.00
2026-06-05T15:28:00Z,97.00,3.74
2026-06-05T15:29:00Z,96.00,3.90
2026-06-05T15:30:00Z,97.01,3.00
2026-06-05T15:31:00Z,97.00,4.00
2026-06-05T15:32:00Z,97.00,4.00
2026-06-05T15:33:00Z,96.97,4.01
2026-06-05T15:34:00Z,96.18,4.00
2026-06-05T15:35:00Z,94.28,7.76
2026-06-05T15:36:00Z,93.25,8.47
2026-06-05T15:37:00Z,94.62,6.14
2026-06-05T15:38:00Z,85.65,13.96
2026-06-05T15:39:00Z,83.01,16.88
2026-06-05T15:40:00Z,82.33,18.81
2026-06-05T15:41:00Z,80.63,20.28
2026-06-05T15:42:00Z,79.98,20.79
2026-06-05T15:43:00Z,78.03,24.62
2026-06-05T15:44:00Z,69.64,29.91
2026-06-05T15:45:00Z,58.63,40.30
2026-06-05T15:46:00Z,57.98,42.02
2026-06-05T15:47:00Z,58.00,42.80
2026-06-05T15:48:00Z,59.55,42.90
2026-06-05T15:49:00Z,59.55,42.57
2026-06-05T15:50:00Z,60.00,42.44
2026-06-05T15:51:00Z,58.76,42.55
2026-06-05T15:52:00Z,58.19,43.55
2026-06-05T15:53:00Z,57.38,45.15
2026-06-05T15:54:00Z,55.65,44.95
2026-06-05T15:55:00Z,59.72,41.83
2026-06-05T15:56:00Z,67.29,24.44
2026-06-05T15:57:00Z,79.16,20.66
2026-06-05T15:58:00Z,81.84,19.30
2026-06-05T15:59:00Z,84.48,15.45
2026-06-05T16:00:00Z,83.05,16.33
2026-06-05T16:01:00Z,84.88,16.67
2026-06-05T16:02:00Z,81.22,18.69
2026-06-05T16:03:00Z,79.66,20.95
2026-06-05T16:04:00Z,78.98,22.00
2026-06-05T16:05:00Z,74.71,27.43
2026-06-05T16:06:00Z,77.17,21.89
2026-06-05T16:07:00Z,84.31,19.93
2026-06-05T16:08:00Z,84.95,15.14
2026-06-05T16:09:00Z,83.73,17.62
2026-06-05T16:10:00Z,82.93,18.35
2026-06-05T16:11:00Z,81.98,18.67
2026-06-05T16:12:00Z,82.00,18.92
2026-06-05T16:13:00Z,86.53,16.64
2026-06-05T16:14:00Z,89.13,11.22
2026-06-05T16:15:00Z,90.90,9.27
2026-06-05T16:16:00Z,91.49,8.08
2026-06-05T16:17:00Z,92.65,6.96
2026-06-05T16:18:00Z,93.72,8.12
2026-06-05T16:19:00Z,92.67,7.12
2026-06-05T16:20:00Z,95.53,5.67
2026-06-05T16:21:00Z,98.12,2.00
2026-06-05T16:22:00Z,98.84,1.26
2026-06-05T16:23:00Z,98.83,1.57
2026-06-05T16:24:00Z,99.00,1.00
2026-06-05T16:25:00Z,99.00,1.00
2026-06-05T16:26:00Z,99.00,1.00
2026-06-05T16:27:00Z,99.00,1.00
2026-06-05T16:28:00Z,99.00,1.00
2026-06-05T16:29:00Z,99.00,1.00
2026-06-05T16:30:00Z,99.00,1.00
2026-06-05T16:31:00Z,99.00,1.00
