# event_ticker=KXATPCHALLENGERMATCH-26APR21KRUNED
# final_score=1-6 6-2 6-4
# score_resolution=6-1 2-6 4-6
# match_winner=Andrej Nedic
# fav_player=Oleksii Krutykh
# dog_player=Andrej Nedic
# kalshi_date=2026-04-21
timestamp,Oleksii Krutykh,Andrej Nedic
2026-04-21T12:55:00Z,24.77,76.29
2026-04-21T12:56:00Z,26.00,75.30
2026-04-21T12:57:00Z,22.78,79.74
2026-04-21T12:58:00Z,25.48,76.23
2026-04-21T12:59:00Z,32.90,68.05
2026-04-21T13:00:00Z,27.94,72.11
2026-04-21T13:01:00Z,42.11,56.92
2026-04-21T13:02:00Z,51.63,48.44
2026-04-21T13:03:00Z,52.61,50.34
2026-04-21T13:04:00Z,56.60,45.95
2026-04-21T13:05:00Z,55.81,47.73
2026-04-21T13:06:00Z,55.75,48.21
2026-04-21T13:07:00Z,47.18,47.94
2026-04-21T13:08:00Z,60.57,42.85
2026-04-21T13:09:00Z,61.48,47.60
2026-04-21T13:10:00Z,50.26,54.75
2026-04-21T13:11:00Z,37.27,61.68
2026-04-21T13:12:00Z,32.68,73.09
2026-04-21T13:13:00Z,19.99,74.90
2026-04-21T13:14:00Z,20.40,83.43
2026-04-21T13:15:00Z,20.33,81.82
2026-04-21T13:16:00Z,29.87,79.66
2026-04-21T13:17:00Z,26.00,74.94
2026-04-21T13:18:00Z,33.87,58.74
2026-04-21T13:19:00Z,35.69,62.14
2026-04-21T13:20:00Z,42.43,54.00
2026-04-21T13:21:00Z,33.48,68.94
2026-04-21T13:22:00Z,31.67,71.60
2026-04-21T13:23:00Z,16.08,85.48
2026-04-21T13:24:00Z,15.90,88.29
2026-04-21T13:25:00Z,4.32,93.92
2026-04-21T13:26:00Z,7.54,94.78
2026-04-21T13:27:00Z,1.31,98.55
2026-04-21T13:28:00Z,1.31,99.00
2026-04-21T13:29:00Z,1.31,99.00
2026-04-21T13:30:00Z,1.31,99.00
2026-04-21T13:31:00Z,1.31,99.00
2026-04-21T13:32:00Z,1.31,99.00
