# event_ticker=KXATPCHALLENGERMATCH-26MAR23KRUGIL
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Felix Gill
# fav_player=Martin Krumich
# dog_player=Felix Gill
# kalshi_date=2026-03-23
timestamp,Martin Krumich,Felix Gill
2026-03-23T14:56:00Z,38.00,63.00
2026-03-23T14:57:00Z,38.00,63.00
2026-03-23T14:58:00Z,38.00,63.00
2026-03-23T14:59:00Z,38.00,63.00
2026-03-23T15:01:00Z,38.00,63.00
2026-03-23T15:02:00Z,36.02,66.49
2026-03-23T15:03:00Z,38.00,66.00
2026-03-23T15:04:00Z,38.00,66.00
2026-03-23T15:05:00Z,37.99,62.00
2026-03-23T15:06:00Z,37.92,63.00
2026-03-23T15:07:00Z,37.00,63.00
2026-03-23T15:08:00Z,37.00,63.09
2026-03-23T15:09:00Z,37.00,63.68
2026-03-23T15:11:00Z,37.00,63.24
2026-03-23T15:15:00Z,37.00,63.15
2026-03-23T15:16:00Z,37.00,63.46
2026-03-23T15:17:00Z,38.00,63.46
2026-03-23T15:18:00Z,38.00,64.00
2026-03-23T15:19:00Z,38.00,63.94
2026-03-23T15:20:00Z,38.00,63.99
2026-03-23T15:21:00Z,38.00,64.00
2026-03-23T15:23:00Z,35.00,64.00
2026-03-23T15:24:00Z,34.00,67.99
2026-03-23T15:25:00Z,36.24,67.91
2026-03-23T15:26:00Z,36.24,65.00
2026-03-23T15:27:00Z,36.24,66.87
2026-03-23T15:28:00Z,35.16,65.87
2026-03-23T15:29:00Z,33.12,66.24
2026-03-23T15:30:00Z,37.38,63.41
2026-03-23T15:31:00Z,40.00,62.61
2026-03-23T15:32:00Z,40.79,61.22
2026-03-23T15:33:00Z,44.00,63.56
2026-03-23T15:34:00Z,39.58,59.93
2026-03-23T15:35:00Z,39.63,62.86
2026-03-23T15:36:00Z,35.00,65.00
2026-03-23T15:37:00Z,35.01,65.68
2026-03-23T15:38:00Z,35.05,67.55
2026-03-23T15:39:00Z,31.18,70.15
2026-03-23T15:40:00Z,22.62,76.73
2026-03-23T15:41:00Z,22.00,77.60
2026-03-23T15:42:00Z,19.43,80.55
2026-03-23T15:43:00Z,19.00,81.59
2026-03-23T15:44:00Z,22.77,79.65
2026-03-23T15:45:00Z,25.73,75.61
2026-03-23T15:46:00Z,23.73,74.90
2026-03-23T15:47:00Z,21.00,79.92
2026-03-23T15:48:00Z,21.15,79.80
2026-03-23T15:49:00Z,21.62,80.04
2026-03-23T15:50:00Z,22.69,78.01
2026-03-23T15:51:00Z,24.58,77.51
2026-03-23T15:52:00Z,21.00,80.67
2026-03-23T15:53:00Z,19.00,81.78
2026-03-23T15:54:00Z,19.88,81.00
2026-03-23T15:55:00Z,19.27,80.92
2026-03-23T15:56:00Z,19.00,82.08
2026-03-23T15:57:00Z,17.50,83.47
2026-03-23T15:58:00Z,20.00,82.00
2026-03-23T15:59:00Z,17.80,82.39
2026-03-23T16:00:00Z,19.16,80.99
2026-03-23T16:01:00Z,20.68,81.05
2026-03-23T16:02:00Z,17.00,81.02
2026-03-23T16:03:00Z,19.03,81.18
2026-03-23T16:04:00Z,18.00,81.90
2026-03-23T16:05:00Z,17.83,81.82
2026-03-23T16:06:00Z,17.76,83.90
2026-03-23T16:07:00Z,15.05,85.00
2026-03-23T16:08:00Z,9.16,90.00
2026-03-23T16:09:00Z,8.80,90.61
2026-03-23T16:10:00Z,11.85,88.22
2026-03-23T16:11:00Z,13.00,84.38
2026-03-23T16:12:00Z,9.08,92.53
2026-03-23T16:13:00Z,10.01,92.05
2026-03-23T16:14:00Z,8.01,90.22
2026-03-23T16:15:00Z,7.99,92.44
2026-03-23T16:16:00Z,3.76,92.95
2026-03-23T16:17:00Z,7.20,93.95
2026-03-23T16:18:00Z,6.01,92.55
2026-03-23T16:19:00Z,8.81,91.00
2026-03-23T16:20:00Z,9.00,90.45
2026-03-23T16:21:00Z,10.00,90.11
2026-03-23T16:22:00Z,8.00,90.90
2026-03-23T16:23:00Z,7.00,94.00
2026-03-23T16:24:00Z,5.88,93.64
2026-03-23T16:25:00Z,5.96,95.41
2026-03-23T16:26:00Z,7.24,92.00
2026-03-23T16:27:00Z,8.94,93.00
2026-03-23T16:28:00Z,6.00,93.00
2026-03-23T16:29:00Z,7.52,94.00
2026-03-23T16:30:00Z,4.46,94.99
2026-03-23T16:31:00Z,5.15,94.83
2026-03-23T16:32:00Z,6.00,95.09
2026-03-23T16:33:00Z,6.03,94.93
2026-03-23T16:34:00Z,6.06,95.18
2026-03-23T16:35:00Z,4.25,96.83
2026-03-23T16:36:00Z,4.51,96.22
2026-03-23T16:37:00Z,6.00,95.18
2026-03-23T16:38:00Z,6.00,94.84
2026-03-23T16:39:00Z,10.06,93.07
2026-03-23T16:40:00Z,11.11,87.29
2026-03-23T16:41:00Z,20.29,80.26
2026-03-23T16:42:00Z,20.77,83.62
2026-03-23T16:43:00Z,23.00,78.43
2026-03-23T16:44:00Z,25.45,74.80
2026-03-23T16:45:00Z,24.37,75.60
2026-03-23T16:46:00Z,19.84,80.18
2026-03-23T16:47:00Z,21.74,78.46
2026-03-23T16:48:00Z,19.50,76.81
2026-03-23T16:49:00Z,26.78,73.79
2026-03-23T16:50:00Z,27.55,72.11
2026-03-23T16:51:00Z,24.58,73.61
2026-03-23T16:52:00Z,20.14,78.73
2026-03-23T16:53:00Z,20.00,81.05
2026-03-23T16:54:00Z,13.85,84.35
2026-03-23T16:55:00Z,10.97,89.72
2026-03-23T16:56:00Z,5.08,94.35
2026-03-23T16:57:00Z,3.46,96.13
2026-03-23T16:58:00Z,2.10,98.22
2026-03-23T16:59:00Z,2.86,98.23
2026-03-23T17:00:00Z,1.50,98.27
2026-03-23T17:01:00Z,1.50,99.00
2026-03-23T17:02:00Z,1.00,99.00
2026-03-23T17:03:00Z,1.00,99.00
