# event_ticker=KXATPMATCH-25AUG13COMRUB
# final_score=6-2 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Francisco Comesana
# kalshi_date=2025-08-13
timestamp,Andrey Rublev,Francisco Comesana
2025-08-14T00:44:00Z,78.00,23.00
2025-08-14T00:45:00Z,78.00,23.00
2025-08-14T00:50:00Z,78.00,22.00
2025-08-14T00:51:00Z,78.00,23.00
2025-08-14T00:52:00Z,78.00,23.00
2025-08-14T00:53:00Z,78.00,23.00
2025-08-14T00:54:00Z,78.00,23.78
2025-08-14T00:55:00Z,78.00,23.78
2025-08-14T00:57:00Z,78.00,24.02
2025-08-14T00:58:00Z,78.00,24.00
2025-08-14T00:59:00Z,78.06,24.76
2025-08-14T01:00:00Z,80.00,24.88
2025-08-14T01:01:00Z,77.00,24.00
2025-08-14T01:02:00Z,77.00,24.53
2025-08-14T01:03:00Z,79.48,24.42
2025-08-14T01:04:00Z,75.28,26.59
2025-08-14T01:05:00Z,78.33,25.63
2025-08-14T01:06:00Z,74.39,26.09
2025-08-14T01:07:00Z,75.23,27.94
2025-08-14T01:08:00Z,78.99,24.68
2025-08-14T01:09:00Z,77.80,24.93
2025-08-14T01:10:00Z,78.73,21.42
2025-08-14T01:11:00Z,79.76,20.96
2025-08-14T01:12:00Z,81.69,20.99
2025-08-14T01:13:00Z,83.00,18.07
2025-08-14T01:14:00Z,88.26,9.53
2025-08-14T01:15:00Z,88.26,13.66
2025-08-14T01:16:00Z,86.54,14.85
2025-08-14T01:17:00Z,87.40,13.00
2025-08-14T01:18:00Z,84.98,17.00
2025-08-14T01:19:00Z,81.00,19.09
2025-08-14T01:20:00Z,86.99,12.10
2025-08-14T01:21:00Z,86.99,14.00
2025-08-14T01:22:00Z,87.93,10.00
2025-08-14T01:23:00Z,92.34,9.96
2025-08-14T01:24:00Z,93.05,9.35
2025-08-14T01:25:00Z,94.00,9.35
2025-08-14T01:26:00Z,94.00,8.55
2025-08-14T01:27:00Z,94.00,9.75
2025-08-14T01:28:00Z,94.00,6.74
2025-08-14T01:29:00Z,94.00,9.18
2025-08-14T01:30:00Z,92.95,7.00
2025-08-14T01:32:00Z,92.95,8.00
2025-08-14T01:34:00Z,94.80,8.00
2025-08-14T01:35:00Z,94.80,8.00
2025-08-14T01:36:00Z,93.00,8.42
2025-08-14T01:37:00Z,92.00,9.74
2025-08-14T01:38:00Z,91.00,9.00
2025-08-14T01:39:00Z,91.00,11.71
2025-08-14T01:40:00Z,90.09,11.71
2025-08-14T01:42:00Z,91.43,11.04
2025-08-14T01:43:00Z,86.00,17.19
2025-08-14T01:44:00Z,83.00,19.00
2025-08-14T01:45:00Z,85.02,15.54
2025-08-14T01:46:00Z,89.69,14.33
2025-08-14T01:47:00Z,89.96,12.00
2025-08-14T01:49:00Z,92.00,9.77
2025-08-14T01:50:00Z,93.14,8.00
2025-08-14T01:51:00Z,95.28,6.18
2025-08-14T01:52:00Z,95.28,3.02
2025-08-14T01:53:00Z,98.00,3.02
2025-08-14T01:54:00Z,97.00,4.00
2025-08-14T01:55:00Z,96.94,3.00
2025-08-14T01:56:00Z,97.00,3.91
2025-08-14T01:57:00Z,97.00,3.00
2025-08-14T01:58:00Z,96.72,3.01
2025-08-14T01:59:00Z,97.00,3.00
2025-08-14T02:00:00Z,97.00,3.02
2025-08-14T02:01:00Z,98.00,2.00
2025-08-14T02:02:00Z,99.00,1.00
2025-08-14T02:03:00Z,99.00,1.00
2025-08-14T02:04:00Z,98.00,1.68
2025-08-14T02:10:00Z,99.00,1.68
