# event_ticker=KXATPCHALLENGERMATCH-26FEB17NEFSAU
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Axel Nefve
# fav_player=Alan Raul Sau Franco
# dog_player=Axel Nefve
# kalshi_date=2026-02-17
timestamp,Alan Raul Sau Franco,Axel Nefve
2026-02-17T18:36:00Z,23.59,76.24
2026-02-17T18:37:00Z,20.71,87.14
2026-02-17T18:38:00Z,16.85,82.47
2026-02-17T18:39:00Z,15.84,85.78
2026-02-17T18:40:00Z,17.46,81.61
2026-02-17T18:41:00Z,11.86,85.96
2026-02-17T18:42:00Z,8.95,91.85
2026-02-17T18:43:00Z,8.99,90.93
2026-02-17T18:44:00Z,9.19,90.22
2026-02-17T18:45:00Z,9.23,91.01
2026-02-17T18:46:00Z,9.08,90.98
2026-02-17T18:47:00Z,14.11,88.90
2026-02-17T18:48:00Z,9.92,90.77
2026-02-17T18:49:00Z,11.71,91.85
2026-02-17T18:50:00Z,8.03,92.00
2026-02-17T18:51:00Z,8.69,92.00
2026-02-17T18:52:00Z,6.81,93.03
2026-02-17T18:53:00Z,5.44,93.76
2026-02-17T18:54:00Z,5.72,94.00
2026-02-17T18:55:00Z,6.35,94.00
2026-02-17T18:56:00Z,7.78,93.89
2026-02-17T18:57:00Z,8.25,92.51
2026-02-17T18:58:00Z,3.91,96.23
2026-02-17T18:59:00Z,6.02,97.00
2026-02-17T19:00:00Z,5.13,96.22
2026-02-17T19:01:00Z,8.54,95.42
2026-02-17T19:02:00Z,5.91,95.59
2026-02-17T19:03:00Z,5.11,95.05
2026-02-17T19:04:00Z,8.17,93.06
2026-02-17T19:05:00Z,8.98,91.00
2026-02-17T19:06:00Z,10.30,91.86
2026-02-17T19:07:00Z,11.57,88.44
2026-02-17T19:08:00Z,12.38,88.31
2026-02-17T19:09:00Z,9.29,91.72
2026-02-17T19:10:00Z,9.49,91.45
2026-02-17T19:11:00Z,10.26,91.00
2026-02-17T19:12:00Z,10.69,91.42
2026-02-17T19:13:00Z,9.34,91.99
2026-02-17T19:14:00Z,10.74,90.13
2026-02-17T19:15:00Z,11.82,89.36
2026-02-17T19:16:00Z,14.13,86.80
2026-02-17T19:17:00Z,14.93,88.83
2026-02-17T19:18:00Z,14.20,85.23
2026-02-17T19:19:00Z,13.30,87.99
2026-02-17T19:20:00Z,10.35,90.00
2026-02-17T19:21:00Z,10.42,91.15
2026-02-17T19:22:00Z,9.28,91.04
2026-02-17T19:23:00Z,10.16,92.06
2026-02-17T19:24:00Z,4.12,96.13
2026-02-17T19:25:00Z,3.00,98.47
2026-02-17T19:26:00Z,5.08,97.20
2026-02-17T19:27:00Z,9.46,91.02
2026-02-17T19:28:00Z,10.42,89.63
2026-02-17T19:29:00Z,10.29,90.00
2026-02-17T19:30:00Z,6.14,96.44
2026-02-17T19:31:00Z,2.02,98.09
2026-02-17T19:32:00Z,4.08,98.74
2026-02-17T19:33:00Z,4.08,99.00
2026-02-17T19:34:00Z,1.00,99.00
2026-02-17T19:35:00Z,1.00,99.00
2026-02-17T19:36:00Z,1.00,99.00
2026-02-17T19:38:00Z,1.00,99.00
2026-02-17T19:39:00Z,1.00,99.00
2026-02-17T19:40:00Z,1.00,99.00
2026-02-17T19:41:00Z,1.00,99.00
