# event_ticker=KXATPCHALLENGERMATCH-26APR04HEIDEL
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Hugo Dellien
# fav_player=Gustavo Heide
# dog_player=Hugo Dellien
# kalshi_date=2026-04-04
timestamp,Gustavo Heide,Hugo Dellien
2026-04-04T16:23:00Z,31.98,67.76
2026-04-04T16:24:00Z,31.79,69.05
2026-04-04T16:25:00Z,31.53,69.79
2026-04-04T16:26:00Z,30.57,70.32
2026-04-04T16:27:00Z,31.68,67.94
2026-04-04T16:28:00Z,33.59,69.00
2026-04-04T16:29:00Z,33.34,67.19
2026-04-04T16:30:00Z,34.07,69.37
2026-04-04T16:31:00Z,33.92,66.72
2026-04-04T16:32:00Z,29.20,70.89
2026-04-04T16:33:00Z,28.99,70.41
2026-04-04T16:34:00Z,29.00,71.90
2026-04-04T16:35:00Z,29.00,71.12
2026-04-04T16:36:00Z,28.89,71.51
2026-04-04T16:37:00Z,30.87,69.84
2026-04-04T16:38:00Z,32.74,67.95
2026-04-04T16:39:00Z,34.71,66.53
2026-04-04T16:40:00Z,42.45,57.06
2026-04-04T16:41:00Z,41.36,59.07
2026-04-04T16:42:00Z,47.00,55.50
2026-04-04T16:43:00Z,49.75,51.68
2026-04-04T16:44:00Z,49.19,51.48
2026-04-04T16:45:00Z,42.90,58.73
2026-04-04T16:46:00Z,37.92,62.53
2026-04-04T16:47:00Z,40.94,60.68
2026-04-04T16:48:00Z,35.50,64.93
2026-04-04T16:49:00Z,34.18,66.95
2026-04-04T16:50:00Z,34.94,66.48
2026-04-04T16:51:00Z,30.13,69.10
2026-04-04T16:52:00Z,27.08,73.03
2026-04-04T16:53:00Z,26.08,75.16
2026-04-04T16:54:00Z,22.22,78.70
2026-04-04T16:55:00Z,27.41,75.13
2026-04-04T16:56:00Z,31.65,70.57
2026-04-04T16:57:00Z,32.99,67.32
2026-04-04T16:58:00Z,29.77,68.85
2026-04-04T16:59:00Z,29.32,70.56
2026-04-04T17:00:00Z,29.17,70.34
2026-04-04T17:01:00Z,30.13,71.12
2026-04-04T17:02:00Z,31.98,70.26
2026-04-04T17:03:00Z,33.62,68.44
2026-04-04T17:04:00Z,35.99,64.99
2026-04-04T17:05:00Z,34.79,65.02
2026-04-04T17:06:00Z,37.58,66.79
2026-04-04T17:07:00Z,40.46,61.04
2026-04-04T17:08:00Z,44.17,56.19
2026-04-04T17:09:00Z,40.59,60.39
2026-04-04T17:10:00Z,38.78,61.94
2026-04-04T17:11:00Z,41.25,62.26
2026-04-04T17:12:00Z,36.33,66.41
2026-04-04T17:13:00Z,33.94,65.14
2026-04-04T17:14:00Z,39.16,59.91
2026-04-04T17:15:00Z,41.71,58.85
2026-04-04T17:16:00Z,42.35,58.66
2026-04-04T17:17:00Z,42.63,59.00
2026-04-04T17:18:00Z,40.69,60.67
2026-04-04T17:19:00Z,43.30,57.25
2026-04-04T17:20:00Z,38.83,63.24
2026-04-04T17:21:00Z,44.60,56.42
2026-04-04T17:22:00Z,38.84,61.36
2026-04-04T17:23:00Z,36.38,63.18
2026-04-04T17:24:00Z,34.50,69.75
2026-04-04T17:25:00Z,21.06,80.76
2026-04-04T17:26:00Z,8.30,91.85
2026-04-04T17:27:00Z,7.93,93.08
2026-04-04T17:28:00Z,4.84,95.68
2026-04-04T17:29:00Z,6.42,93.02
2026-04-04T17:30:00Z,7.98,92.78
2026-04-04T17:31:00Z,5.17,95.91
2026-04-04T17:32:00Z,5.93,94.34
2026-04-04T17:33:00Z,12.71,87.95
2026-04-04T17:34:00Z,26.49,85.18
2026-04-04T17:35:00Z,6.62,95.59
2026-04-04T17:36:00Z,8.96,92.79
2026-04-04T17:37:00Z,4.31,94.51
2026-04-04T17:38:00Z,1.30,98.99
2026-04-04T17:39:00Z,1.00,99.00
2026-04-04T17:40:00Z,1.00,99.00
2026-04-04T17:41:00Z,1.00,99.00
2026-04-04T17:42:00Z,1.00,99.00
