# event_ticker=KXATPCHALLENGERMATCH-26MAR06XILSAK
# final_score=4-6 6-3 6-2
# score_resolution=6-4 3-6 2-6
# match_winner=Stefanos Sakellaridis
# fav_player=Ioannis Xilas
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-03-06
timestamp,Ioannis Xilas,Stefanos Sakellaridis
2026-03-06T11:41:00Z,47.91,54.84
2026-03-06T11:42:00Z,48.27,52.63
2026-03-06T11:43:00Z,44.44,56.18
2026-03-06T11:44:00Z,41.76,58.88
2026-03-06T11:45:00Z,42.00,57.23
2026-03-06T11:46:00Z,38.89,59.19
2026-03-06T11:47:00Z,39.00,61.00
2026-03-06T11:48:00Z,42.83,59.91
2026-03-06T11:49:00Z,42.71,58.37
2026-03-06T11:50:00Z,43.12,57.13
2026-03-06T11:51:00Z,48.63,54.33
2026-03-06T11:52:00Z,46.07,54.18
2026-03-06T11:53:00Z,44.75,59.03
2026-03-06T11:54:00Z,51.89,52.37
2026-03-06T11:55:00Z,46.54,53.37
2026-03-06T11:56:00Z,43.59,57.44
2026-03-06T11:57:00Z,48.13,56.36
2026-03-06T11:58:00Z,51.96,48.41
2026-03-06T11:59:00Z,49.15,47.91
2026-03-06T12:00:00Z,54.08,46.76
2026-03-06T12:01:00Z,59.81,41.35
2026-03-06T12:02:00Z,60.99,40.35
2026-03-06T12:03:00Z,60.60,42.61
2026-03-06T12:04:00Z,51.53,49.18
2026-03-06T12:05:00Z,51.90,49.53
2026-03-06T12:06:00Z,48.73,51.77
2026-03-06T12:07:00Z,41.95,57.85
2026-03-06T12:08:00Z,41.95,59.04
2026-03-06T12:09:00Z,39.87,62.98
2026-03-06T12:10:00Z,34.28,65.08
2026-03-06T12:11:00Z,34.55,65.70
2026-03-06T12:12:00Z,34.52,66.23
2026-03-06T12:13:00Z,32.79,66.76
2026-03-06T12:14:00Z,37.52,65.33
2026-03-06T12:15:00Z,38.48,62.08
2026-03-06T12:16:00Z,35.66,65.42
2026-03-06T12:17:00Z,33.52,67.26
2026-03-06T12:18:00Z,32.47,68.45
2026-03-06T12:19:00Z,33.84,67.22
2026-03-06T12:20:00Z,34.93,66.35
2026-03-06T12:21:00Z,34.24,65.98
2026-03-06T12:22:00Z,35.00,67.47
2026-03-06T12:23:00Z,30.59,71.56
2026-03-06T12:24:00Z,25.14,75.08
2026-03-06T12:25:00Z,22.46,74.92
2026-03-06T12:26:00Z,23.89,76.80
2026-03-06T12:27:00Z,20.45,79.25
2026-03-06T12:28:00Z,18.81,83.10
2026-03-06T12:29:00Z,15.44,85.57
2026-03-06T12:30:00Z,14.39,85.71
2026-03-06T12:31:00Z,12.31,87.20
2026-03-06T12:32:00Z,11.64,88.64
2026-03-06T12:33:00Z,8.14,92.31
2026-03-06T12:34:00Z,4.80,94.73
2026-03-06T12:35:00Z,3.46,96.32
2026-03-06T12:36:00Z,3.96,96.82
2026-03-06T12:37:00Z,2.89,97.45
2026-03-06T12:38:00Z,1.69,98.23
2026-03-06T12:39:00Z,2.08,97.47
2026-03-06T12:40:00Z,2.30,97.60
2026-03-06T12:41:00Z,1.42,98.35
2026-03-06T12:42:00Z,1.46,98.01
2026-03-06T12:43:00Z,3.00,97.45
2026-03-06T12:44:00Z,2.23,97.84
2026-03-06T12:45:00Z,3.01,97.06
2026-03-06T12:46:00Z,3.01,97.27
2026-03-06T12:47:00Z,1.02,98.23
2026-03-06T12:48:00Z,1.00,99.00
2026-03-06T12:49:00Z,1.00,99.00
2026-03-06T12:50:00Z,1.00,99.00
2026-03-06T12:51:00Z,1.08,99.00
2026-03-06T12:52:00Z,2.00,98.00
2026-03-06T12:53:00Z,1.20,98.81
2026-03-06T12:54:00Z,1.01,98.99
2026-03-06T12:55:00Z,1.23,98.97
2026-03-06T12:56:00Z,1.09,99.00
2026-03-06T12:57:00Z,1.00,98.96
2026-03-06T12:58:00Z,3.35,96.60
2026-03-06T12:59:00Z,1.13,97.86
2026-03-06T13:00:00Z,1.24,98.52
2026-03-06T13:01:00Z,1.24,98.86
