# event_ticker=KXATPMATCH-26APR03ALTMAR
# final_score=6-2 7-6(5)
# score_resolution=2-6 6-7
# match_winner=Fabian Marozsan
# fav_player=Daniel Altmaier
# dog_player=Fabian Marozsan
# kalshi_date=2026-04-03
timestamp,Daniel Altmaier,Fabian Marozsan
2026-04-03T16:47:00Z,34.00,67.00
2026-04-03T16:48:00Z,34.00,67.00
2026-04-03T16:49:00Z,34.00,67.00
2026-04-03T16:50:00Z,34.00,67.00
2026-04-03T16:51:00Z,34.00,67.00
2026-04-03T16:54:00Z,34.00,67.00
2026-04-03T16:55:00Z,34.00,67.00
2026-04-03T16:57:00Z,34.00,67.00
2026-04-03T16:58:00Z,34.00,67.00
2026-04-03T16:59:00Z,34.00,67.00
2026-04-03T17:00:00Z,34.00,67.00
2026-04-03T17:01:00Z,34.00,67.00
2026-04-03T17:02:00Z,34.00,66.61
2026-04-03T17:03:00Z,34.00,67.00
2026-04-03T17:06:00Z,34.00,67.85
2026-04-03T17:07:00Z,33.00,67.85
2026-04-03T17:08:00Z,34.00,67.00
2026-04-03T17:09:00Z,34.00,67.19
2026-04-03T17:10:00Z,33.87,68.00
2026-04-03T17:11:00Z,35.65,64.21
2026-04-03T17:12:00Z,37.51,63.61
2026-04-03T17:13:00Z,35.81,65.87
2026-04-03T17:14:00Z,36.01,65.81
2026-04-03T17:15:00Z,42.32,59.04
2026-04-03T17:16:00Z,44.45,59.37
2026-04-03T17:17:00Z,44.13,58.56
2026-04-03T17:18:00Z,43.67,60.33
2026-04-03T17:19:00Z,40.37,60.80
2026-04-03T17:20:00Z,38.74,62.55
2026-04-03T17:21:00Z,34.92,66.16
2026-04-03T17:22:00Z,33.74,66.77
2026-04-03T17:23:00Z,33.62,66.08
2026-04-03T17:24:00Z,36.87,63.64
2026-04-03T17:25:00Z,36.31,62.27
2026-04-03T17:26:00Z,35.22,64.04
2026-04-03T17:27:00Z,38.69,62.06
2026-04-03T17:28:00Z,41.82,56.59
2026-04-03T17:29:00Z,36.59,63.64
2026-04-03T17:30:00Z,36.00,64.37
2026-04-03T17:31:00Z,34.63,64.17
2026-04-03T17:32:00Z,34.80,67.80
2026-04-03T17:33:00Z,34.82,64.64
2026-04-03T17:34:00Z,36.70,64.38
2026-04-03T17:35:00Z,39.67,60.26
2026-04-03T17:36:00Z,44.40,56.48
2026-04-03T17:37:00Z,39.44,61.91
2026-04-03T17:38:00Z,46.40,52.11
2026-04-03T17:39:00Z,50.06,53.69
2026-04-03T17:40:00Z,44.22,57.83
2026-04-03T17:41:00Z,40.00,63.99
2026-04-03T17:42:00Z,37.49,63.00
2026-04-03T17:43:00Z,38.00,63.58
2026-04-03T17:44:00Z,37.31,63.67
2026-04-03T17:45:00Z,31.04,69.00
2026-04-03T17:46:00Z,28.22,72.13
2026-04-03T17:47:00Z,25.51,74.53
2026-04-03T17:48:00Z,22.39,78.35
2026-04-03T17:49:00Z,22.67,76.28
2026-04-03T17:50:00Z,22.72,79.98
2026-04-03T17:51:00Z,21.92,79.92
2026-04-03T17:52:00Z,20.27,79.23
2026-04-03T17:53:00Z,20.75,80.00
2026-04-03T17:54:00Z,21.98,79.89
2026-04-03T17:55:00Z,20.92,79.08
2026-04-03T17:56:00Z,20.49,80.79
2026-04-03T17:57:00Z,18.62,81.50
2026-04-03T17:58:00Z,16.03,84.00
2026-04-03T17:59:00Z,16.00,84.55
2026-04-03T18:00:00Z,15.80,84.04
2026-04-03T18:01:00Z,16.00,85.00
2026-04-03T18:02:00Z,15.70,85.00
2026-04-03T18:03:00Z,15.44,84.12
2026-04-03T18:04:00Z,16.92,86.00
2026-04-03T18:05:00Z,12.89,83.00
2026-04-03T18:06:00Z,19.95,86.00
2026-04-03T18:07:00Z,16.78,84.27
2026-04-03T18:08:00Z,22.00,85.51
2026-04-03T18:09:00Z,21.03,81.14
2026-04-03T18:10:00Z,16.18,84.01
2026-04-03T18:11:00Z,14.72,85.16
2026-04-03T18:12:00Z,15.04,84.89
2026-04-03T18:13:00Z,14.83,85.19
2026-04-03T18:14:00Z,14.36,87.15
2026-04-03T18:15:00Z,9.91,92.51
2026-04-03T18:16:00Z,5.71,93.63
2026-04-03T18:17:00Z,6.11,95.53
2026-04-03T18:18:00Z,2.45,96.90
2026-04-03T18:19:00Z,3.86,96.76
2026-04-03T18:20:00Z,3.70,96.62
2026-04-03T18:21:00Z,4.21,96.00
2026-04-03T18:22:00Z,4.09,96.00
2026-04-03T18:23:00Z,2.92,96.18
2026-04-03T18:24:00Z,5.15,95.29
2026-04-03T18:25:00Z,5.53,96.65
2026-04-03T18:26:00Z,4.01,97.52
2026-04-03T18:27:00Z,4.62,96.34
2026-04-03T18:28:00Z,2.32,97.28
2026-04-03T18:29:00Z,2.97,97.32
2026-04-03T18:30:00Z,3.22,97.00
2026-04-03T18:31:00Z,3.83,96.96
2026-04-03T18:32:00Z,5.63,95.33
2026-04-03T18:33:00Z,3.59,97.08
2026-04-03T18:34:00Z,3.56,97.78
2026-04-03T18:35:00Z,7.03,93.63
2026-04-03T18:36:00Z,10.44,90.17
2026-04-03T18:37:00Z,12.59,87.86
2026-04-03T18:38:00Z,10.66,91.47
2026-04-03T18:39:00Z,11.74,92.60
2026-04-03T18:40:00Z,9.44,89.18
2026-04-03T18:41:00Z,13.75,87.57
2026-04-03T18:42:00Z,18.79,81.97
2026-04-03T18:43:00Z,23.00,79.40
2026-04-03T18:44:00Z,19.96,82.47
2026-04-03T18:45:00Z,22.50,81.57
2026-04-03T18:46:00Z,24.28,80.46
2026-04-03T18:47:00Z,15.89,85.80
2026-04-03T18:48:00Z,16.59,85.43
2026-04-03T18:49:00Z,18.88,84.09
2026-04-03T18:50:00Z,21.30,84.30
2026-04-03T18:51:00Z,23.87,77.48
2026-04-03T18:52:00Z,26.35,75.15
2026-04-03T18:53:00Z,26.02,73.67
2026-04-03T18:54:00Z,26.08,77.02
2026-04-03T18:55:00Z,18.32,82.67
2026-04-03T18:56:00Z,17.91,82.98
2026-04-03T18:57:00Z,16.73,83.49
2026-04-03T18:58:00Z,16.89,86.37
2026-04-03T18:59:00Z,19.31,85.17
2026-04-03T19:00:00Z,22.50,79.28
2026-04-03T19:01:00Z,20.61,77.81
2026-04-03T19:02:00Z,20.86,79.76
2026-04-03T19:03:00Z,29.55,70.78
2026-04-03T19:04:00Z,41.79,59.00
2026-04-03T19:05:00Z,39.33,62.98
2026-04-03T19:06:00Z,39.91,62.38
2026-04-03T19:07:00Z,28.14,74.25
2026-04-03T19:08:00Z,7.66,91.64
2026-04-03T19:09:00Z,5.41,98.27
2026-04-03T19:10:00Z,1.00,99.00
2026-04-03T19:11:00Z,1.00,99.00
2026-04-03T19:12:00Z,1.00,99.00
