# event_ticker=KXATPCHALLENGERMATCH-26APR08SAKVAN
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Luca Van Assche
# fav_player=Rei Sakamoto
# dog_player=Luca Van Assche
# kalshi_date=2026-04-08
timestamp,Rei Sakamoto,Luca Van Assche
2026-04-08T11:32:00Z,11.76,87.47
2026-04-08T11:33:00Z,16.95,83.21
2026-04-08T11:34:00Z,19.50,78.67
2026-04-08T11:35:00Z,24.90,78.17
2026-04-08T11:36:00Z,26.27,74.13
2026-04-08T11:37:00Z,33.88,66.15
2026-04-08T11:38:00Z,34.69,66.32
2026-04-08T11:39:00Z,38.91,62.04
2026-04-08T11:40:00Z,39.71,61.54
2026-04-08T11:41:00Z,43.04,59.57
2026-04-08T11:42:00Z,33.23,62.24
2026-04-08T11:43:00Z,29.67,70.14
2026-04-08T11:44:00Z,15.12,83.42
2026-04-08T11:45:00Z,14.17,86.65
2026-04-08T11:46:00Z,12.50,88.34
2026-04-08T11:47:00Z,13.76,86.00
2026-04-08T11:48:00Z,13.47,86.64
2026-04-08T11:49:00Z,11.96,89.00
2026-04-08T11:50:00Z,13.49,88.96
2026-04-08T11:51:00Z,7.07,93.71
2026-04-08T11:52:00Z,5.45,95.31
2026-04-08T11:53:00Z,1.35,98.95
2026-04-08T11:54:00Z,1.35,99.00
2026-04-08T11:55:00Z,1.35,99.00
2026-04-08T11:56:00Z,1.35,99.00
2026-04-08T11:57:00Z,1.35,99.00
2026-04-08T11:58:00Z,1.35,99.00
2026-04-08T11:59:00Z,1.35,99.00
2026-04-08T12:00:00Z,1.35,99.00
2026-04-08T12:01:00Z,1.35,99.00
2026-04-08T12:02:00Z,1.35,99.00
