# event_ticker=KXATPMATCH-26APR22BASOFN
# final_score=7-6(5) 7-6(0)
# score_resolution=6-7 6-7
# match_winner=Sebastian Ofner
# fav_player=Nikoloz Basilashvili
# dog_player=Sebastian Ofner
# kalshi_date=2026-04-22
timestamp,Nikoloz Basilashvili,Sebastian Ofner
2026-04-22T13:18:00Z,39.00,64.00
2026-04-22T13:19:00Z,39.00,64.00
2026-04-22T13:20:00Z,39.00,64.00
2026-04-22T13:21:00Z,39.00,64.00
2026-04-22T13:22:00Z,39.00,64.00
2026-04-22T13:23:00Z,39.41,64.00
2026-04-22T13:24:00Z,39.41,64.00
2026-04-22T13:25:00Z,39.41,64.00
2026-04-22T13:26:00Z,39.41,64.00
2026-04-22T13:27:00Z,39.41,64.00
2026-04-22T13:28:00Z,39.00,63.84
2026-04-22T13:29:00Z,39.00,64.00
2026-04-22T13:30:00Z,39.00,63.01
2026-04-22T13:31:00Z,39.00,64.00
2026-04-22T13:32:00Z,39.00,64.00
2026-04-22T13:33:00Z,38.85,64.00
2026-04-22T13:34:00Z,38.85,64.00
2026-04-22T13:35:00Z,38.06,64.00
2026-04-22T13:36:00Z,38.93,64.00
2026-04-22T13:37:00Z,40.98,60.42
2026-04-22T13:38:00Z,42.80,60.08
2026-04-22T13:39:00Z,40.92,59.92
2026-04-22T13:40:00Z,41.43,58.26
2026-04-22T13:41:00Z,48.51,55.28
2026-04-22T13:42:00Z,44.60,58.39
2026-04-22T13:43:00Z,45.59,54.72
2026-04-22T13:44:00Z,45.70,54.35
2026-04-22T13:45:00Z,57.45,42.11
2026-04-22T13:46:00Z,54.79,45.74
2026-04-22T13:47:00Z,53.00,47.85
2026-04-22T13:48:00Z,51.79,49.75
2026-04-22T13:49:00Z,57.76,45.99
2026-04-22T13:50:00Z,49.88,50.54
2026-04-22T13:51:00Z,41.03,59.79
2026-04-22T13:52:00Z,37.15,63.91
2026-04-22T13:53:00Z,37.02,64.00
2026-04-22T13:54:00Z,37.43,66.24
2026-04-22T13:55:00Z,36.37,67.87
2026-04-22T13:56:00Z,40.23,64.24
2026-04-22T13:57:00Z,39.70,61.11
2026-04-22T13:58:00Z,36.32,63.11
2026-04-22T13:59:00Z,35.65,65.87
2026-04-22T14:00:00Z,35.81,66.30
2026-04-22T14:01:00Z,35.48,66.74
2026-04-22T14:02:00Z,36.27,66.63
2026-04-22T14:03:00Z,35.80,65.40
2026-04-22T14:04:00Z,39.23,61.68
2026-04-22T14:05:00Z,39.72,62.33
2026-04-22T14:06:00Z,39.93,63.69
2026-04-22T14:07:00Z,36.00,65.00
2026-04-22T14:08:00Z,37.45,63.65
2026-04-22T14:09:00Z,39.05,61.92
2026-04-22T14:10:00Z,39.52,61.02
2026-04-22T14:11:00Z,39.18,62.41
2026-04-22T14:12:00Z,37.87,63.32
2026-04-22T14:13:00Z,37.08,63.89
2026-04-22T14:14:00Z,37.07,64.01
2026-04-22T14:15:00Z,39.64,61.87
2026-04-22T14:16:00Z,42.83,57.94
2026-04-22T14:17:00Z,47.67,51.18
2026-04-22T14:18:00Z,48.57,51.64
2026-04-22T14:19:00Z,44.07,57.34
2026-04-22T14:20:00Z,39.91,60.00
2026-04-22T14:21:00Z,41.15,60.88
2026-04-22T14:22:00Z,44.50,57.62
2026-04-22T14:23:00Z,46.15,54.79
2026-04-22T14:24:00Z,42.12,60.04
2026-04-22T14:25:00Z,30.48,69.80
2026-04-22T14:26:00Z,23.18,78.47
2026-04-22T14:27:00Z,22.99,77.90
2026-04-22T14:28:00Z,27.80,65.78
2026-04-22T14:29:00Z,30.44,70.36
2026-04-22T14:30:00Z,28.43,74.05
2026-04-22T14:31:00Z,22.98,77.58
2026-04-22T14:32:00Z,22.93,76.92
2026-04-22T14:33:00Z,23.36,78.01
2026-04-22T14:34:00Z,24.38,75.99
2026-04-22T14:35:00Z,23.65,80.61
2026-04-22T14:36:00Z,19.68,79.32
2026-04-22T14:37:00Z,25.70,75.93
2026-04-22T14:38:00Z,23.35,77.13
2026-04-22T14:39:00Z,22.61,77.11
2026-04-22T14:40:00Z,25.46,76.74
2026-04-22T14:41:00Z,25.93,75.21
2026-04-22T14:42:00Z,25.92,76.73
2026-04-22T14:43:00Z,21.45,78.60
2026-04-22T14:44:00Z,24.21,76.14
2026-04-22T14:45:00Z,26.04,76.09
2026-04-22T14:46:00Z,25.37,75.95
2026-04-22T14:47:00Z,26.00,75.13
2026-04-22T14:48:00Z,27.21,73.54
2026-04-22T14:49:00Z,23.80,76.61
2026-04-22T14:50:00Z,20.45,81.67
2026-04-22T14:51:00Z,23.09,78.08
2026-04-22T14:52:00Z,23.42,76.98
2026-04-22T14:53:00Z,24.93,76.17
2026-04-22T14:54:00Z,25.00,75.93
2026-04-22T14:55:00Z,25.63,75.78
2026-04-22T14:56:00Z,21.13,79.88
2026-04-22T14:57:00Z,20.58,80.83
2026-04-22T14:58:00Z,18.25,82.29
2026-04-22T14:59:00Z,20.54,83.81
2026-04-22T15:00:00Z,22.36,78.45
2026-04-22T15:01:00Z,23.93,76.98
2026-04-22T15:02:00Z,23.80,77.38
2026-04-22T15:03:00Z,23.17,77.94
2026-04-22T15:04:00Z,30.28,72.53
2026-04-22T15:05:00Z,29.46,69.52
2026-04-22T15:06:00Z,30.10,74.14
2026-04-22T15:07:00Z,22.19,79.17
2026-04-22T15:08:00Z,24.99,75.77
2026-04-22T15:09:00Z,25.46,75.31
2026-04-22T15:10:00Z,24.60,76.18
2026-04-22T15:11:00Z,23.11,77.98
2026-04-22T15:12:00Z,20.54,80.82
2026-04-22T15:13:00Z,13.42,87.66
2026-04-22T15:14:00Z,7.09,94.00
2026-04-22T15:15:00Z,1.93,98.38
2026-04-22T15:16:00Z,1.06,99.00
2026-04-22T15:17:00Z,1.06,99.00
2026-04-22T15:18:00Z,1.00,99.00
2026-04-22T15:19:00Z,1.00,99.00
2026-04-22T15:20:00Z,1.00,99.00
2026-04-22T15:21:00Z,1.00,99.00
2026-04-22T15:22:00Z,1.00,99.00
2026-04-22T15:23:00Z,1.00,99.00
2026-04-22T15:24:00Z,1.00,99.00
2026-04-22T15:25:00Z,1.00,99.00
2026-04-22T15:26:00Z,1.00,99.00
2026-04-22T15:27:00Z,1.00,99.00
